"yearsBP","annual65N","annualGlobal","globalCosWeighted","Title","Source","yearsElapsed"
740300,218.27,292.25,340.566,"","",4599259700
740200,218.35,292.25,340.568,"","",4599259800
740100,218.44,292.24,340.57,"","",4599259900
740000,218.53,292.23,340.571,"","",4599260000
739900,218.62,292.23,340.573,"","",4599260100
739800,218.72,292.22,340.578,"","",4599260200
739700,218.81,292.21,340.582,"","",4599260300
739600,218.91,292.2,340.586,"","",4599260400
739500,219.01,292.19,340.59,"","",4599260500
739400,219.11,292.18,340.595,"","",4599260600
739300,219.2,292.17,340.599,"","",4599260700
739200,219.3,292.17,340.603,"","",4599260800
739100,219.4,292.16,340.608,"","",4599260900
739000,219.49,292.15,340.612,"","",4599261000
738900,219.59,292.14,340.616,"","",4599261100
738800,219.68,292.13,340.62,"","",4599261200
738700,219.77,292.12,340.623,"","",4599261300
738600,219.86,292.11,340.626,"","",4599261400
738500,219.94,292.09,340.63,"","",4599261500
738400,220.03,292.08,340.633,"","",4599261600
738300,220.12,292.07,340.637,"","",4599261700
738200,220.21,292.06,340.64,"","",4599261800
738100,220.3,292.05,340.644,"","",4599261900
738000,220.39,292.04,340.647,"","",4599262000
737900,220.48,292.03,340.65,"","",4599262100
737800,220.55,292.01,340.654,"","",4599262200
737700,220.62,292,340.657,"","",4599262300
737600,220.7,291.98,340.66,"","",4599262400
737500,220.77,291.97,340.663,"","",4599262500
737400,220.84,291.96,340.666,"","",4599262600
737300,220.91,291.94,340.669,"","",4599262700
737200,220.99,291.93,340.672,"","",4599262800
737100,221.06,291.91,340.675,"","",4599262900
737000,221.13,291.9,340.678,"","",4599263000
736900,221.2,291.88,340.681,"","",4599263100
736800,221.25,291.87,340.683,"","",4599263200
736700,221.29,291.85,340.685,"","",4599263300
736600,221.34,291.84,340.687,"","",4599263400
736500,221.38,291.82,340.689,"","",4599263500
736400,221.43,291.8,340.691,"","",4599263600
736300,221.47,291.79,340.693,"","",4599263700
736200,221.51,291.77,340.695,"","",4599263800
736100,221.56,291.76,340.697,"","",4599263900
736000,221.6,291.74,340.699,"","",4599264000
735900,221.65,291.72,340.7,"","",4599264100
735800,221.65,291.71,340.705,"","",4599264200
735700,221.65,291.69,340.709,"","",4599264300
735600,221.65,291.68,340.714,"","",4599264400
735500,221.66,291.66,340.718,"","",4599264500
735400,221.66,291.64,340.722,"","",4599264600
735300,221.66,291.63,340.727,"","",4599264700
735200,221.66,291.61,340.731,"","",4599264800
735100,221.66,291.59,340.736,"","",4599264900
735000,221.67,291.58,340.74,"","",4599265000
734900,221.67,291.56,340.744,"","",4599265100
734800,221.62,291.54,340.748,"","",4599265200
734700,221.57,291.52,340.751,"","",4599265300
734600,221.52,291.5,340.755,"","",4599265400
734500,221.47,291.49,340.758,"","",4599265500
734400,221.42,291.47,340.761,"","",4599265600
734300,221.37,291.45,340.765,"","",4599265700
734200,221.32,291.43,340.768,"","",4599265800
734100,221.26,291.41,340.772,"","",4599265900
734000,221.21,291.39,340.775,"","",4599266000
733900,221.16,291.37,340.779,"","",4599266100
733800,221.06,291.36,340.782,"","",4599266200
733700,220.96,291.34,340.786,"","",4599266300
733600,220.85,291.32,340.79,"","",4599266400
733500,220.75,291.3,340.793,"","",4599266500
733400,220.65,291.28,340.797,"","",4599266600
733300,220.55,291.26,340.801,"","",4599266700
733200,220.44,291.25,340.804,"","",4599266800
733100,220.34,291.23,340.808,"","",4599266900
733000,220.24,291.21,340.812,"","",4599267000
732900,220.13,291.19,340.816,"","",4599267100
732800,219.99,291.17,340.818,"","",4599267200
732700,219.84,291.15,340.82,"","",4599267300
732600,219.69,291.13,340.823,"","",4599267400
732500,219.55,291.11,340.825,"","",4599267500
732400,219.4,291.09,340.827,"","",4599267600
732300,219.25,291.07,340.83,"","",4599267700
732200,219.1,291.05,340.832,"","",4599267800
732100,218.96,291.03,340.834,"","",4599267900
732000,218.81,291.01,340.837,"","",4599268000
731900,218.66,290.99,340.839,"","",4599268100
731800,218.47,290.97,340.841,"","",4599268200
731700,218.29,290.95,340.843,"","",4599268300
731600,218.1,290.93,340.845,"","",4599268400
731500,217.91,290.91,340.847,"","",4599268500
731400,217.72,290.89,340.849,"","",4599268600
731300,217.54,290.87,340.852,"","",4599268700
731200,217.35,290.85,340.854,"","",4599268800
731100,217.16,290.84,340.856,"","",4599268900
731000,216.97,290.82,340.858,"","",4599269000
730900,216.78,290.8,340.86,"","",4599269100
730800,216.57,290.78,340.865,"","",4599269200
730700,216.37,290.76,340.87,"","",4599269300
730600,216.16,290.75,340.876,"","",4599269400
730500,215.95,290.73,340.881,"","",4599269500
730400,215.74,290.71,340.886,"","",4599269600
730300,215.53,290.7,340.892,"","",4599269700
730200,215.32,290.68,340.897,"","",4599269800
730100,215.11,290.66,340.902,"","",4599269900
730000,214.9,290.65,340.907,"","",4599270000
729900,214.69,290.63,340.913,"","",4599270100
729800,214.47,290.62,340.919,"","",4599270200
729700,214.25,290.61,340.926,"","",4599270300
729600,214.03,290.59,340.933,"","",4599270400
729500,213.81,290.58,340.94,"","",4599270500
729400,213.6,290.57,340.947,"","",4599270600
729300,213.38,290.56,340.954,"","",4599270700
729200,213.16,290.54,340.961,"","",4599270800
729100,212.94,290.53,340.967,"","",4599270900
729000,212.72,290.52,340.974,"","",4599271000
728900,212.51,290.51,340.981,"","",4599271100
728800,212.31,290.49,340.984,"","",4599271200
728700,212.1,290.48,340.988,"","",4599271300
728600,211.9,290.46,340.991,"","",4599271400
728500,211.7,290.45,340.994,"","",4599271500
728400,211.5,290.44,340.998,"","",4599271600
728300,211.3,290.42,341.001,"","",4599271700
728200,211.09,290.41,341.004,"","",4599271800
728100,210.89,290.39,341.007,"","",4599271900
728000,210.69,290.38,341.011,"","",4599272000
727900,210.49,290.37,341.014,"","",4599272100
727800,210.31,290.35,341.017,"","",4599272200
727700,210.13,290.34,341.02,"","",4599272300
727600,209.94,290.33,341.023,"","",4599272400
727500,209.76,290.32,341.026,"","",4599272500
727400,209.58,290.31,341.028,"","",4599272600
727300,209.4,290.3,341.031,"","",4599272700
727200,209.22,290.29,341.034,"","",4599272800
727100,209.04,290.27,341.037,"","",4599272900
727000,208.85,290.26,341.04,"","",4599273000
726900,208.67,290.25,341.043,"","",4599273100
726800,208.55,290.24,341.047,"","",4599273200
726700,208.43,290.24,341.052,"","",4599273300
726600,208.31,290.23,341.056,"","",4599273400
726500,208.19,290.22,341.06,"","",4599273500
726400,208.07,290.21,341.065,"","",4599273600
726300,207.95,290.21,341.069,"","",4599273700
726200,207.83,290.2,341.074,"","",4599273800
726100,207.7,290.19,341.078,"","",4599273900
726000,207.58,290.18,341.082,"","",4599274000
725900,207.46,290.18,341.087,"","",4599274100
725800,207.4,290.17,341.092,"","",4599274200
725700,207.33,290.17,341.098,"","",4599274300
725600,207.27,290.17,341.104,"","",4599274400
725500,207.2,290.16,341.11,"","",4599274500
725400,207.14,290.16,341.116,"","",4599274600
725300,207.07,290.15,341.121,"","",4599274700
725200,207.01,290.15,341.127,"","",4599274800
725100,206.95,290.15,341.133,"","",4599274900
725000,206.88,290.14,341.139,"","",4599275000
724900,206.82,290.14,341.145,"","",4599275100
724800,206.82,290.14,341.149,"","",4599275200
724700,206.83,290.14,341.154,"","",4599275300
724600,206.84,290.14,341.159,"","",4599275400
724500,206.85,290.14,341.164,"","",4599275500
724400,206.86,290.14,341.169,"","",4599275600
724300,206.86,290.13,341.174,"","",4599275700
724200,206.87,290.13,341.178,"","",4599275800
724100,206.88,290.13,341.183,"","",4599275900
724000,206.89,290.13,341.188,"","",4599276000
723900,206.9,290.13,341.193,"","",4599276100
723800,206.98,290.13,341.198,"","",4599276200
723700,207.06,290.13,341.203,"","",4599276300
723600,207.15,290.14,341.207,"","",4599276400
723500,207.23,290.14,341.212,"","",4599276500
723400,207.31,290.14,341.217,"","",4599276600
723300,207.39,290.15,341.222,"","",4599276700
723200,207.48,290.15,341.226,"","",4599276800
723100,207.56,290.15,341.231,"","",4599276900
723000,207.64,290.15,341.236,"","",4599277000
722900,207.72,290.16,341.241,"","",4599277100
722800,207.88,290.16,341.244,"","",4599277200
722700,208.03,290.16,341.247,"","",4599277300
722600,208.18,290.17,341.25,"","",4599277400
722500,208.34,290.17,341.253,"","",4599277500
722400,208.49,290.18,341.256,"","",4599277600
722300,208.64,290.18,341.259,"","",4599277700
722200,208.8,290.18,341.262,"","",4599277800
722100,208.95,290.19,341.265,"","",4599277900
722000,209.1,290.19,341.268,"","",4599278000
721900,209.26,290.2,341.271,"","",4599278100
721800,209.47,290.21,341.277,"","",4599278200
721700,209.69,290.22,341.283,"","",4599278300
721600,209.91,290.22,341.289,"","",4599278400
721500,210.12,290.23,341.295,"","",4599278500
721400,210.34,290.24,341.301,"","",4599278600
721300,210.55,290.25,341.307,"","",4599278700
721200,210.77,290.26,341.313,"","",4599278800
721100,210.99,290.27,341.319,"","",4599278900
721000,211.2,290.28,341.325,"","",4599279000
720900,211.42,290.29,341.331,"","",4599279100
720800,211.66,290.3,341.335,"","",4599279200
720700,211.9,290.31,341.339,"","",4599279300
720600,212.14,290.33,341.343,"","",4599279400
720500,212.39,290.34,341.347,"","",4599279500
720400,212.63,290.35,341.351,"","",4599279600
720300,212.87,290.36,341.355,"","",4599279700
720200,213.11,290.37,341.359,"","",4599279800
720100,213.35,290.38,341.363,"","",4599279900
720000,213.6,290.39,341.367,"","",4599280000
719900,213.84,290.4,341.371,"","",4599280100
719800,214.11,290.42,341.375,"","",4599280200
719700,214.38,290.43,341.38,"","",4599280300
719600,214.65,290.45,341.385,"","",4599280400
719500,214.92,290.46,341.389,"","",4599280500
719400,215.19,290.48,341.394,"","",4599280600
719300,215.46,290.49,341.399,"","",4599280700
719200,215.73,290.51,341.403,"","",4599280800
719100,216,290.53,341.408,"","",4599280900
719000,216.27,290.54,341.412,"","",4599281000
718900,216.54,290.56,341.417,"","",4599281100
718800,216.81,290.58,341.424,"","",4599281200
718700,217.07,290.6,341.431,"","",4599281300
718600,217.34,290.62,341.439,"","",4599281400
718500,217.6,290.64,341.446,"","",4599281500
718400,217.86,290.66,341.453,"","",4599281600
718300,218.13,290.68,341.46,"","",4599281700
718200,218.39,290.7,341.467,"","",4599281800
718100,218.66,290.72,341.475,"","",4599281900
718000,218.92,290.74,341.482,"","",4599282000
717900,219.19,290.76,341.489,"","",4599282100
717800,219.42,290.78,341.493,"","",4599282200
717700,219.66,290.8,341.498,"","",4599282300
717600,219.9,290.82,341.502,"","",4599282400
717500,220.14,290.84,341.506,"","",4599282500
717400,220.38,290.86,341.51,"","",4599282600
717300,220.61,290.88,341.515,"","",4599282700
717200,220.85,290.9,341.519,"","",4599282800
717100,221.09,290.91,341.523,"","",4599282900
717000,221.33,290.93,341.528,"","",4599283000
716900,221.57,290.95,341.532,"","",4599283100
716800,221.75,290.97,341.533,"","",4599283200
716700,221.93,290.99,341.534,"","",4599283300
716600,222.12,291.01,341.535,"","",4599283400
716500,222.3,291.03,341.537,"","",4599283500
716400,222.49,291.05,341.538,"","",4599283600
716300,222.67,291.07,341.539,"","",4599283700
716200,222.85,291.09,341.54,"","",4599283800
716100,223.04,291.11,341.541,"","",4599283900
716000,223.22,291.13,341.542,"","",4599284000
715900,223.4,291.15,341.544,"","",4599284100
715800,223.52,291.17,341.55,"","",4599284200
715700,223.64,291.2,341.555,"","",4599284300
715600,223.76,291.22,341.561,"","",4599284400
715500,223.88,291.25,341.567,"","",4599284500
715400,224,291.27,341.573,"","",4599284600
715300,224.12,291.29,341.579,"","",4599284700
715200,224.24,291.32,341.585,"","",4599284800
715100,224.36,291.34,341.59,"","",4599284900
715000,224.48,291.37,341.596,"","",4599285000
714900,224.59,291.39,341.602,"","",4599285100
714800,224.64,291.41,341.606,"","",4599285200
714700,224.68,291.44,341.611,"","",4599285300
714600,224.73,291.46,341.615,"","",4599285400
714500,224.77,291.48,341.619,"","",4599285500
714400,224.82,291.51,341.624,"","",4599285600
714300,224.86,291.53,341.628,"","",4599285700
714200,224.9,291.55,341.633,"","",4599285800
714100,224.95,291.57,341.637,"","",4599285900
714000,224.99,291.6,341.641,"","",4599286000
713900,225.04,291.62,341.646,"","",4599286100
713800,225,291.64,341.65,"","",4599286200
713700,224.95,291.67,341.654,"","",4599286300
713600,224.91,291.69,341.658,"","",4599286400
713500,224.87,291.72,341.663,"","",4599286500
713400,224.83,291.74,341.667,"","",4599286600
713300,224.78,291.76,341.671,"","",4599286700
713200,224.74,291.79,341.676,"","",4599286800
713100,224.7,291.81,341.68,"","",4599286900
713000,224.66,291.84,341.684,"","",4599287000
712900,224.61,291.86,341.688,"","",4599287100
712800,224.5,291.88,341.694,"","",4599287200
712700,224.38,291.91,341.699,"","",4599287300
712600,224.26,291.93,341.705,"","",4599287400
712500,224.15,291.96,341.71,"","",4599287500
712400,224.03,291.98,341.716,"","",4599287600
712300,223.91,292,341.721,"","",4599287700
712200,223.8,292.03,341.727,"","",4599287800
712100,223.68,292.05,341.732,"","",4599287900
712000,223.56,292.08,341.738,"","",4599288000
711900,223.44,292.1,341.743,"","",4599288100
711800,223.26,292.12,341.746,"","",4599288200
711700,223.08,292.14,341.749,"","",4599288300
711600,222.9,292.16,341.751,"","",4599288400
711500,222.72,292.19,341.754,"","",4599288500
711400,222.54,292.21,341.756,"","",4599288600
711300,222.35,292.23,341.759,"","",4599288700
711200,222.17,292.25,341.762,"","",4599288800
711100,221.99,292.27,341.764,"","",4599288900
711000,221.81,292.29,341.767,"","",4599289000
710900,221.63,292.31,341.77,"","",4599289100
710800,221.4,292.33,341.773,"","",4599289200
710700,221.16,292.35,341.777,"","",4599289300
710600,220.93,292.37,341.78,"","",4599289400
710500,220.7,292.39,341.784,"","",4599289500
710400,220.47,292.42,341.788,"","",4599289600
710300,220.24,292.44,341.791,"","",4599289700
710200,220,292.46,341.795,"","",4599289800
710100,219.77,292.48,341.799,"","",4599289900
710000,219.54,292.5,341.802,"","",4599290000
709900,219.31,292.52,341.806,"","",4599290100
709800,219.04,292.54,341.811,"","",4599290200
709700,218.78,292.56,341.816,"","",4599290300
709600,218.52,292.58,341.82,"","",4599290400
709500,218.26,292.6,341.825,"","",4599290500
709400,218,292.62,341.83,"","",4599290600
709300,217.73,292.64,341.835,"","",4599290700
709200,217.47,292.66,341.84,"","",4599290800
709100,217.21,292.68,341.845,"","",4599290900
709000,216.95,292.7,341.85,"","",4599291000
708900,216.68,292.72,341.854,"","",4599291100
708800,216.43,292.74,341.859,"","",4599291200
708700,216.17,292.75,341.863,"","",4599291300
708600,215.92,292.77,341.867,"","",4599291400
708500,215.66,292.79,341.871,"","",4599291500
708400,215.4,292.81,341.875,"","",4599291600
708300,215.15,292.83,341.88,"","",4599291700
708200,214.89,292.84,341.884,"","",4599291800
708100,214.63,292.86,341.888,"","",4599291900
708000,214.38,292.88,341.892,"","",4599292000
707900,214.12,292.9,341.896,"","",4599292100
707800,213.89,292.91,341.9,"","",4599292200
707700,213.66,292.93,341.903,"","",4599292300
707600,213.43,292.94,341.906,"","",4599292400
707500,213.19,292.96,341.909,"","",4599292500
707400,212.96,292.98,341.912,"","",4599292600
707300,212.73,292.99,341.915,"","",4599292700
707200,212.5,293.01,341.918,"","",4599292800
707100,212.26,293.02,341.921,"","",4599292900
707000,212.03,293.04,341.924,"","",4599293000
706900,211.8,293.05,341.928,"","",4599293100
706800,211.61,293.07,341.929,"","",4599293200
706700,211.43,293.08,341.931,"","",4599293300
706600,211.24,293.09,341.932,"","",4599293400
706500,211.05,293.1,341.934,"","",4599293500
706400,210.86,293.12,341.936,"","",4599293600
706300,210.67,293.13,341.937,"","",4599293700
706200,210.49,293.14,341.939,"","",4599293800
706100,210.3,293.15,341.94,"","",4599293900
706000,210.11,293.17,341.942,"","",4599294000
705900,209.92,293.18,341.944,"","",4599294100
705800,209.81,293.19,341.949,"","",4599294200
705700,209.69,293.2,341.955,"","",4599294300
705600,209.58,293.21,341.96,"","",4599294400
705500,209.46,293.22,341.966,"","",4599294500
705400,209.35,293.23,341.972,"","",4599294600
705300,209.23,293.24,341.977,"","",4599294700
705200,209.12,293.25,341.983,"","",4599294800
705100,209,293.26,341.988,"","",4599294900
705000,208.89,293.28,341.994,"","",4599295000
704900,208.77,293.29,342,"","",4599295100
704800,208.73,293.29,342.002,"","",4599295200
704700,208.69,293.3,342.004,"","",4599295300
704600,208.65,293.31,342.006,"","",4599295400
704500,208.61,293.31,342.008,"","",4599295500
704400,208.57,293.32,342.01,"","",4599295600
704300,208.53,293.33,342.012,"","",4599295700
704200,208.49,293.33,342.014,"","",4599295800
704100,208.45,293.34,342.017,"","",4599295900
704000,208.41,293.35,342.019,"","",4599296000
703900,208.37,293.35,342.021,"","",4599296100
703800,208.42,293.36,342.022,"","",4599296200
703700,208.47,293.36,342.022,"","",4599296300
703600,208.52,293.36,342.023,"","",4599296400
703500,208.56,293.37,342.024,"","",4599296500
703400,208.61,293.37,342.025,"","",4599296600
703300,208.66,293.37,342.025,"","",4599296700
703200,208.71,293.38,342.026,"","",4599296800
703100,208.76,293.38,342.027,"","",4599296900
703000,208.81,293.38,342.028,"","",4599297000
702900,208.85,293.39,342.029,"","",4599297100
702800,208.99,293.39,342.033,"","",4599297200
702700,209.12,293.39,342.037,"","",4599297300
702600,209.25,293.4,342.042,"","",4599297400
702500,209.39,293.4,342.046,"","",4599297500
702400,209.52,293.4,342.051,"","",4599297600
702300,209.65,293.4,342.055,"","",4599297700
702200,209.79,293.4,342.06,"","",4599297800
702100,209.92,293.41,342.064,"","",4599297900
