"yearsBP","annual65N","annualGlobal","globalCosWeighted","Title","Source","yearsElapsed"
462500,222.72,292.08,340.949,"","",4599537500
462400,222.63,292.1,340.947,"","",4599537600
462300,222.53,292.12,340.946,"","",4599537700
462200,222.44,292.13,340.945,"","",4599537800
462100,222.34,292.15,340.944,"","",4599537900
462000,222.25,292.17,340.942,"","",4599538000
461900,222.15,292.18,340.941,"","",4599538100
461800,222.02,292.2,340.937,"","",4599538200
461700,221.88,292.21,340.934,"","",4599538300
461600,221.74,292.22,340.931,"","",4599538400
461500,221.6,292.23,340.927,"","",4599538500
461400,221.47,292.25,340.924,"","",4599538600
461300,221.33,292.26,340.92,"","",4599538700
461200,221.19,292.27,340.916,"","",4599538800
461100,221.05,292.28,340.913,"","",4599538900
461000,220.92,292.29,340.91,"","",4599539000
460900,220.78,292.31,340.906,"","",4599539100
460800,220.63,292.32,340.902,"","",4599539200
460700,220.48,292.33,340.898,"","",4599539300
460600,220.33,292.34,340.895,"","",4599539400
460500,220.17,292.35,340.891,"","",4599539500
460400,220.02,292.36,340.887,"","",4599539600
460300,219.87,292.37,340.883,"","",4599539700
460200,219.72,292.38,340.88,"","",4599539800
460100,219.57,292.39,340.876,"","",4599539900
460000,219.42,292.4,340.872,"","",4599540000
459900,219.27,292.41,340.868,"","",4599540100
459800,219.12,292.42,340.864,"","",4599540200
459700,218.96,292.43,340.859,"","",4599540300
459600,218.81,292.43,340.855,"","",4599540400
459500,218.66,292.44,340.851,"","",4599540500
459400,218.51,292.45,340.846,"","",4599540600
459300,218.36,292.46,340.842,"","",4599540700
459200,218.21,292.46,340.838,"","",4599540800
459100,218.06,292.47,340.833,"","",4599540900
459000,217.9,292.48,340.829,"","",4599541000
458900,217.75,292.49,340.825,"","",4599541100
458800,217.62,292.49,340.823,"","",4599541200
458700,217.48,292.5,340.821,"","",4599541300
458600,217.34,292.5,340.82,"","",4599541400
458500,217.2,292.51,340.818,"","",4599541500
458400,217.07,292.52,340.817,"","",4599541600
458300,216.93,292.52,340.815,"","",4599541700
458200,216.79,292.53,340.814,"","",4599541800
458100,216.66,292.54,340.812,"","",4599541900
458000,216.52,292.54,340.811,"","",4599542000
457900,216.38,292.55,340.809,"","",4599542100
457800,216.28,292.55,340.805,"","",4599542200
457700,216.17,292.55,340.801,"","",4599542300
457600,216.07,292.55,340.797,"","",4599542400
457500,215.96,292.56,340.793,"","",4599542500
457400,215.86,292.56,340.789,"","",4599542600
457300,215.75,292.56,340.785,"","",4599542700
457200,215.65,292.56,340.781,"","",4599542800
457100,215.54,292.56,340.777,"","",4599542900
457000,215.44,292.57,340.773,"","",4599543000
456900,215.33,292.57,340.769,"","",4599543100
456800,215.26,292.57,340.765,"","",4599543200
456700,215.19,292.56,340.761,"","",4599543300
456600,215.13,292.56,340.757,"","",4599543400
456500,215.06,292.56,340.753,"","",4599543500
456400,214.99,292.56,340.749,"","",4599543600
456300,214.92,292.56,340.745,"","",4599543700
456200,214.85,292.55,340.741,"","",4599543800
456100,214.78,292.55,340.737,"","",4599543900
456000,214.71,292.55,340.733,"","",4599544000
455900,214.65,292.55,340.729,"","",4599544100
455800,214.62,292.54,340.727,"","",4599544200
455700,214.6,292.54,340.724,"","",4599544300
455600,214.58,292.53,340.722,"","",4599544400
455500,214.56,292.53,340.72,"","",4599544500
455400,214.53,292.52,340.717,"","",4599544600
455300,214.51,292.52,340.715,"","",4599544700
455200,214.49,292.51,340.712,"","",4599544800
455100,214.47,292.51,340.71,"","",4599544900
455000,214.45,292.5,340.708,"","",4599545000
454900,214.42,292.5,340.705,"","",4599545100
454800,214.44,292.49,340.702,"","",4599545200
454700,214.45,292.48,340.7,"","",4599545300
454600,214.46,292.47,340.697,"","",4599545400
454500,214.47,292.46,340.694,"","",4599545500
454400,214.48,292.46,340.691,"","",4599545600
454300,214.5,292.45,340.688,"","",4599545700
454200,214.51,292.44,340.685,"","",4599545800
454100,214.52,292.43,340.682,"","",4599545900
454000,214.53,292.42,340.679,"","",4599546000
453900,214.54,292.41,340.677,"","",4599546100
453800,214.6,292.4,340.672,"","",4599546200
453700,214.65,292.38,340.667,"","",4599546300
453600,214.7,292.37,340.662,"","",4599546400
453500,214.75,292.36,340.657,"","",4599546500
453400,214.8,292.34,340.652,"","",4599546600
453300,214.85,292.33,340.647,"","",4599546700
453200,214.9,292.32,340.642,"","",4599546800
453100,214.95,292.3,340.637,"","",4599546900
453000,215,292.29,340.632,"","",4599547000
452900,215.05,292.28,340.627,"","",4599547100
452800,215.12,292.26,340.627,"","",4599547200
452700,215.19,292.25,340.626,"","",4599547300
452600,215.26,292.24,340.626,"","",4599547400
452500,215.33,292.22,340.625,"","",4599547500
452400,215.4,292.21,340.625,"","",4599547600
452300,215.47,292.2,340.625,"","",4599547700
452200,215.54,292.18,340.624,"","",4599547800
452100,215.61,292.17,340.624,"","",4599547900
452000,215.69,292.15,340.623,"","",4599548000
451900,215.76,292.14,340.623,"","",4599548100
451800,215.85,292.12,340.623,"","",4599548200
451700,215.94,292.11,340.622,"","",4599548300
451600,216.03,292.09,340.622,"","",4599548400
451500,216.12,292.08,340.622,"","",4599548500
451400,216.21,292.06,340.621,"","",4599548600
451300,216.3,292.04,340.621,"","",4599548700
451200,216.39,292.03,340.621,"","",4599548800
451100,216.48,292.01,340.62,"","",4599548900
451000,216.57,291.99,340.62,"","",4599549000
450900,216.66,291.98,340.62,"","",4599549100
450800,216.74,291.96,340.616,"","",4599549200
450700,216.82,291.93,340.613,"","",4599549300
450600,216.89,291.91,340.61,"","",4599549400
450500,216.97,291.89,340.606,"","",4599549500
450400,217.05,291.87,340.603,"","",4599549600
450300,217.12,291.85,340.6,"","",4599549700
450200,217.2,291.83,340.596,"","",4599549800
450100,217.28,291.8,340.593,"","",4599549900
450000,217.35,291.78,340.589,"","",4599550000
449900,217.43,291.76,340.586,"","",4599550100
449800,217.49,291.74,340.585,"","",4599550200
449700,217.55,291.71,340.584,"","",4599550300
449600,217.61,291.69,340.583,"","",4599550400
449500,217.66,291.67,340.582,"","",4599550500
449400,217.72,291.64,340.581,"","",4599550600
449300,217.78,291.62,340.579,"","",4599550700
449200,217.84,291.6,340.578,"","",4599550800
449100,217.9,291.57,340.577,"","",4599550900
449000,217.96,291.55,340.576,"","",4599551000
448900,218.02,291.53,340.575,"","",4599551100
448800,218.06,291.5,340.571,"","",4599551200
448700,218.1,291.48,340.568,"","",4599551300
448600,218.15,291.45,340.564,"","",4599551400
448500,218.19,291.43,340.561,"","",4599551500
448400,218.24,291.4,340.557,"","",4599551600
448300,218.28,291.37,340.553,"","",4599551700
448200,218.33,291.35,340.55,"","",4599551800
448100,218.37,291.32,340.546,"","",4599551900
448000,218.42,291.3,340.543,"","",4599552000
447900,218.46,291.27,340.539,"","",4599552100
447800,218.46,291.25,340.537,"","",4599552200
447700,218.46,291.22,340.535,"","",4599552300
447600,218.46,291.19,340.534,"","",4599552400
447500,218.46,291.17,340.532,"","",4599552500
447400,218.46,291.14,340.53,"","",4599552600
447300,218.46,291.11,340.528,"","",4599552700
447200,218.46,291.09,340.527,"","",4599552800
447100,218.46,291.06,340.525,"","",4599552900
447000,218.46,291.03,340.523,"","",4599553000
446900,218.46,291,340.521,"","",4599553100
446800,218.43,290.98,340.52,"","",4599553200
446700,218.4,290.95,340.52,"","",4599553300
446600,218.36,290.93,340.519,"","",4599553400
446500,218.33,290.9,340.518,"","",4599553500
446400,218.3,290.88,340.517,"","",4599553600
446300,218.27,290.85,340.516,"","",4599553700
446200,218.23,290.83,340.515,"","",4599553800
446100,218.2,290.8,340.515,"","",4599553900
446000,218.17,290.78,340.514,"","",4599554000
445900,218.14,290.75,340.513,"","",4599554100
445800,218.06,290.73,340.513,"","",4599554200
445700,217.99,290.7,340.513,"","",4599554300
445600,217.92,290.67,340.514,"","",4599554400
445500,217.85,290.65,340.514,"","",4599554500
445400,217.77,290.62,340.514,"","",4599554600
445300,217.7,290.59,340.514,"","",4599554700
445200,217.63,290.57,340.514,"","",4599554800
445100,217.56,290.54,340.515,"","",4599554900
445000,217.48,290.51,340.515,"","",4599555000
444900,217.41,290.49,340.515,"","",4599555100
444800,217.31,290.46,340.512,"","",4599555200
444700,217.21,290.43,340.509,"","",4599555300
444600,217.11,290.41,340.506,"","",4599555400
444500,217.01,290.38,340.503,"","",4599555500
444400,216.92,290.35,340.5,"","",4599555600
444300,216.82,290.33,340.497,"","",4599555700
444200,216.72,290.3,340.494,"","",4599555800
444100,216.62,290.27,340.491,"","",4599555900
444000,216.52,290.25,340.488,"","",4599556000
443900,216.42,290.22,340.486,"","",4599556100
443800,216.3,290.2,340.489,"","",4599556200
443700,216.19,290.18,340.492,"","",4599556300
443600,216.07,290.16,340.495,"","",4599556400
443500,215.95,290.14,340.499,"","",4599556500
443400,215.84,290.12,340.502,"","",4599556600
443300,215.72,290.09,340.505,"","",4599556700
443200,215.6,290.07,340.508,"","",4599556800
443100,215.49,290.05,340.512,"","",4599556900
443000,215.37,290.03,340.515,"","",4599557000
442900,215.25,290.01,340.518,"","",4599557100
442800,215.12,289.99,340.513,"","",4599557200
442700,214.98,289.96,340.509,"","",4599557300
442600,214.85,289.93,340.504,"","",4599557400
442500,214.71,289.91,340.499,"","",4599557500
442400,214.58,289.88,340.494,"","",4599557600
442300,214.44,289.86,340.489,"","",4599557700
442200,214.3,289.83,340.485,"","",4599557800
442100,214.17,289.81,340.48,"","",4599557900
442000,214.03,289.78,340.475,"","",4599558000
441900,213.9,289.76,340.47,"","",4599558100
441800,213.79,289.74,340.474,"","",4599558200
441700,213.67,289.73,340.478,"","",4599558300
441600,213.56,289.71,340.482,"","",4599558400
441500,213.45,289.7,340.486,"","",4599558500
441400,213.33,289.68,340.49,"","",4599558600
441300,213.22,289.67,340.494,"","",4599558700
441200,213.11,289.66,340.498,"","",4599558800
441100,213,289.64,340.502,"","",4599558900
441000,212.88,289.63,340.506,"","",4599559000
440900,212.77,289.61,340.51,"","",4599559100
440800,212.67,289.59,340.508,"","",4599559200
440700,212.57,289.58,340.507,"","",4599559300
440600,212.47,289.56,340.505,"","",4599559400
440500,212.37,289.54,340.503,"","",4599559500
440400,212.26,289.53,340.502,"","",4599559600
440300,212.16,289.51,340.5,"","",4599559700
440200,212.06,289.49,340.498,"","",4599559800
440100,211.96,289.48,340.496,"","",4599559900
440000,211.86,289.46,340.495,"","",4599560000
439900,211.76,289.44,340.493,"","",4599560100
439800,211.68,289.43,340.491,"","",4599560200
439700,211.6,289.41,340.489,"","",4599560300
439600,211.52,289.4,340.487,"","",4599560400
439500,211.44,289.39,340.485,"","",4599560500
439400,211.36,289.37,340.483,"","",4599560600
439300,211.28,289.36,340.481,"","",4599560700
439200,211.2,289.35,340.479,"","",4599560800
439100,211.11,289.33,340.477,"","",4599560900
439000,211.03,289.32,340.476,"","",4599561000
438900,210.95,289.31,340.474,"","",4599561100
438800,210.91,289.3,340.475,"","",4599561200
438700,210.88,289.29,340.476,"","",4599561300
438600,210.84,289.28,340.478,"","",4599561400
438500,210.8,289.28,340.479,"","",4599561500
438400,210.76,289.27,340.481,"","",4599561600
438300,210.72,289.26,340.482,"","",4599561700
438200,210.68,289.26,340.484,"","",4599561800
438100,210.65,289.25,340.485,"","",4599561900
438000,210.61,289.24,340.486,"","",4599562000
437900,210.57,289.24,340.488,"","",4599562100
437800,210.57,289.23,340.486,"","",4599562200
437700,210.57,289.23,340.484,"","",4599562300
437600,210.57,289.22,340.483,"","",4599562400
437500,210.57,289.22,340.481,"","",4599562500
437400,210.57,289.22,340.479,"","",4599562600
437300,210.57,289.21,340.477,"","",4599562700
437200,210.57,289.21,340.476,"","",4599562800
437100,210.57,289.2,340.474,"","",4599562900
437000,210.57,289.2,340.472,"","",4599563000
436900,210.57,289.2,340.47,"","",4599563100
436800,210.62,289.2,340.472,"","",4599563200
436700,210.67,289.2,340.474,"","",4599563300
436600,210.71,289.2,340.476,"","",4599563400
436500,210.76,289.21,340.478,"","",4599563500
436400,210.81,289.21,340.48,"","",4599563600
436300,210.86,289.21,340.482,"","",4599563700
436200,210.91,289.21,340.484,"","",4599563800
436100,210.96,289.22,340.486,"","",4599563900
436000,211.01,289.22,340.488,"","",4599564000
435900,211.05,289.22,340.49,"","",4599564100
435800,211.13,289.23,340.492,"","",4599564200
435700,211.2,289.23,340.494,"","",4599564300
435600,211.27,289.24,340.496,"","",4599564400
435500,211.34,289.25,340.498,"","",4599564500
435400,211.42,289.25,340.5,"","",4599564600
435300,211.49,289.26,340.501,"","",4599564700
435200,211.56,289.27,340.503,"","",4599564800
435100,211.64,289.27,340.505,"","",4599564900
435000,211.71,289.28,340.507,"","",4599565000
434900,211.78,289.29,340.509,"","",4599565100
434800,211.89,289.3,340.509,"","",4599565200
434700,211.99,289.31,340.51,"","",4599565300
434600,212.1,289.32,340.511,"","",4599565400
434500,212.2,289.33,340.511,"","",4599565500
434400,212.31,289.34,340.512,"","",4599565600
434300,212.41,289.35,340.513,"","",4599565700
434200,212.51,289.36,340.513,"","",4599565800
434100,212.62,289.38,340.514,"","",4599565900
434000,212.72,289.39,340.515,"","",4599566000
433900,212.83,289.4,340.515,"","",4599566100
433800,212.95,289.41,340.515,"","",4599566200
433700,213.08,289.43,340.515,"","",4599566300
433600,213.2,289.44,340.515,"","",4599566400
433500,213.32,289.45,340.515,"","",4599566500
433400,213.45,289.47,340.515,"","",4599566600
433300,213.57,289.48,340.515,"","",4599566700
433200,213.69,289.5,340.515,"","",4599566800
433100,213.81,289.51,340.515,"","",4599566900
433000,213.94,289.53,340.515,"","",4599567000
432900,214.06,289.54,340.515,"","",4599567100
432800,214.17,289.56,340.514,"","",4599567200
432700,214.28,289.58,340.514,"","",4599567300
432600,214.39,289.59,340.514,"","",4599567400
432500,214.5,289.61,340.513,"","",4599567500
432400,214.62,289.63,340.513,"","",4599567600
432300,214.73,289.64,340.513,"","",4599567700
432200,214.84,289.66,340.512,"","",4599567800
432100,214.95,289.68,340.512,"","",4599567900
432000,215.06,289.7,340.512,"","",4599568000
431900,215.17,289.71,340.511,"","",4599568100
431800,215.29,289.74,340.514,"","",4599568200
431700,215.4,289.76,340.516,"","",4599568300
431600,215.52,289.78,340.518,"","",4599568400
431500,215.63,289.81,340.521,"","",4599568500
431400,215.75,289.83,340.523,"","",4599568600
431300,215.86,289.85,340.526,"","",4599568700
431200,215.98,289.87,340.528,"","",4599568800
431100,216.09,289.9,340.53,"","",4599568900
431000,216.21,289.92,340.533,"","",4599569000
430900,216.32,289.94,340.535,"","",4599569100
430800,216.41,289.97,340.536,"","",4599569200
430700,216.5,289.99,340.536,"","",4599569300
430600,216.59,290.02,340.537,"","",4599569400
430500,216.68,290.04,340.538,"","",4599569500
430400,216.77,290.07,340.539,"","",4599569600
430300,216.87,290.09,340.539,"","",4599569700
430200,216.96,290.12,340.54,"","",4599569800
430100,217.05,290.14,340.541,"","",4599569900
430000,217.14,290.17,340.542,"","",4599570000
429900,217.23,290.19,340.542,"","",4599570100
429800,217.29,290.22,340.54,"","",4599570200
429700,217.34,290.24,340.538,"","",4599570300
429600,217.4,290.26,340.536,"","",4599570400
429500,217.45,290.29,340.534,"","",4599570500
429400,217.51,290.31,340.532,"","",4599570600
429300,217.57,290.33,340.529,"","",4599570700
429200,217.62,290.36,340.527,"","",4599570800
429100,217.68,290.38,340.525,"","",4599570900
429000,217.74,290.41,340.523,"","",4599571000
428900,217.79,290.43,340.521,"","",4599571100
428800,217.83,290.46,340.523,"","",4599571200
428700,217.87,290.49,340.526,"","",4599571300
428600,217.91,290.51,340.528,"","",4599571400
428500,217.95,290.54,340.53,"","",4599571500
428400,217.99,290.57,340.533,"","",4599571600
428300,218.02,290.6,340.535,"","",4599571700
428200,218.06,290.63,340.538,"","",4599571800
428100,218.1,290.66,340.54,"","",4599571900
428000,218.14,290.69,340.543,"","",4599572000
427900,218.18,290.71,340.545,"","",4599572100
427800,218.18,290.74,340.548,"","",4599572200
427700,218.18,290.78,340.552,"","",4599572300
427600,218.18,290.81,340.555,"","",4599572400
427500,218.19,290.84,340.558,"","",4599572500
427400,218.19,290.87,340.561,"","",4599572600
427300,218.19,290.9,340.565,"","",4599572700
427200,218.19,290.93,340.568,"","",4599572800
427100,218.19,290.96,340.571,"","",4599572900
427000,218.2,290.99,340.575,"","",4599573000
426900,218.2,291.02,340.578,"","",4599573100
426800,218.16,291.05,340.58,"","",4599573200
426700,218.13,291.08,340.583,"","",4599573300
426600,218.09,291.11,340.585,"","",4599573400
426500,218.06,291.14,340.587,"","",4599573500
426400,218.03,291.17,340.59,"","",4599573600
426300,217.99,291.19,340.592,"","",4599573700
426200,217.96,291.22,340.595,"","",4599573800
426100,217.92,291.25,340.597,"","",4599573900
426000,217.89,291.28,340.6,"","",4599574000
425900,217.85,291.31,340.602,"","",4599574100
425800,217.8,291.34,340.601,"","",4599574200
425700,217.75,291.36,340.599,"","",4599574300
425600,217.69,291.39,340.598,"","",4599574400
425500,217.64,291.42,340.597,"","",4599574500
425400,217.58,291.44,340.596,"","",4599574600
425300,217.53,291.47,340.595,"","",4599574700
425200,217.47,291.5,340.593,"","",4599574800
425100,217.42,291.52,340.592,"","",4599574900
425000,217.36,291.55,340.591,"","",4599575000
424900,217.31,291.58,340.59,"","",4599575100
424800,217.25,291.6,340.591,"","",4599575200
424700,217.19,291.63,340.591,"","",4599575300
424600,217.13,291.66,340.592,"","",4599575400
424500,217.07,291.68,340.593,"","",4599575500
424400,217.01,291.71,340.594,"","",4599575600
424300,216.95,291.74,340.595,"","",4599575700
424200,216.89,291.76,340.596,"","",4599575800
424100,216.83,291.79,340.597,"","",4599575900
424000,216.76,291.81,340.598,"","",4599576000
423900,216.7,291.84,340.599,"","",4599576100
423800,216.64,291.87,340.603,"","",4599576200
423700,216.58,291.89,340.607,"","",4599576300
423600,216.52,291.92,340.611,"","",4599576400
423500,216.46,291.95,340.615,"","",4599576500
423400,216.4,291.97,340.619,"","",4599576600
423300,216.34,292,340.624,"","",4599576700
423200,216.28,292.03,340.628,"","",4599576800
423100,216.22,292.05,340.632,"","",4599576900
423000,216.16,292.08,340.636,"","",4599577000
422900,216.1,292.11,340.64,"","",4599577100
422800,216.04,292.13,340.641,"","",4599577200
422700,215.98,292.15,340.641,"","",4599577300
422600,215.92,292.17,340.642,"","",4599577400
422500,215.86,292.19,340.643,"","",4599577500
422400,215.81,292.21,340.643,"","",4599577600
422300,215.75,292.24,340.644,"","",4599577700
422200,215.69,292.26,340.645,"","",4599577800
422100,215.63,292.28,340.645,"","",4599577900
422000,215.57,292.3,340.646,"","",4599578000
421900,215.51,292.32,340.647,"","",4599578100
421800,215.48,292.34,340.646,"","",4599578200
421700,215.44,292.36,340.646,"","",4599578300
421600,215.4,292.37,340.646,"","",4599578400
421500,215.36,292.39,340.645,"","",4599578500
421400,215.32,292.41,340.645,"","",4599578600
421300,215.28,292.43,340.645,"","",4599578700
421200,215.25,292.44,340.644,"","",4599578800
421100,215.21,292.46,340.644,"","",4599578900
421000,215.17,292.48,340.644,"","",4599579000
420900,215.13,292.49,340.643,"","",4599579100
420800,215.12,292.51,340.644,"","",4599579200
420700,215.11,292.52,340.645,"","",4599579300
420600,215.11,292.54,340.645,"","",4599579400
420500,215.1,292.56,340.646,"","",4599579500
420400,215.09,292.57,340.647,"","",4599579600
420300,215.08,292.59,340.648,"","",4599579700
420200,215.07,292.6,340.648,"","",4599579800
420100,215.07,292.62,340.649,"","",4599579900
420000,215.06,292.63,340.65,"","",4599580000
419900,215.05,292.65,340.651,"","",4599580100
419800,215.08,292.66,340.653,"","",4599580200
419700,215.11,292.67,340.655,"","",4599580300
419600,215.14,292.69,340.658,"","",4599580400
419500,215.17,292.7,340.66,"","",4599580500
419400,215.2,292.72,340.663,"","",4599580600
419300,215.23,292.73,340.665,"","",4599580700
419200,215.26,292.74,340.668,"","",4599580800
419100,215.29,292.76,340.67,"","",4599580900
419000,215.32,292.77,340.672,"","",4599581000
418900,215.35,292.78,340.675,"","",4599581100
418800,215.41,292.79,340.678,"","",4599581200
418700,215.46,292.8,340.682,"","",4599581300
418600,215.52,292.81,340.685,"","",4599581400
418500,215.57,292.82,340.688,"","",4599581500
418400,215.62,292.83,340.692,"","",4599581600
418300,215.68,292.84,340.695,"","",4599581700
418200,215.73,292.85,340.699,"","",4599581800
418100,215.79,292.86,340.702,"","",4599581900
418000,215.84,292.87,340.705,"","",4599582000
417900,215.9,292.88,340.709,"","",4599582100
417800,215.98,292.88,340.706,"","",4599582200
417700,216.07,292.88,340.704,"","",4599582300
417600,216.16,292.88,340.701,"","",4599582400
417500,216.24,292.88,340.699,"","",4599582500
417400,216.33,292.88,340.697,"","",4599582600
417300,216.42,292.89,340.694,"","",4599582700
417200,216.5,292.89,340.692,"","",4599582800
417100,216.59,292.89,340.689,"","",4599582900
417000,216.68,292.89,340.687,"","",4599583000
416900,216.76,292.89,340.684,"","",4599583100
416800,216.87,292.89,340.685,"","",4599583200
416700,216.98,292.89,340.686,"","",4599583300
416600,217.09,292.89,340.687,"","",4599583400
416500,217.2,292.89,340.688,"","",4599583500
416400,217.31,292.89,340.689,"","",4599583600
416300,217.42,292.89,340.69,"","",4599583700
416200,217.53,292.89,340.69,"","",4599583800
416100,217.64,292.89,340.691,"","",4599583900
416000,217.75,292.89,340.692,"","",4599584000
415900,217.85,292.89,340.693,"","",4599584100
415800,217.98,292.89,340.695,"","",4599584200
415700,218.11,292.89,340.696,"","",4599584300
415600,218.24,292.88,340.698,"","",4599584400
415500,218.37,292.88,340.699,"","",4599584500
415400,218.5,292.88,340.701,"","",4599584600
415300,218.63,292.88,340.703,"","",4599584700
415200,218.76,292.87,340.704,"","",4599584800
415100,218.89,292.87,340.706,"","",4599584900
415000,219.02,292.87,340.707,"","",4599585000
414900,219.15,292.87,340.709,"","",4599585100
414800,219.27,292.86,340.709,"","",4599585200
414700,219.39,292.85,340.71,"","",4599585300
414600,219.51,292.84,340.71,"","",4599585400
414500,219.63,292.84,340.71,"","",4599585500
414400,219.75,292.83,340.71,"","",4599585600
414300,219.87,292.82,340.711,"","",4599585700
414200,219.99,292.81,340.711,"","",4599585800
414100,220.11,292.81,340.711,"","",4599585900
414000,220.24,292.8,340.711,"","",4599586000
413900,220.36,292.79,340.712,"","",4599586100
413800,220.47,292.78,340.712,"","",4599586200
413700,220.57,292.77,340.713,"","",4599586300
413600,220.68,292.76,340.714,"","",4599586400
413500,220.79,292.75,340.715,"","",4599586500
413400,220.9,292.73,340.716,"","",4599586600
413300,221.01,292.72,340.716,"","",4599586700
413200,221.12,292.71,340.717,"","",4599586800
413100,221.23,292.7,340.718,"","",4599586900
413000,221.34,292.69,340.719,"","",4599587000
412900,221.45,292.68,340.72,"","",4599587100
412800,221.53,292.66,340.721,"","",4599587200
412700,221.61,292.65,340.722,"","",4599587300
412600,221.69,292.64,340.724,"","",4599587400
412500,221.77,292.62,340.725,"","",4599587500
412400,221.85,292.61,340.727,"","",4599587600
412300,221.93,292.59,340.728,"","",4599587700
412200,222.01,292.58,340.73,"","",4599587800
412100,222.09,292.56,340.731,"","",4599587900
412000,222.17,292.55,340.733,"","",4599588000
411900,222.25,292.54,340.734,"","",4599588100
411800,222.31,292.52,340.734,"","",4599588200
411700,222.37,292.5,340.734,"","",4599588300
411600,222.42,292.49,340.734,"","",4599588400
411500,222.48,292.47,340.734,"","",4599588500
411400,222.54,292.45,340.734,"","",4599588600
411300,222.59,292.44,340.733,"","",4599588700
411200,222.65,292.42,340.733,"","",4599588800
411100,222.71,292.41,340.733,"","",4599588900
411000,222.76,292.39,340.733,"","",4599589000
410900,222.82,292.37,340.733,"","",4599589100
410800,222.82,292.35,340.734,"","",4599589200
410700,222.83,292.33,340.734,"","",4599589300
410600,222.83,292.31,340.735,"","",4599589400
410500,222.83,292.29,340.736,"","",4599589500
410400,222.84,292.27,340.737,"","",4599589600
410300,222.84,292.25,340.737,"","",4599589700
410200,222.85,292.23,340.738,"","",4599589800
410100,222.85,292.21,340.739,"","",4599589900
410000,222.85,292.19,340.74,"","",4599590000
409900,222.86,292.17,340.741,"","",4599590100
409800,222.82,292.15,340.742,"","",4599590200
409700,222.78,292.13,340.743,"","",4599590300
409600,222.74,292.11,340.745,"","",4599590400
409500,222.7,292.09,340.746,"","",4599590500
409400,222.66,292.07,340.747,"","",4599590600
409300,222.62,292.04,340.749,"","",4599590700
409200,222.58,292.02,340.75,"","",4599590800
409100,222.54,292,340.751,"","",4599590900
409000,222.5,291.98,340.753,"","",4599591000
408900,222.46,291.96,340.754,"","",4599591100
408800,222.37,291.93,340.752,"","",4599591200
408700,222.28,291.91,340.749,"","",4599591300
408600,222.19,291.88,340.747,"","",4599591400
408500,222.11,291.86,340.744,"","",4599591500
408400,222.02,291.83,340.742,"","",4599591600
408300,221.93,291.81,340.739,"","",4599591700
408200,221.85,291.78,340.737,"","",4599591800
408100,221.76,291.75,340.735,"","",4599591900
408000,221.67,291.73,340.732,"","",4599592000
407900,221.59,291.7,340.73,"","",4599592100
407800,221.46,291.68,340.732,"","",4599592200
407700,221.34,291.65,340.734,"","",4599592300
407600,221.21,291.63,340.736,"","",4599592400
407500,221.09,291.61,340.738,"","",4599592500
407400,220.96,291.58,340.74,"","",4599592600
407300,220.84,291.56,340.742,"","",4599592700
407200,220.71,291.54,340.743,"","",4599592800
407100,220.59,291.51,340.745,"","",4599592900
407000,220.46,291.49,340.747,"","",4599593000
406900,220.34,291.47,340.749,"","",4599593100
406800,220.17,291.44,340.749,"","",4599593200
406700,220.01,291.42,340.749,"","",4599593300
406600,219.84,291.39,340.749,"","",4599593400
406500,219.67,291.37,340.749,"","",4599593500
406400,219.51,291.34,340.749,"","",4599593600
406300,219.34,291.31,340.749,"","",4599593700
406200,219.18,291.29,340.749,"","",4599593800
406100,219.01,291.26,340.749,"","",4599593900
406000,218.85,291.24,340.749,"","",4599594000
405900,218.68,291.21,340.749,"","",4599594100
405800,218.5,291.18,340.748,"","",4599594200
405700,218.31,291.16,340.747,"","",4599594300
405600,218.12,291.13,340.745,"","",4599594400
405500,217.94,291.1,340.744,"","",4599594500
405400,217.75,291.08,340.743,"","",4599594600
405300,217.57,291.05,340.741,"","",4599594700
405200,217.38,291.02,340.74,"","",4599594800
405100,217.2,290.99,340.739,"","",4599594900
405000,217.01,290.97,340.737,"","",4599595000
404900,216.83,290.94,340.736,"","",4599595100
404800,216.63,290.92,340.737,"","",4599595200
404700,216.44,290.89,340.739,"","",4599595300
404600,216.25,290.87,340.74,"","",4599595400
404500,216.06,290.84,340.742,"","",4599595500
404400,215.87,290.82,340.744,"","",4599595600
404300,215.67,290.8,340.745,"","",4599595700
404200,215.48,290.77,340.747,"","",4599595800
404100,215.29,290.75,340.748,"","",4599595900
404000,215.1,290.73,340.75,"","",4599596000
403900,214.91,290.7,340.751,"","",4599596100
403800,214.73,290.68,340.749,"","",4599596200
403700,214.54,290.66,340.747,"","",4599596300
403600,214.36,290.63,340.745,"","",4599596400
403500,214.18,290.61,340.743,"","",4599596500
403400,214,290.58,340.74,"","",4599596600
403300,213.82,290.56,340.738,"","",4599596700
403200,213.64,290.54,340.736,"","",4599596800
403100,213.46,290.51,340.734,"","",4599596900
403000,213.27,290.49,340.732,"","",4599597000
402900,213.09,290.46,340.729,"","",4599597100
402800,212.93,290.44,340.729,"","",4599597200
402700,212.77,290.42,340.729,"","",4599597300
402600,212.61,290.4,340.729,"","",4599597400
402500,212.45,290.37,340.728,"","",4599597500
402400,212.28,290.35,340.728,"","",4599597600
402300,212.12,290.33,340.728,"","",4599597700
402200,211.96,290.31,340.727,"","",4599597800
402100,211.8,290.28,340.727,"","",4599597900
402000,211.64,290.26,340.727,"","",4599598000
401900,211.48,290.24,340.726,"","",4599598100
