Title: Sunspot, latitude and percentage area
Source:  http://solarscience.msfc.nasa.gov/greenwch/bflydata.txt
Year,Latitude, Percentage of area
1967.964,49.03,0.0000
1967.964,52.74,0.0000
1967.964,56.80,0.0000
1967.964,61.35,0.0000
1967.964,66.69,0.0000
1967.964,73.57,0.0000
1967.964,87.44,0.0000
1968.038,-87.44,0.0000
1968.038,-73.57,0.0000
1968.038,-66.69,0.0000
1968.038,-61.35,0.0000
1968.038,-56.80,0.0000
1968.038,-52.74,0.0000
1968.038,-49.03,0.0000
1968.038,-45.58,0.0000
1968.038,-42.34,0.0000
1968.038,-39.25,0.0000
1968.038,-36.29,0.0004
1968.038,-33.44,0.0000
1968.038,-30.68,0.0034
1968.038,-27.99,0.0220
1968.038,-25.38,0.0207
1968.038,-22.81,0.0455
1968.038,-20.30,0.0122
1968.038,-17.83,0.0037
1968.038,-15.39,0.0400
1968.038,-12.97,0.0121
1968.038,-10.58,0.0014
1968.038,-8.21,0.0000
1968.038,-5.86,0.0000
1968.038,-3.51,0.0001
1968.038,-1.17,0.0001
1968.038,1.17,0.0000
1968.038,3.51,0.0000
1968.038,5.86,0.0000
1968.038,8.21,0.0012
1968.038,10.58,0.0097
1968.038,12.97,0.0295
1968.038,15.39,0.0020
1968.038,17.83,0.0363
1968.038,20.30,0.0356
1968.038,22.81,0.0129
1968.038,25.38,0.0037
1968.038,27.99,0.0000
1968.038,30.68,0.0000
1968.038,33.44,0.0000
1968.038,36.29,0.0000
1968.038,39.25,0.0000
1968.038,42.34,0.0000
1968.038,45.58,0.0000
1968.038,49.03,0.0000
1968.038,52.74,0.0000
1968.038,56.80,0.0000
1968.038,61.35,0.0000
1968.038,66.69,0.0000
1968.038,73.57,0.0000
1968.038,87.44,0.0000
1968.115,-87.44,0.0000
1968.115,-73.57,0.0000
1968.115,-66.69,0.0000
1968.115,-61.35,0.0000
1968.115,-56.80,0.0000
1968.115,-52.74,0.0000
1968.115,-49.03,0.0000
1968.115,-45.58,0.0000
1968.115,-42.34,0.0000
1968.115,-39.25,0.0000
1968.115,-36.29,0.0001
1968.115,-33.44,0.0001
1968.115,-30.68,0.0002
1968.115,-27.99,0.0002
1968.115,-25.38,0.0029
1968.115,-22.81,0.0005
1968.115,-20.30,0.0040
1968.115,-17.83,0.0014
1968.115,-15.39,0.0162
1968.115,-12.97,0.0049
1968.115,-10.58,0.0059
1968.115,-8.21,0.0000
1968.115,-5.86,0.0001
1968.115,-3.51,0.0000
1968.115,-1.17,0.0001
1968.115,1.17,0.0000
1968.115,3.51,0.0007
1968.115,5.86,0.0022
1968.115,8.21,0.0031
1968.115,10.58,0.0236
1968.115,12.97,0.1259
1968.115,15.39,0.0059
1968.115,17.83,0.0038
1968.115,20.30,0.0201
1968.115,22.81,0.0032
1968.115,25.38,0.0007
1968.115,27.99,0.0008
1968.115,30.68,0.0001
1968.115,33.44,0.0002
1968.115,36.29,0.0001
1968.115,39.25,0.0000
1968.115,42.34,0.0000
1968.115,45.58,0.0000
1968.115,49.03,0.0000
1968.115,52.74,0.0000
1968.115,56.80,0.0000
1968.115,61.35,0.0000
1968.115,66.69,0.0000
1968.115,73.57,0.0000
1968.115,87.44,0.0000
1968.189,-87.44,0.0000
1968.189,-73.57,0.0000
1968.189,-66.69,0.0000
1968.189,-61.35,0.0000
1968.189,-56.80,0.0000
1968.189,-52.74,0.0000
1968.189,-49.03,0.0000
1968.189,-45.58,0.0000
1968.189,-42.34,0.0000
1968.189,-39.25,0.0000
1968.189,-36.29,0.0000
1968.189,-33.44,0.0001
1968.189,-30.68,0.0017
1968.189,-27.99,0.0192
1968.189,-25.38,0.0041
1968.189,-22.81,0.0009
1968.189,-20.30,0.0002
1968.189,-17.83,0.0015
1968.189,-15.39,0.0017
1968.189,-12.97,0.0002
1968.189,-10.58,0.0001
1968.189,-8.21,0.0010
1968.189,-5.86,0.0000
1968.189,-3.51,0.0000
1968.189,-1.17,0.0000
1968.189,1.17,0.0000
1968.189,3.51,0.0007
1968.189,5.86,0.0001
1968.189,8.21,0.0006
1968.189,10.58,0.0285
1968.189,12.97,0.0278
1968.189,15.39,0.0010
1968.189,17.83,0.0004
1968.189,20.30,0.0177
1968.189,22.81,0.0007
1968.189,25.38,0.0006
1968.189,27.99,0.0017
1968.189,30.68,0.0000
1968.189,33.44,0.0000
1968.189,36.29,0.0000
1968.189,39.25,0.0000
1968.189,42.34,0.0000
1968.189,45.58,0.0000
1968.189,49.03,0.0000
1968.189,52.74,0.0000
1968.189,56.80,0.0000
1968.189,61.35,0.0000
1968.189,66.69,0.0000
1968.189,73.57,0.0000
1968.189,87.44,0.0000
1968.263,-87.44,0.0000
1968.263,-73.57,0.0000
1968.263,-66.69,0.0000
1968.263,-61.35,0.0000
1968.263,-56.80,0.0000
1968.263,-52.74,0.0000
1968.263,-49.03,0.0000
1968.263,-45.58,0.0000
1968.263,-42.34,0.0000
1968.263,-39.25,0.0000
1968.263,-36.29,0.0000
1968.263,-33.44,0.0001
1968.263,-30.68,0.0001
1968.263,-27.99,0.0051
1968.263,-25.38,0.0082
1968.263,-22.81,0.0119
1968.263,-20.30,0.0025
1968.263,-17.83,0.0023
1968.263,-15.39,0.0021
1968.263,-12.97,0.0118
1968.263,-10.58,0.0000
1968.263,-8.21,0.0002
1968.263,-5.86,0.0000
1968.263,-3.51,0.0000
1968.263,-1.17,0.0000
1968.263,1.17,0.0000
1968.263,3.51,0.0000
1968.263,5.86,0.0000
1968.263,8.21,0.0001
1968.263,10.58,0.0108
1968.263,12.97,0.0067
1968.263,15.39,0.0154
1968.263,17.83,0.0015
1968.263,20.30,0.0141
1968.263,22.81,0.0003
1968.263,25.38,0.0000
1968.263,27.99,0.0000
1968.263,30.68,0.0212
1968.263,33.44,0.0045
1968.263,36.29,0.0000
1968.263,39.25,0.0000
1968.263,42.34,0.0000
1968.263,45.58,0.0000
1968.263,49.03,0.0000
1968.263,52.74,0.0000
1968.263,56.80,0.0000
1968.263,61.35,0.0000
1968.263,66.69,0.0000
1968.263,73.57,0.0000
1968.263,87.44,0.0000
1968.339,-87.44,0.0000
1968.339,-73.57,0.0000
1968.339,-66.69,0.0000
1968.339,-61.35,0.0000
1968.339,-56.80,0.0000
1968.339,-52.74,0.0000
1968.339,-49.03,0.0000
1968.339,-45.58,0.0000
1968.339,-42.34,0.0000
1968.339,-39.25,0.0001
1968.339,-36.29,0.0001
1968.339,-33.44,0.0000
1968.339,-30.68,0.0001
1968.339,-27.99,0.0000
1968.339,-25.38,0.0063
1968.339,-22.81,0.0025
1968.339,-20.30,0.0023
1968.339,-17.83,0.0010
1968.339,-15.39,0.0051
1968.339,-12.97,0.0028
1968.339,-10.58,0.0002
1968.339,-8.21,0.0000
1968.339,-5.86,0.0001
1968.339,-3.51,0.0000
1968.339,-1.17,0.0001
1968.339,1.17,0.0000
1968.339,3.51,0.0000
1968.339,5.86,0.0001
1968.339,8.21,0.0046
1968.339,10.58,0.0017
1968.339,12.97,0.0001
1968.339,15.39,0.0060
1968.339,17.83,0.0026
1968.339,20.30,0.0152
1968.339,22.81,0.0224
1968.339,25.38,0.0237
1968.339,27.99,0.0000
1968.339,30.68,0.0044
1968.339,33.44,0.0070
1968.339,36.29,0.0000
1968.339,39.25,0.0000
1968.339,42.34,0.0000
1968.339,45.58,0.0000
1968.339,49.03,0.0000
1968.339,52.74,0.0000
1968.339,56.80,0.0000
1968.339,61.35,0.0000
1968.339,66.69,0.0000
1968.339,73.57,0.0000
1968.339,87.44,0.0000
1968.413,-87.44,0.0000
1968.413,-73.57,0.0000
1968.413,-66.69,0.0000
1968.413,-61.35,0.0000
1968.413,-56.80,0.0000
1968.413,-52.74,0.0000
1968.413,-49.03,0.0000
1968.413,-45.58,0.0000
1968.413,-42.34,0.0000
1968.413,-39.25,0.0000
1968.413,-36.29,0.0060
1968.413,-33.44,0.0023
1968.413,-30.68,0.0344
1968.413,-27.99,0.0013
1968.413,-25.38,0.0001
1968.413,-22.81,0.0001
1968.413,-20.30,0.0027
1968.413,-17.83,0.0001
1968.413,-15.39,0.0320
1968.413,-12.97,0.0052
1968.413,-10.58,0.0002
1968.413,-8.21,0.0008
1968.413,-5.86,0.0000
1968.413,-3.51,0.0000
1968.413,-1.17,0.0000
1968.413,1.17,0.0000
1968.413,3.51,0.0000
1968.413,5.86,0.0000
1968.413,8.21,0.0010
1968.413,10.58,0.0059
1968.413,12.97,0.0056
1968.413,15.39,0.0186
1968.413,17.83,0.0127
1968.413,20.30,0.0255
1968.413,22.81,0.0173
1968.413,25.38,0.0168
1968.413,27.99,0.0001
1968.413,30.68,0.0002
1968.413,33.44,0.0001
1968.413,36.29,0.0000
1968.413,39.25,0.0000
1968.413,42.34,0.0001
1968.413,45.58,0.0000
1968.413,49.03,0.0000
1968.413,52.74,0.0000
1968.413,56.80,0.0000
1968.413,61.35,0.0000
1968.413,66.69,0.0000
1968.413,73.57,0.0000
1968.413,87.44,0.0000
1968.487,-87.44,0.0000
1968.487,-73.57,0.0000
1968.487,-66.69,0.0000
1968.487,-61.35,0.0000
1968.487,-56.80,0.0000
1968.487,-52.74,0.0000
1968.487,-49.03,0.0000
1968.487,-45.58,0.0000
1968.487,-42.34,0.0000
1968.487,-39.25,0.0000
1968.487,-36.29,0.0116
1968.487,-33.44,0.0030
1968.487,-30.68,0.0045
1968.487,-27.99,0.0018
1968.487,-25.38,0.0000
1968.487,-22.81,0.0001
1968.487,-20.30,0.0017
1968.487,-17.83,0.0001
1968.487,-15.39,0.0379
1968.487,-12.97,0.0130
1968.487,-10.58,0.0036
1968.487,-8.21,0.0000
1968.487,-5.86,0.0001
1968.487,-3.51,0.0000
1968.487,-1.17,0.0000
1968.487,1.17,0.0000
1968.487,3.51,0.0001
1968.487,5.86,0.0001
1968.487,8.21,0.0051
1968.487,10.58,0.0145
1968.487,12.97,0.0493
1968.487,15.39,0.0184
1968.487,17.83,0.0109
1968.487,20.30,0.0025
1968.487,22.81,0.0080
1968.487,25.38,0.0059
1968.487,27.99,0.0001
1968.487,30.68,0.0001
1968.487,33.44,0.0000
1968.487,36.29,0.0000
1968.487,39.25,0.0000
1968.487,42.34,0.0000
1968.487,45.58,0.0000
1968.487,49.03,0.0000
1968.487,52.74,0.0000
1968.487,56.80,0.0000
1968.487,61.35,0.0000
1968.487,66.69,0.0000
1968.487,73.57,0.0000
1968.487,87.44,0.0000
1968.561,-87.44,0.0000
1968.561,-73.57,0.0000
1968.561,-66.69,0.0000
1968.561,-61.35,0.0000
1968.561,-56.80,0.0000
1968.561,-52.74,0.0000
1968.561,-49.03,0.0000
1968.561,-45.58,0.0001
1968.561,-42.34,0.0001
1968.561,-39.25,0.0000
1968.561,-36.29,0.0000
1968.561,-33.44,0.0001
1968.561,-30.68,0.0003
1968.561,-27.99,0.0001
1968.561,-25.38,0.0000
1968.561,-22.81,0.0000
1968.561,-20.30,0.0001
1968.561,-17.83,0.0107
1968.561,-15.39,0.0163
1968.561,-12.97,0.0017
1968.561,-10.58,0.0001
1968.561,-8.21,0.0001
1968.561,-5.86,0.0001
1968.561,-3.51,0.0000
1968.561,-1.17,0.0000
1968.561,1.17,0.0000
1968.561,3.51,0.0000
1968.561,5.86,0.0001
1968.561,8.21,0.0046
1968.561,10.58,0.0575
1968.561,12.97,0.0313
1968.561,15.39,0.0003
1968.561,17.83,0.0015
1968.561,20.30,0.0001
1968.561,22.81,0.0001
1968.561,25.38,0.0003
1968.561,27.99,0.0006
1968.561,30.68,0.0079
1968.561,33.44,0.0006
1968.561,36.29,0.0001
1968.561,39.25,0.0000
1968.561,42.34,0.0000
1968.561,45.58,0.0000
1968.561,49.03,0.0000
1968.561,52.74,0.0000
1968.561,56.80,0.0000
1968.561,61.35,0.0000
1968.561,66.69,0.0000
1968.561,73.57,0.0000
1968.561,87.44,0.0000
1968.638,-87.44,0.0000
1968.638,-73.57,0.0000
1968.638,-66.69,0.0000
1968.638,-61.35,0.0000
1968.638,-56.80,0.0000
1968.638,-52.74,0.0000
1968.638,-49.03,0.0000
1968.638,-45.58,0.0000
1968.638,-42.34,0.0000
1968.638,-39.25,0.0000
1968.638,-36.29,0.0000
1968.638,-33.44,0.0000
1968.638,-30.68,0.0000
1968.638,-27.99,0.0003
1968.638,-25.38,0.0021
1968.638,-22.81,0.0013
1968.638,-20.30,0.0011
1968.638,-17.83,0.0268
1968.638,-15.39,0.0375
1968.638,-12.97,0.0090
1968.638,-10.58,0.0090
1968.638,-8.21,0.0006
1968.638,-5.86,0.0002
1968.638,-3.51,0.0013
1968.638,-1.17,0.0060
1968.638,1.17,0.0006
1968.638,3.51,0.0017
1968.638,5.86,0.0061
1968.638,8.21,0.0220
1968.638,10.58,0.0095
1968.638,12.97,0.0345
1968.638,15.39,0.0184
1968.638,17.83,0.0008
1968.638,20.30,0.0002
1968.638,22.81,0.0003
1968.638,25.38,0.0002
1968.638,27.99,0.0006
1968.638,30.68,0.0013
1968.638,33.44,0.0001
1968.638,36.29,0.0000
1968.638,39.25,0.0000
1968.638,42.34,0.0000
1968.638,45.58,0.0000
1968.638,49.03,0.0000
1968.638,52.74,0.0000
1968.638,56.80,0.0000
1968.638,61.35,0.0000
1968.638,66.69,0.0000
1968.638,73.57,0.0000
1968.638,87.44,0.0000
1968.712,-87.44,0.0000
1968.712,-73.57,0.0000
1968.712,-66.69,0.0000
1968.712,-61.35,0.0000
1968.712,-56.80,0.0000
1968.712,-52.74,0.0000
1968.712,-49.03,0.0001
1968.712,-45.58,0.0000
1968.712,-42.34,0.0000
1968.712,-39.25,0.0000
1968.712,-36.29,0.0000
1968.712,-33.44,0.0003
1968.712,-30.68,0.0001
1968.712,-27.99,0.0013
1968.712,-25.38,0.0012
1968.712,-22.81,0.0006
1968.712,-20.30,0.0076
1968.712,-17.83,0.0105
1968.712,-15.39,0.0272
1968.712,-12.97,0.0139
1968.712,-10.58,0.0143
1968.712,-8.21,0.0001
1968.712,-5.86,0.0001
1968.712,-3.51,0.0025
1968.712,-1.17,0.0032
1968.712,1.17,0.0000
1968.712,3.51,0.0000
1968.712,5.86,0.0039
1968.712,8.21,0.0062
1968.712,10.58,0.0007
1968.712,12.97,0.0135
1968.712,15.39,0.0007
1968.712,17.83,0.0003
1968.712,20.30,0.0005
1968.712,22.81,0.0007
1968.712,25.38,0.0000
1968.712,27.99,0.0037
1968.712,30.68,0.0000
1968.712,33.44,0.0000
1968.712,36.29,0.0000
1968.712,39.25,0.0000
1968.712,42.34,0.0000
1968.712,45.58,0.0000
1968.712,49.03,0.0000
1968.712,52.74,0.0000
1968.712,56.80,0.0000
1968.712,61.35,0.0000
1968.712,66.69,0.0000
1968.712,73.57,0.0000
1968.712,87.44,0.0000
1968.786,-87.44,0.0000
1968.786,-73.57,0.0000
1968.786,-66.69,0.0000
1968.786,-61.35,0.0000
1968.786,-56.80,0.0000
1968.786,-52.74,0.0000
1968.786,-49.03,0.0000
1968.786,-45.58,0.0000
1968.786,-42.34,0.0000
1968.786,-39.25,0.0000
1968.786,-36.29,0.0000
1968.786,-33.44,0.0000
1968.786,-30.68,0.0000
1968.786,-27.99,0.0000
1968.786,-25.38,0.0000
1968.786,-22.81,0.0002
1968.786,-20.30,0.0005
1968.786,-17.83,0.0009
1968.786,-15.39,0.0148
1968.786,-12.97,0.0087
1968.786,-10.58,0.0005
1968.786,-8.21,0.0003
1968.786,-5.86,0.0001
1968.786,-3.51,0.0000
1968.786,-1.17,0.0000
1968.786,1.17,0.0001
1968.786,3.51,0.0052
1968.786,5.86,0.0119
1968.786,8.21,0.0002
1968.786,10.58,0.0049
1968.786,12.97,0.0124
1968.786,15.39,0.0096
1968.786,17.83,0.0370
1968.786,20.30,0.0067
1968.786,22.81,0.0018
1968.786,25.38,0.0020
1968.786,27.99,0.0000
1968.786,30.68,0.0001
1968.786,33.44,0.0000
1968.786,36.29,0.0000
1968.786,39.25,0.0000
1968.786,42.34,0.0000
1968.786,45.58,0.0000
1968.786,49.03,0.0000
1968.786,52.74,0.0000
1968.786,56.80,0.0000
1968.786,61.35,0.0000
1968.786,66.69,0.0000
1968.786,73.57,0.0000
1968.786,87.44,0.0000
1968.860,-87.44,0.0000
1968.860,-73.57,0.0000
1968.860,-66.69,0.0000
1968.860,-61.35,0.0000
1968.860,-56.80,0.0000
1968.860,-52.74,0.0000
1968.860,-49.03,0.0000
1968.860,-45.58,0.0000
1968.860,-42.34,0.0000
1968.860,-39.25,0.0000
1968.860,-36.29,0.0000
1968.860,-33.44,0.0000
1968.860,-30.68,0.0002
1968.860,-27.99,0.0005
1968.860,-25.38,0.0001
1968.860,-22.81,0.0002
1968.860,-20.30,0.0031
1968.860,-17.83,0.0084
1968.860,-15.39,0.0609
1968.860,-12.97,0.0034
1968.860,-10.58,0.0005
1968.860,-8.21,0.0000
1968.860,-5.86,0.0021
1968.860,-3.51,0.0011
1968.860,-1.17,0.0000
1968.860,1.17,0.0000
1968.860,3.51,0.0000
1968.860,5.86,0.0038
1968.860,8.21,0.0083
1968.860,10.58,0.0003
1968.860,12.97,0.0001
1968.860,15.39,0.0343
1968.860,17.83,0.0014
1968.860,20.30,0.0209
1968.860,22.81,0.0001
1968.860,25.38,0.0002
1968.860,27.99,0.0022
1968.860,30.68,0.0000
1968.860,33.44,0.0000
1968.860,36.29,0.0000
1968.860,39.25,0.0000
1968.860,42.34,0.0000
1968.860,45.58,0.0000
1968.860,49.03,0.0000
1968.860,52.74,0.0000
1968.860,56.80,0.0000
1968.860,61.35,0.0000
1968.860,66.69,0.0000
1968.860,73.57,0.0000
1968.860,87.44,0.0000
1968.936,-87.44,0.0000
1968.936,-73.57,0.0000
1968.936,-66.69,0.0000
1968.936,-61.35,0.0000
1968.936,-56.80,0.0000
1968.936,-52.74,0.0000
1968.936,-49.03,0.0000
1968.936,-45.58,0.0000
1968.936,-42.34,0.0000
1968.936,-39.25,0.0000
1968.936,-36.29,0.0000
1968.936,-33.44,0.0001
1968.936,-30.68,0.0000
1968.936,-27.99,0.0000
1968.936,-25.38,0.0009
1968.936,-22.81,0.0022
1968.936,-20.30,0.0011
1968.936,-17.83,0.0000
1968.936,-15.39,0.0132
1968.936,-12.97,0.0148
1968.936,-10.58,0.0003
1968.936,-8.21,0.0181
1968.936,-5.86,0.0000
1968.936,-3.51,0.0000
1968.936,-1.17,0.0001
1968.936,1.17,0.0000
1968.936,3.51,0.0001
1968.936,5.86,0.0001
1968.936,8.21,0.0052
1968.936,10.58,0.0018
1968.936,12.97,0.0339
1968.936,15.39,0.0003
1968.936,17.83,0.0022
1968.936,20.30,0.0283
1968.936,22.81,0.0000
1968.936,25.38,0.0000
1968.936,27.99,0.0001
1968.936,30.68,0.0000
1968.936,33.44,0.0001
1968.936,36.29,0.0000
1968.936,39.25,0.0000
1968.936,42.34,0.0000
1968.936,45.58,0.0000
1968.936,49.03,0.0000
1968.936,52.74,0.0000
1968.936,56.80,0.0000
1968.936,61.35,0.0000
1968.936,66.69,0.0000
1968.936,73.57,0.0000
1968.936,87.44,0.0000
1969.008,-87.44,0.0000
1969.008,-73.57,0.0000
1969.008,-66.69,0.0000
1969.008,-61.35,0.0000
1969.008,-56.80,0.0000
1969.008,-52.74,0.0000
1969.008,-49.03,0.0000
1969.008,-45.58,0.0000
1969.008,-42.34,0.0000
1969.008,-39.25,0.0000
1969.008,-36.29,0.0000
1969.008,-33.44,0.0238
1969.008,-30.68,0.0006
1969.008,-27.99,0.0099
1969.008,-25.38,0.0001
1969.008,-22.81,0.0060
1969.008,-20.30,0.0056
1969.008,-17.83,0.0006
1969.008,-15.39,0.0016
1969.008,-12.97,0.0066
1969.008,-10.58,0.0041
1969.008,-8.21,0.0003
1969.008,-5.86,0.0055
1969.008,-3.51,0.0000
1969.008,-1.17,0.0000
1969.008,1.17,0.0001
1969.008,3.51,0.0000
1969.008,5.86,0.0000
1969.008,8.21,0.0003
1969.008,10.58,0.0048
1969.008,12.97,0.0119
1969.008,15.39,0.0182
1969.008,17.83,0.0514
1969.008,20.30,0.0027
1969.008,22.81,0.0061
1969.008,25.38,0.0034
1969.008,27.99,0.0001
1969.008,30.68,0.0007
1969.008,33.44,0.0000
1969.008,36.29,0.0000
1969.008,39.25,0.0000
1969.008,42.34,0.0000
1969.008,45.58,0.0000
1969.008,49.03,0.0000
1969.008,52.74,0.0000
1969.008,56.80,0.0000
1969.008,61.35,0.0000
1969.008,66.69,0.0000
1969.008,73.57,0.0000
1969.008,87.44,0.0000
1969.082,-87.44,0.0000
1969.082,-73.57,0.0000
1969.082,-66.69,0.0000
1969.082,-61.35,0.0000
1969.082,-56.80,0.0000
1969.082,-52.74,0.0000
1969.082,-49.03,0.0000
1969.082,-45.58,0.0000
1969.082,-42.34,0.0000
1969.082,-39.25,0.0000
1969.082,-36.29,0.0001
1969.082,-33.44,0.0053
1969.082,-30.68,0.0000
1969.082,-27.99,0.0000
1969.082,-25.38,0.0000
1969.082,-22.81,0.0000
1969.082,-20.30,0.0000
1969.082,-17.83,0.0011
1969.082,-15.39,0.0290
1969.082,-12.97,0.0071
1969.082,-10.58,0.0000
1969.082,-8.21,0.0120
1969.082,-5.86,0.0000
1969.082,-3.51,0.0000
1969.082,-1.17,0.0000
1969.082,1.17,0.0000
1969.082,3.51,0.0120
1969.082,5.86,0.0050
1969.082,8.21,0.0001
1969.082,10.58,0.0183
1969.082,12.97,0.0090
1969.082,15.39,0.0088
1969.082,17.83,0.0067
1969.082,20.30,0.0136
1969.082,22.81,0.0148
1969.082,25.38,0.0115
1969.082,27.99,0.0000
1969.082,30.68,0.0000
1969.082,33.44,0.0000
1969.082,36.29,0.0044
1969.082,39.25,0.0000
1969.082,42.34,0.0000
1969.082,45.58,0.0000
1969.082,49.03,0.0000
1969.082,52.74,0.0000
1969.082,56.80,0.0000
1969.082,61.35,0.0000
1969.082,66.69,0.0000
1969.082,73.57,0.0000
1969.082,87.44,0.0000
1969.159,-87.44,0.0000
1969.159,-73.57,0.0000
1969.159,-66.69,0.0000
1969.159,-61.35,0.0000
1969.159,-56.80,0.0000
1969.159,-52.74,0.0000
1969.159,-49.03,0.0000
1969.159,-45.58,0.0000
1969.159,-42.34,0.0000
1969.159,-39.25,0.0000
1969.159,-36.29,0.0000
1969.159,-33.44,0.0000
1969.159,-30.68,0.0010
1969.159,-27.99,0.0018
1969.159,-25.38,0.0001
1969.159,-22.81,0.0000
1969.159,-20.30,0.0027
1969.159,-17.83,0.0108
1969.159,-15.39,0.0092
1969.159,-12.97,0.0038
1969.159,-10.58,0.0012
1969.159,-8.21,0.0019
1969.159,-5.86,0.0017
1969.159,-3.51,0.0000
1969.159,-1.17,0.0019
1969.159,1.17,0.0130
1969.159,3.51,0.0009
1969.159,5.86,0.0002
1969.159,8.21,0.0010
1969.159,10.58,0.0039
1969.159,12.97,0.0405
1969.159,15.39,0.0104
1969.159,17.83,0.0076
1969.159,20.30,0.0018
1969.159,22.81,0.0008
1969.159,25.38,0.0059
1969.159,27.99,0.0001
1969.159,30.68,0.0000
1969.159,33.44,0.0000
1969.159,36.29,0.0028
1969.159,39.25,0.0000
1969.159,42.34,0.0000
1969.159,45.58,0.0000
1969.159,49.03,0.0000
1969.159,52.74,0.0000
1969.159,56.80,0.0000
1969.159,61.35,0.0000
1969.159,66.69,0.0000
1969.159,73.57,0.0000
1969.159,87.44,0.0000
1969.233,-87.44,0.0000
1969.233,-73.57,0.0000
1969.233,-66.69,0.0000
1969.233,-61.35,0.0000
1969.233,-56.80,0.0000
1969.233,-52.74,0.0000
1969.233,-49.03,0.0000
1969.233,-45.58,0.0000
1969.233,-42.34,0.0000
1969.233,-39.25,0.0000
1969.233,-36.29,0.0000
1969.233,-33.44,0.0078
1969.233,-30.68,0.0001
1969.233,-27.99,0.0026
1969.233,-25.38,0.0024
1969.233,-22.81,0.0001
1969.233,-20.30,0.0139
1969.233,-17.83,0.0127
1969.233,-15.39,0.0126
1969.233,-12.97,0.0013
1969.233,-10.58,0.0031
1969.233,-8.21,0.0006
1969.233,-5.86,0.0001
1969.233,-3.51,0.0000
1969.233,-1.17,0.0001
1969.233,1.17,0.0031
1969.233,3.51,0.0018
1969.233,5.86,0.0001
1969.233,8.21,0.0044
1969.233,10.58,0.0095
1969.233,12.97,0.0386
1969.233,15.39,0.0149
1969.233,17.83,0.0017
1969.233,20.30,0.0588
1969.233,22.81,0.0052
1969.233,25.38,0.0001
1969.233,27.99,0.0000
1969.233,30.68,0.0037
1969.233,33.44,0.0008
1969.233,36.29,0.0000
1969.233,39.25,0.0000
1969.233,42.34,0.0000
1969.233,45.58,0.0000
1969.233,49.03,0.0000
1969.233,52.74,0.0000
1969.233,56.80,0.0000
1969.233,61.35,0.0000
1969.233,66.69,0.0000
1969.233,73.57,0.0000
1969.233,87.44,0.0000
1969.307,-87.44,0.0000
1969.307,-73.57,0.0000
1969.307,-66.69,0.0000
1969.307,-61.35,0.0000
1969.307,-56.80,0.0000
1969.307,-52.74,0.0000
1969.307,-49.03,0.0000
1969.307,-45.58,0.0000
1969.307,-42.34,0.0000
1969.307,-39.25,0.0000
1969.307,-36.29,0.0001
1969.307,-33.44,0.0006
1969.307,-30.68,0.0000
1969.307,-27.99,0.0002
1969.307,-25.38,0.0000
1969.307,-22.81,0.0001
1969.307,-20.30,0.0042
1969.307,-17.83,0.0001
1969.307,-15.39,0.0161
1969.307,-12.97,0.0008
1969.307,-10.58,0.0051
1969.307,-8.21,0.0135
1969.307,-5.86,0.0029
1969.307,-3.51,0.0000
1969.307,-1.17,0.0000
1969.307,1.17,0.0000
1969.307,3.51,0.0000
1969.307,5.86,0.0018
1969.307,8.21,0.0706
1969.307,10.58,0.0309
1969.307,12.97,0.0000
1969.307,15.39,0.0027
1969.307,17.83,0.0000
1969.307,20.30,0.0322
1969.307,22.81,0.0194
1969.307,25.38,0.0011
1969.307,27.99,0.0000
1969.307,30.68,0.0000
1969.307,33.44,0.0001
1969.307,36.29,0.0000
1969.307,39.25,0.0000
1969.307,42.34,0.0000
1969.307,45.58,0.0000
1969.307,49.03,0.0000
1969.307,52.74,0.0000
1969.307,56.80,0.0000
1969.307,61.35,0.0000
1969.307,66.69,0.0000
1969.307,73.57,0.0000
1969.307,87.44,0.0000
1969.381,-87.44,0.0000
1969.381,-73.57,0.0000
1969.381,-66.69,0.0000
1969.381,-61.35,0.0000
1969.381,-56.80,0.0000
1969.381,-52.74,0.0000
1969.381,-49.03,0.0000
1969.381,-45.58,0.0000
1969.381,-42.34,0.0000
1969.381,-39.25,0.0000
1969.381,-36.29,0.0000
1969.381,-33.44,0.0002
1969.381,-30.68,0.0008
1969.381,-27.99,0.0000
1969.381,-25.38,0.0002
1969.381,-22.81,0.0001
1969.381,-20.30,0.0002
1969.381,-17.83,0.0032
1969.381,-15.39,0.0090
1969.381,-12.97,0.0169
1969.381,-10.58,0.0046
1969.381,-8.21,0.0003
1969.381,-5.86,0.0047
1969.381,-3.51,0.0000
1969.381,-1.17,0.0000
1969.381,1.17,0.0000
1969.381,3.51,0.0001
1969.381,5.86,0.0001
1969.381,8.21,0.0216
1969.381,10.58,0.0045
1969.381,12.97,0.0052
1969.381,15.39,0.0021
1969.381,17.83,0.0116
1969.381,20.30,0.0011
1969.381,22.81,0.0021
1969.381,25.38,0.0000
1969.381,27.99,0.0001
1969.381,30.68,0.0000
1969.381,33.44,0.0000
1969.381,36.29,0.0000
1969.381,39.25,0.0000
1969.381,42.34,0.0000
1969.381,45.58,0.0000
1969.381,49.03,0.0000
1969.381,52.74,0.0000
1969.381,56.80,0.0000
1969.381,61.35,0.0000
1969.381,66.69,0.0000
1969.381,73.57,0.0000
1969.381,87.44,0.0000
1969.457,-87.44,0.0000
1969.457,-73.57,0.0000
1969.457,-66.69,0.0000
