The copyright to the intellectual property of this file is held by www.climatedata.info
Title,Estimated monthly sunspot nmubers.,,
Reference,"Hoyt, D. V., and K. H. Schatten, 1997. Group Sunspot Numbers: A New Solar Activity Reconstruction. Solar Physics, (submitted).",,
URL,http://www.ngdc.noaa.gov/stp/SOLAR/ftpsunspotnumber.html,,
Missing,-99,,
Yeay,Month,Date,Sun spot number
1865,3,1865.208333,27.9
1865,4,1865.291667,24.4
1865,5,1865.375,25.7
1865,6,1865.458333,21.4
1865,7,1865.541667,21.5
1865,8,1865.625,22.6
1865,9,1865.708333,14
1865,10,1865.791667,11.7
1865,11,1865.875,20.2
1865,12,1865.958333,12.2
1866,1,1866.041667,22.4
1866,2,1866.125,23.5
1866,3,1866.208333,23
1866,4,1866.291667,15.8
1866,5,1866.375,11.3
1866,6,1866.458333,13.5
1866,7,1866.541667,10.2
1866,8,1866.625,11.4
1866,9,1866.708333,7.4
1866,10,1866.791667,15.3
1866,11,1866.875,10.4
1866,12,1866.958333,0.3
1867,1,1867.041667,0.4
1867,2,1867.125,0
1867,3,1867.208333,7
1867,4,1867.291667,3.9
1867,5,1867.375,3.7
1867,6,1867.458333,2.1
1867,7,1867.541667,4.8
1867,8,1867.625,5.4
1867,9,1867.708333,6.2
1867,10,1867.791667,10.8
1867,11,1867.875,9.7
1867,12,1867.958333,20.1
1868,1,1868.041667,9.3
1868,2,1868.125,11.3
1868,3,1868.208333,17.4
1868,4,1868.291667,23
1868,5,1868.375,20.5
1868,6,1868.458333,24.9
1868,7,1868.541667,19.6
1868,8,1868.625,28
1868,9,1868.708333,38.8
1868,10,1868.791667,50
1868,11,1868.875,49.8
1868,12,1868.958333,54
1869,1,1869.041667,54.5
1869,2,1869.125,55.3
1869,3,1869.208333,52.7
1869,4,1869.291667,35
1869,5,1869.375,74.1
1869,6,1869.458333,91
1869,7,1869.541667,56
1869,8,1869.625,67.1
1869,9,1869.708333,63.5
1869,10,1869.791667,55
1869,11,1869.875,61
1869,12,1869.958333,82.2
1870,1,1870.041667,63.6
1870,2,1870.125,85.1
1870,3,1870.208333,96.4
1870,4,1870.291667,100.3
1870,5,1870.375,122.2
1870,6,1870.458333,99.8
1870,7,1870.541667,106.8
1870,8,1870.625,94.5
1870,9,1870.708333,84.7
1870,10,1870.791667,99.8
1870,11,1870.875,104.8
1870,12,1870.958333,96
1871,1,1871.041667,70.8
1871,2,1871.125,96.6
1871,3,1871.208333,111.1
1871,4,1871.291667,116.7
1871,5,1871.375,112.5
1871,6,1871.458333,88.2
1871,7,1871.541667,82.4
1871,8,1871.625,72.8
1871,9,1871.708333,68.2
1871,10,1871.791667,67.2
1871,11,1871.875,85.9
1871,12,1871.958333,70.1
1872,1,1872.041667,60.3
1872,2,1872.125,81.4
1872,3,1872.208333,78.2
1872,4,1872.291667,80.3
1872,5,1872.375,91.5
1872,6,1872.458333,91.1
1872,7,1872.541667,88.7
1872,8,1872.625,79.9
1872,9,1872.708333,86.9
1872,10,1872.791667,87.9
1872,11,1872.875,69.1
1872,12,1872.958333,66.4
1873,1,1873.041667,66.3
1873,2,1873.125,74.4
1873,3,1873.208333,74.7
1873,4,1873.291667,64.4
1873,5,1873.375,39
1873,6,1873.458333,37.1
1873,7,1873.541667,52.3
1873,8,1873.625,50.1
1873,9,1873.708333,44.7
1873,10,1873.791667,41.4
1873,11,1873.875,41.8
1873,12,1873.958333,34.3
1874,1,1874.041667,43.9
1874,2,1874.125,56.7
1874,3,1874.208333,33.5
1874,4,1874.291667,27.5
1874,5,1874.375,31.8
1874,6,1874.458333,35.3
1874,7,1874.541667,50.6
1874,8,1874.625,45.6
1874,9,1874.708333,27.4
1874,10,1874.791667,26.7
1874,11,1874.875,19.8
1874,12,1874.958333,21.3
1875,1,1875.041667,16.4
1875,2,1875.125,17.6
1875,3,1875.208333,29.3
1875,4,1875.291667,24.6
1875,5,1875.375,10.5
1875,6,1875.458333,16.6
1875,7,1875.541667,11.3
1875,8,1875.625,11.4
1875,9,1875.708333,6.7
1875,10,1875.791667,14.1
1875,11,1875.875,16.5
1875,12,1875.958333,11
1876,1,1876.041667,11.7
1876,2,1876.125,11.3
1876,3,1876.208333,22.5
1876,4,1876.291667,4.6
1876,5,1876.375,4.9
1876,6,1876.458333,3.6
1876,7,1876.541667,14.4
1876,8,1876.625,5.8
1876,9,1876.708333,7.1
1876,10,1876.791667,9.5
1876,11,1876.875,9.5
1876,12,1876.958333,4.4
1877,1,1877.041667,14.1
1877,2,1877.125,7.2
1877,3,1877.208333,9.4
1877,4,1877.291667,11.4
1877,5,1877.375,15.8
1877,6,1877.458333,7.8
1877,7,1877.541667,3.5
1877,8,1877.625,5
1877,9,1877.708333,11.9
1877,10,1877.791667,3.9
1877,11,1877.875,9.7
1877,12,1877.958333,2.1
1878,1,1878.041667,2.3
1878,2,1878.125,4.5
1878,3,1878.208333,5.8
1878,4,1878.291667,0
1878,5,1878.375,3.4
1878,6,1878.458333,6.1
1878,7,1878.541667,0
1878,8,1878.625,0
1878,9,1878.708333,4.8
1878,10,1878.791667,1.2
1878,11,1878.875,3.8
1878,12,1878.958333,0
1879,1,1879.041667,0.6
1879,2,1879.125,0.1
1879,3,1879.208333,0
1879,4,1879.291667,4.8
1879,5,1879.375,2.4
1879,6,1879.458333,2.8
1879,7,1879.541667,6.4
1879,8,1879.625,7.9
1879,9,1879.708333,6.1
1879,10,1879.791667,8
1879,11,1879.875,8.4
1879,12,1879.958333,4.8
1880,1,1880.041667,20.5
1880,2,1880.125,19.4
1880,3,1880.208333,15.5
1880,4,1880.291667,13.8
1880,5,1880.375,15.5
1880,6,1880.458333,25
1880,7,1880.541667,18.8
1880,8,1880.625,34.6
1880,9,1880.708333,50.3
1880,10,1880.791667,36.4
1880,11,1880.875,23.5
1880,12,1880.958333,24.3
1881,1,1881.041667,32.9
1881,2,1881.125,48.8
1881,3,1881.208333,42
1881,4,1881.291667,48.4
1881,5,1881.375,38.9
1881,6,1881.458333,49.2
1881,7,1881.541667,64.8
1881,8,1881.625,43.5
1881,9,1881.708333,41.9
1881,10,1881.791667,49.5
1881,11,1881.875,41.8
1881,12,1881.958333,41.1
1882,1,1882.041667,42.2
1882,2,1882.125,58.2
1882,3,1882.208333,57.3
1882,4,1882.291667,71
1882,5,1882.375,46
1882,6,1882.458333,36.4
1882,7,1882.541667,39
1882,8,1882.625,35.4
1882,9,1882.708333,42.7
1882,10,1882.791667,41.3
1882,11,1882.875,68.2
1882,12,1882.958333,36.7
1883,1,1883.041667,49.5
1883,2,1883.125,41.7
1883,3,1883.208333,39.2
1883,4,1883.291667,63.4
1883,5,1883.375,33.5
1883,6,1883.458333,53.9
1883,7,1883.541667,62.9
1883,8,1883.625,45.4
1883,9,1883.708333,49.4
1883,10,1883.791667,68
1883,11,1883.875,79.3
1883,12,1883.958333,70.7
1884,1,1884.041667,86
1884,2,1884.125,81.5
1884,3,1884.208333,82.5
1884,4,1884.291667,64.6
1884,5,1884.375,69.7
1884,6,1884.458333,59.2
1884,7,1884.541667,51.1
1884,8,1884.625,51.4
1884,9,1884.708333,60.3
1884,10,1884.791667,45.5
1884,11,1884.875,37.6
1884,12,1884.958333,51.5
1885,1,1885.041667,45.4
1885,2,1885.125,65
1885,3,1885.208333,39.8
1885,4,1885.291667,43.2
1885,5,1885.375,72.1
1885,6,1885.458333,63.6
1885,7,1885.541667,56.1
1885,8,1885.625,45.6
1885,9,1885.708333,39.9
1885,10,1885.791667,39.5
1885,11,1885.875,31.8
1885,12,1885.958333,26.3
1886,1,1886.041667,22.7
1886,2,1886.125,23
1886,3,1886.208333,47.9
1886,4,1886.291667,38.8
1886,5,1886.375,24.4
1886,6,1886.458333,27.2
1886,7,1886.541667,25.7
1886,8,1886.625,16.7
1886,9,1886.708333,21.4
1886,10,1886.791667,10.3
1886,11,1886.875,0.1
1886,12,1886.958333,13.1
1887,1,1887.041667,11.6
1887,2,1887.125,14.8
1887,3,1887.208333,6.8
1887,4,1887.291667,7.5
1887,5,1887.375,18.1
1887,6,1887.458333,16.8
1887,7,1887.541667,22.8
1887,8,1887.625,17.8
1887,9,1887.708333,6.3
1887,10,1887.791667,9.1
1887,11,1887.875,6.6
1887,12,1887.958333,14.1
1888,1,1888.041667,16.3
1888,2,1888.125,5.2
1888,3,1888.208333,6.8
1888,4,1888.291667,8.2
1888,5,1888.375,5.3
1888,6,1888.458333,6.5
1888,7,1888.541667,4.4
1888,8,1888.625,8.1
1888,9,1888.708333,12
1888,10,1888.791667,1.5
1888,11,1888.875,10.2
1888,12,1888.958333,6.4
1889,1,1889.041667,0.2
1889,2,1889.125,5.5
1889,3,1889.208333,7.2
1889,4,1889.291667,4.6
1889,5,1889.375,2.3
1889,6,1889.458333,5.6
1889,7,1889.541667,11.9
1889,8,1889.625,15.8
1889,9,1889.708333,6.9
1889,10,1889.791667,2.7
1889,11,1889.875,0.1
1889,12,1889.958333,6.9
1890,1,1890.041667,6.3
1890,2,1890.125,0.4
1890,3,1890.208333,4.7
1890,4,1890.291667,3.8
1890,5,1890.375,8.1
1890,6,1890.458333,2.5
1890,7,1890.541667,12.4
1890,8,1890.625,9.2
1890,9,1890.708333,19.1
1890,10,1890.791667,9.4
1890,11,1890.875,7.6
1890,12,1890.958333,10.1
1891,1,1891.041667,16.4
1891,2,1891.125,27.8
1891,3,1891.208333,17.2
1891,4,1891.291667,27.7
1891,5,1891.375,50.3
1891,6,1891.458333,50
1891,7,1891.541667,48.5
1891,8,1891.625,43.2
1891,9,1891.708333,49.3
1891,10,1891.791667,54.1
1891,11,1891.875,45.2
1891,12,1891.958333,37.4
1892,1,1892.041667,69.7
1892,2,1892.125,62.6
1892,3,1892.208333,49.7
1892,4,1892.291667,68.6
1892,5,1892.375,71.9
1892,6,1892.458333,79.5
1892,7,1892.541667,65.6
1892,8,1892.625,86.4
1892,9,1892.708333,65.4
1892,10,1892.791667,62.3
1892,11,1892.875,57.1
1892,12,1892.958333,80.8
1893,1,1893.041667,68.7
1893,2,1893.125,63.2
1893,3,1893.208333,69.6
1893,4,1893.291667,91.1
1893,5,1893.375,98.5
1893,6,1893.458333,92.4
1893,7,1893.541667,93.5
1893,8,1893.625,126.7
1893,9,1893.708333,79.1
1893,10,1893.791667,99.7
1893,11,1893.875,81.8
1893,12,1893.958333,90
1894,1,1894.041667,110.2
1894,2,1894.125,101.7
1894,3,1894.208333,70
1894,4,1894.291667,80.9
1894,5,1894.375,100.8
1894,6,1894.458333,106.8
1894,7,1894.541667,114.8
1894,8,1894.625,77.4
1894,9,1894.708333,81.9
1894,10,1894.791667,70.8
1894,11,1894.875,71.6
1894,12,1894.958333,69.1
1895,1,1895.041667,70.9
1895,2,1895.125,86
1895,3,1895.208333,67.9
1895,4,1895.291667,83.3
1895,5,1895.375,70.2
1895,6,1895.458333,71.3
1895,7,1895.541667,59.5
1895,8,1895.625,67
1895,9,1895.708333,62.8
1895,10,1895.791667,58.2
1895,11,1895.875,52.8
1895,12,1895.958333,80.1
1896,1,1896.041667,39.3
1896,2,1896.125,49.9
1896,3,1896.208333,47.6
1896,4,1896.291667,43
1896,5,1896.375,25.9
1896,6,1896.458333,39.9
1896,7,1896.541667,45.5
1896,8,1896.625,27.2
1896,9,1896.708333,43.8
1896,10,1896.791667,31.7
1896,11,1896.875,39.7
1896,12,1896.958333,43
1897,1,1897.041667,43.2
1897,2,1897.125,34.9
1897,3,1897.208333,36.9
1897,4,1897.291667,43
1897,5,1897.375,21.7
1897,6,1897.458333,15.6
1897,7,1897.541667,36.3
1897,8,1897.625,23.3
1897,9,1897.708333,52.1
1897,10,1897.791667,19.4
1897,11,1897.875,8.6
1897,12,1897.958333,32.5
1898,1,1898.041667,37.4
1898,2,1898.125,36.6
1898,3,1898.208333,29.9
1898,4,1898.291667,15.1
1898,5,1898.375,29.8
1898,6,1898.458333,22.9
1898,7,1898.541667,9.7
1898,8,1898.625,29.3
1898,9,1898.708333,24.9
1898,10,1898.791667,33
1898,11,1898.875,30.4
1898,12,1898.958333,13.6
1899,1,1899.041667,21.5
1899,2,1899.125,9.3
1899,3,1899.208333,14.4
1899,4,1899.291667,19.7
1899,5,1899.375,8.7
1899,6,1899.458333,18.5
1899,7,1899.541667,17
1899,8,1899.625,2.1
1899,9,1899.708333,6.3
1899,10,1899.791667,8.8
1899,11,1899.875,8
1899,12,1899.958333,13.3
1900,1,1900.041667,10
1900,2,1900.125,12.6
1900,3,1900.208333,7.3
1900,4,1900.291667,18.1
1900,5,1900.375,13.6
1900,6,1900.458333,11.8
1900,7,1900.541667,8.1
1900,8,1900.625,4.3
1900,9,1900.708333,8.5
1900,10,1900.791667,10.2
1900,11,1900.875,5.1
1900,12,1900.958333,0
1901,1,1901.041667,0
1901,2,1901.125,1.7
1901,3,1901.208333,4.8
1901,4,1901.291667,0.1
1901,5,1901.375,5.9
1901,6,1901.458333,8.1
1901,7,1901.541667,0.9
1901,8,1901.625,0.1
1901,9,1901.708333,0.2
1901,10,1901.791667,2.5
1901,11,1901.875,5.5
1901,12,1901.958333,0
1902,1,1902.041667,4.5
1902,2,1902.125,0
1902,3,1902.208333,7.2
1902,4,1902.291667,0
1902,5,1902.375,3.9
1902,6,1902.458333,1.5
1902,7,1902.541667,0.7
1902,8,1902.625,1
1902,9,1902.708333,7.5
1902,10,1902.791667,13.7
1902,11,1902.875,4.8
1902,12,1902.958333,0.5
1903,1,1903.041667,7.8
1903,2,1903.125,22.8
1903,3,1903.208333,12.9
1903,4,1903.291667,26.3
1903,5,1903.375,15.7
1903,6,1903.458333,16.6
1903,7,1903.541667,27.9
1903,8,1903.625,28
1903,9,1903.708333,12.2
1903,10,1903.791667,25.4
1903,11,1903.875,35.3
1903,12,1903.958333,58.9
1904,1,1904.041667,33.1
1904,2,1904.125,23.9
1904,3,1904.208333,45.7
1904,4,1904.291667,44
1904,5,1904.375,51.2
1904,6,1904.458333,41.7
1904,7,1904.541667,51.1
1904,8,1904.625,51.6
1904,9,1904.708333,32.7
1904,10,1904.791667,57.4
1904,11,1904.875,47.8
1904,12,1904.958333,63.5
1905,1,1905.041667,63.2
1905,2,1905.125,79.4
1905,3,1905.208333,43.8
1905,4,1905.291667,44.1
1905,5,1905.375,47.1
1905,6,1905.458333,52.4
1905,7,1905.541667,57.1
1905,8,1905.625,67.4
1905,9,1905.708333,65.8
1905,10,1905.791667,50.5
1905,11,1905.875,97.4
1905,12,1905.958333,64
1906,1,1906.041667,51.1
1906,2,1906.125,34.9
1906,3,1906.208333,69.1
1906,4,1906.291667,54.2
1906,5,1906.375,52.8
1906,6,1906.458333,64.1
1906,7,1906.541667,111.6
1906,8,1906.625,51.8
1906,9,1906.708333,61.3
1906,10,1906.791667,16.9
1906,11,1906.875,40.1
1906,12,1906.958333,66.5
1907,1,1907.041667,79.9
1907,2,1907.125,92.8
1907,3,1907.208333,69.2
1907,4,1907.291667,51.6
1907,5,1907.375,41.3
1907,6,1907.458333,32.9
1907,7,1907.541667,43.2
1907,8,1907.625,60.7
1907,9,1907.708333,84.2
1907,10,1907.791667,69.8
1907,11,1907.875,59.6
1907,12,1907.958333,51.3
1908,1,1908.041667,52.4
1908,2,1908.125,45.9
1908,3,1908.208333,39.3
1908,4,1908.291667,68.3
1908,5,1908.375,55.8
1908,6,1908.458333,54
1908,7,1908.541667,48.2
1908,8,1908.625,65.1
1908,9,1908.708333,75.3
1908,10,1908.791667,39.5
1908,11,1908.875,45.1
1908,12,1908.958333,48
1909,1,1909.041667,60.2
1909,2,1909.125,49.7
1909,3,1909.208333,59.8
1909,4,1909.291667,37.4
1909,5,1909.375,34.1
1909,6,1909.458333,28.1
1909,7,1909.541667,35.8
1909,8,1909.625,34.4
1909,9,1909.708333,34.3
1909,10,1909.791667,62
1909,11,1909.875,60
1909,12,1909.958333,61.1
1910,1,1910.041667,38.1
1910,2,1910.125,27.7
1910,3,1910.208333,24.9
1910,4,1910.291667,12.2
1910,5,1910.375,30.1
1910,6,1910.458333,15.1
1910,7,1910.541667,18.3
1910,8,1910.625,13.5
1910,9,1910.708333,29.7
1910,10,1910.791667,34.6
1910,11,1910.875,6.4
1910,12,1910.958333,6.9
1911,1,1911.041667,5.4
1911,2,1911.125,9.7
1911,3,1911.208333,10.5
1911,4,1911.291667,26.8
1911,5,1911.375,15
1911,6,1911.458333,5.2
1911,7,1911.541667,5.6
1911,8,1911.625,6.4
1911,9,1911.708333,5
1911,10,1911.791667,3.3
1911,11,1911.875,6.7
1911,12,1911.958333,2.7
1912,1,1912.041667,0
1912,2,1912.125,0
1912,3,1912.208333,5.4
1912,4,1912.291667,3.1
1912,5,1912.375,4.1
1912,6,1912.458333,7
1912,7,1912.541667,3.4
1912,8,1912.625,0
1912,9,1912.708333,9.8
1912,10,1912.791667,3.3
1912,11,1912.875,0
1912,12,1912.958333,7.1
1913,1,1913.041667,1.8
1913,2,1913.125,4.3
1913,3,1913.208333,0.5
1913,4,1913.291667,1.4
1913,5,1913.375,0
1913,6,1913.458333,0
1913,7,1913.541667,2.7
1913,8,1913.625,0
1913,9,1913.708333,0.8
1913,10,1913.791667,4.5
1913,11,1913.875,0.1
1913,12,1913.958333,3.4
1914,1,1914.041667,3.5
1914,2,1914.125,3.1
1914,3,1914.208333,4.6
1914,4,1914.291667,17.7
1914,5,1914.375,6.9
1914,6,1914.458333,10.3
1914,7,1914.541667,8.2
1914,8,1914.625,8.6
1914,9,1914.708333,20.2
1914,10,1914.791667,9.7
1914,11,1914.875,22.3
1914,12,1914.958333,33.6
1915,1,1915.041667,29.7
1915,2,1915.125,48.8
1915,3,1915.208333,52.6
1915,4,1915.291667,45.6
1915,5,1915.375,40.8
1915,6,1915.458333,57.8
1915,7,1915.541667,67.5
1915,8,1915.625,63.7
1915,9,1915.708333,52.6
1915,10,1915.791667,48.6
1915,11,1915.875,52.5
1915,12,1915.958333,46.3
1916,1,1916.041667,60.5
1916,2,1916.125,68.7
1916,3,1916.208333,65.7
1916,4,1916.291667,74.1
1916,5,1916.375,83.4
1916,6,1916.458333,73.4
1916,7,1916.541667,64.3
1916,8,1916.625,52.5
1916,9,1916.708333,57.6
1916,10,1916.791667,61.3
1916,11,1916.875,76.5
1916,12,1916.958333,66.7
1917,1,1917.041667,89.4
1917,2,1917.125,75.9
1917,3,1917.208333,100
1917,4,1917.291667,80.1
1917,5,1917.375,106.6
1917,6,1917.458333,133.6
1917,7,1917.541667,121.3
1917,8,1917.625,157.1
1917,9,1917.708333,134.3
1917,10,1917.791667,80.5
1917,11,1917.875,101.2
1917,12,1917.958333,141.4
1918,1,1918.041667,104.3
1918,2,1918.125,74.9
1918,3,1918.208333,81.9
1918,4,1918.291667,89.8
1918,5,1918.375,91.3
1918,6,1918.458333,71.4
1918,7,1918.541667,115
1918,8,1918.625,102.2
1918,9,1918.708333,84.7
1918,10,1918.791667,92.2
1918,11,1918.875,95.7
1918,12,1918.958333,67.3
1919,1,1919.041667,55.2
1919,2,1919.125,74.1
1919,3,1919.208333,72.2
1919,4,1919.291667,58.6
1919,5,1919.375,80.3
1919,6,1919.458333,123
1919,7,1919.541667,88.6
1919,8,1919.625,82.5
1919,9,1919.708333,67
1919,10,1919.791667,60.7
1919,11,1919.875,45.9
1919,12,1919.958333,51.5
1920,1,1920.041667,40.8
1920,2,1920.125,68.7
1920,3,1920.208333,56.5
1920,4,1920.291667,23.6
1920,5,1920.375,54.9
1920,6,1920.458333,51.3
1920,7,1920.541667,40.3
1920,8,1920.625,26.5
1920,9,1920.708333,32.9
1920,10,1920.791667,56.7
1920,11,1920.875,32
1920,12,1920.958333,37.9
1921,1,1921.041667,34
1921,2,1921.125,31.7
1921,3,1921.208333,34
1921,4,1921.291667,39.9
1921,5,1921.375,19
1921,6,1921.458333,40
1921,7,1921.541667,42.9
1921,8,1921.625,23.1
1921,9,1921.708333,20.5
1921,10,1921.791667,20.9
1921,11,1921.875,18.4
1921,12,1921.958333,19.4
1922,1,1922.041667,16.3
1922,2,1922.125,26.5
1922,3,1922.208333,45.6
1922,4,1922.291667,17.3
1922,5,1922.375,8.8
1922,6,1922.458333,8.6
1922,7,1922.541667,12.8
1922,8,1922.625,7.8
1922,9,1922.708333,7.2
1922,10,1922.791667,9
1922,11,1922.875,9.7
1922,12,1922.958333,19.9
1923,1,1923.041667,4.6
1923,2,1923.125,2.1
1923,3,1923.208333,3.4
1923,4,1923.291667,7.4
1923,5,1923.375,4.4
1923,6,1923.458333,9.5
1923,7,1923.541667,4.8
1923,8,1923.625,0.3
1923,9,1923.708333,15.7
1923,10,1923.791667,16.4
1923,11,1923.875,9.9
1923,12,1923.958333,4
1924,1,1924.041667,0.1
1924,2,1924.125,3.7
1924,3,1924.208333,2.7
1924,4,1924.291667,8.1
1924,5,1924.375,26.5
1924,6,1924.458333,21.2
1924,7,1924.541667,34.1
1924,8,1924.625,27.5
1924,9,1924.708333,26.3
1924,10,1924.791667,29.2
1924,11,1924.875,17.1
1924,12,1924.958333,21.5
1925,1,1925.041667,6.6
1925,2,1925.125,30.3
1925,3,1925.208333,17.3
1925,4,1925.291667,44.8
1925,5,1925.375,48.2
1925,6,1925.458333,58.9
1925,7,1925.541667,48.4
1925,8,1925.625,43.8
1925,9,1925.708333,78.8
1925,10,1925.791667,78.1
1925,11,1925.875,52.2
1925,12,1925.958333,107.1
1926,1,1926.041667,80.6
1926,2,1926.125,74.9
1926,3,1926.208333,69.7
1926,4,1926.291667,52.7
1926,5,1926.375,68.2
1926,6,1926.458333,82.7
1926,7,1926.541667,59.8
1926,8,1926.625,66.2
1926,9,1926.708333,65.9
1926,10,1926.791667,72.8
1926,11,1926.875,73
1926,12,1926.958333,82.6
1927,1,1927.041667,79.9
1927,2,1927.125,111.7
1927,3,1927.208333,88.2
1927,4,1927.291667,108.5
1927,5,1927.375,94.3
1927,6,1927.458333,68.6
1927,7,1927.541667,62.1
1927,8,1927.625,51.8
1927,9,1927.708333,78.2
1927,10,1927.791667,74.1
1927,11,1927.875,67.2
1927,12,1927.958333,46.4
1928,1,1928.041667,84.1
1928,2,1928.125,83.4
1928,3,1928.208333,86.5
1928,4,1928.291667,92.7
1928,5,1928.375,69.3
1928,6,1928.458333,93.6
1928,7,1928.541667,94.1
1928,8,1928.625,102.7
1928,9,1928.708333,79
1928,10,1928.791667,70.8
1928,11,1928.875,65.8
1928,12,1928.958333,66
1929,1,1929.041667,67.2
1929,2,1929.125,76.3
1929,3,1929.208333,52.4
1929,4,1929.291667,61.2
1929,5,1929.375,71
1929,6,1929.458333,89.6
1929,7,1929.541667,87.5
1929,8,1929.625,84
1929,9,1929.708333,52.4
1929,10,1929.791667,49.7
1929,11,1929.875,79.5
1929,12,1929.958333,121.8
1930,1,1930.041667,80.8
1930,2,1930.125,64.1
1930,3,1930.208333,40.5
1930,4,1930.291667,47.5
1930,5,1930.375,42.8
1930,6,1930.458333,38.8
1930,7,1930.541667,33
1930,8,1930.625,33.2
1930,9,1930.708333,44.7
1930,10,1930.791667,29.8
1930,11,1930.875,38.3
1930,12,1930.958333,37
1931,1,1931.041667,18.2
1931,2,1931.125,41
1931,3,1931.208333,34.1
1931,4,1931.291667,43
1931,5,1931.375,30.5
1931,6,1931.458333,18.3
1931,7,1931.541667,25.4
1931,8,1931.625,19.8
1931,9,1931.708333,27
1931,10,1931.791667,13.4
1931,11,1931.875,19.5
1931,12,1931.958333,21.2
1932,1,1932.041667,18
1932,2,1932.125,11.9
1932,3,1932.208333,13.9
1932,4,1932.291667,10
1932,5,1932.375,24.2
1932,6,1932.458333,25.3
1932,7,1932.541667,12.7
1932,8,1932.625,9.8
1932,9,1932.708333,5.6
1932,10,1932.791667,12.8
1932,11,1932.875,6.2
1932,12,1932.958333,11.6
1933,1,1933.041667,15.5
1933,2,1933.125,15.8
1933,3,1933.208333,11.4
1933,4,1933.291667,3
1933,5,1933.375,4.3
1933,6,1933.458333,6.6
1933,7,1933.541667,4.3
1933,8,1933.625,0.5
1933,9,1933.708333,6.1
1933,10,1933.791667,3.1
1933,11,1933.875,0.4
1933,12,1933.958333,0.4
1934,1,1934.041667,4.2
1934,2,1934.125,10.7
1934,3,1934.208333,5.8
1934,4,1934.291667,11.6
1934,5,1934.375,18.1
1934,6,1934.458333,7.1
1934,7,1934.541667,13.8
1934,8,1934.625,9.5
1934,9,1934.708333,5.9
1934,10,1934.791667,8.7
1934,11,1934.875,10
1934,12,1934.958333,19.8
1935,1,1935.041667,23
1935,2,1935.125,23.1
1935,3,1935.208333,28
1935,4,1935.291667,15.3
1935,5,1935.375,34.3
1935,6,1935.458333,49.6
1935,7,1935.541667,37.5
1935,8,1935.625,39.2
1935,9,1935.708333,54.1
1935,10,1935.791667,73.5
1935,11,1935.875,66.9
1935,12,1935.958333,69.6
1936,1,1936.041667,65.7
1936,2,1936.125,87.8
1936,3,1936.208333,83.4
1936,4,1936.291667,90.7
1936,5,1936.375,71.7
1936,6,1936.458333,79.9
1936,7,1936.541667,60.2
1936,8,1936.625,92.4
1936,9,1936.708333,88.2
1936,10,1936.791667,98.6
1936,11,1936.875,114.5
1936,12,1936.958333,133.2
1937,1,1937.041667,143.5
1937,2,1937.125,154.5
1937,3,1937.208333,104
1937,4,1937.291667,103.6
1937,5,1937.375,119.9
1937,6,1937.458333,121.2
1937,7,1937.541667,139.6
1937,8,1937.625,143.7
1937,9,1937.708333,116.5
1937,10,1937.791667,114.3
1937,11,1937.875,95.7
1937,12,1937.958333,90.7
1938,1,1938.041667,96.4
1938,2,1938.125,110.5
1938,3,1938.208333,86.2
1938,4,1938.291667,104.9
1938,5,1938.375,138.4
1938,6,1938.458333,109.3
1938,7,1938.541667,153.2
1938,8,1938.625,140
1938,9,1938.708333,95.2
1938,10,1938.791667,105.7
1938,11,1938.875,117.5
1938,12,1938.958333,105.7
1939,1,1939.041667,102.4
1939,2,1939.125,93.2
1939,3,1939.208333,76.5
1939,4,1939.291667,123.8
1939,5,1939.375,137.5
1939,6,1939.458333,119.1
1939,7,1939.541667,89.8
1939,8,1939.625,98.5
1939,9,1939.708333,101.5
1939,10,1939.791667,92.9
1939,11,1939.875,73.2
1939,12,1939.958333,59.4
1940,1,1940.041667,49.3
1940,2,1940.125,63.7
1940,3,1940.208333,87.3
1940,4,1940.291667,75.6
1940,5,1940.375,59.1
1940,6,1940.458333,84.4
1940,7,1940.541667,76.2
1940,8,1940.625,92.1
1940,9,1940.708333,65.5
1940,10,1940.791667,57.2
1940,11,1940.875,69.9
1940,12,1940.958333,79.8
1941,1,1941.041667,53.3
1941,2,1941.125,54.6
1941,3,1941.208333,55.1
1941,4,1941.291667,37.7
1941,5,1941.375,36.8
1941,6,1941.458333,57
1941,7,1941.541667,62.5
1941,8,1941.625,63.5
1941,9,1941.708333,57.2
1941,10,1941.791667,44.8
1941,11,1941.875,36.8
1941,12,1941.958333,39.3
1942,1,1942.041667,40.5
1942,2,1942.125,52.4
1942,3,1942.208333,49
1942,4,1942.291667,62.5
1942,5,1942.375,30.9
1942,6,1942.458333,13.5
1942,7,1942.541667,17.8
1942,8,1942.625,24.3
1942,9,1942.708333,21.6
1942,10,1942.791667,22.2
1942,11,1942.875,30.6
1942,12,1942.958333,27.9
1943,1,1943.041667,16
1943,2,1943.125,23.4
1943,3,1943.208333,20.8
1943,4,1943.291667,20.7
1943,5,1943.375,15.7
1943,6,1943.458333,10.4
1943,7,1943.541667,11.6
1943,8,1943.625,25.1
1943,9,1943.708333,8.4
1943,10,1943.791667,8.1
1943,11,1943.875,10.8
1943,12,1943.958333,15.1
1944,1,1944.041667,4.4
1944,2,1944.125,0.6
1944,3,1944.208333,10.7
1944,4,1944.291667,0
1944,5,1944.375,1.8
1944,6,1944.458333,7
1944,7,1944.541667,5.6
1944,8,1944.625,21.1
1944,9,1944.708333,11.5
