The copyright to the intellectual property of this file is held by www.climatedata.info,,,,,,
Title,Milankovitch radiation for different latitudes and time periods,,,,,
Source:,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,,,,
Average of 60 and 70 N,,,,,,
BP,Months  7to 7,Annual 65N,Annual global,BP,BP,Global cos-weighted
-122900,475.1,220.88,292.37,,,341.822
-122800,474.13,220.56,292.34,,,341.825
-122700,473.16,220.23,292.32,,,341.828
-122600,472.19,219.91,292.29,,,341.83
-122500,471.22,219.58,292.27,,,341.833
-122400,470.26,219.26,292.24,,,341.836
-122300,469.29,218.93,292.21,,,341.838
-122200,468.32,218.61,292.19,,,341.841
-122100,467.35,218.28,292.16,,,341.844
-122000,466.38,217.96,292.13,,,341.847
-121900,465.41,217.63,292.11,,,341.849
-121800,464.25,217.3,292.08,,,341.849
-121700,463.09,216.96,292.05,,,341.849
-121600,461.93,216.63,292.02,,,341.849
-121500,460.76,216.29,291.99,,,341.848
-121400,459.6,215.96,291.96,,,341.848
-121300,458.44,215.62,291.94,,,341.848
-121200,457.28,215.29,291.91,,,341.848
-121100,456.11,214.95,291.88,,,341.847
-121000,454.95,214.62,291.85,,,341.847
-120900,453.79,214.28,291.82,,,341.847
-120800,452.53,213.96,291.8,,,341.848
-120700,451.27,213.64,291.77,,,341.848
-120600,450.01,213.33,291.74,,,341.849
-120500,448.75,213.01,291.71,,,341.85
-120400,447.49,212.69,291.69,,,341.85
-120300,446.23,212.37,291.66,,,341.851
-120200,444.97,212.05,291.63,,,341.852
-120100,443.72,211.73,291.61,,,341.852
-120000,442.46,211.41,291.58,,,341.853
-119900,441.2,211.09,291.55,,,341.854
-119800,439.96,210.82,291.53,,,341.855
-119700,438.73,210.55,291.5,,,341.856
-119600,437.49,210.27,291.48,,,341.857
-119500,436.26,210,291.45,,,341.859
-119400,435.02,209.72,291.43,,,341.86
-119300,433.79,209.45,291.41,,,341.861
-119200,432.55,209.17,291.38,,,341.862
-119100,431.32,208.9,291.36,,,341.863
-119000,430.08,208.62,291.33,,,341.865
-118900,428.85,208.35,291.31,,,341.866
-118800,427.71,208.13,291.29,,,341.866
-118700,426.57,207.91,291.26,,,341.866
-118600,425.43,207.7,291.24,,,341.866
-118500,424.3,207.48,291.21,,,341.866
-118400,423.16,207.26,291.19,,,341.866
-118300,422.02,207.04,291.17,,,341.866
-118200,420.88,206.82,291.14,,,341.867
-118100,419.74,206.61,291.12,,,341.867
-118000,418.6,206.39,291.09,,,341.867
-117900,417.47,206.17,291.07,,,341.867
-117800,416.52,206.03,291.05,,,341.867
-117700,415.58,205.9,291.03,,,341.868
-117600,414.63,205.76,291.01,,,341.869
-117500,413.69,205.62,290.99,,,341.869
-117400,412.74,205.48,290.96,,,341.87
-117300,411.8,205.35,290.94,,,341.87
-117200,410.86,205.21,290.92,,,341.871
-117100,409.91,205.07,290.9,,,341.871
-117000,408.97,204.94,290.88,,,341.872
-116900,408.02,204.8,290.86,,,341.873
-116800,407.34,204.76,290.84,,,341.875
-116700,406.67,204.72,290.83,,,341.878
-116600,405.99,204.68,290.81,,,341.88
-116500,405.31,204.64,290.8,,,341.883
-116400,404.63,204.6,290.78,,,341.885
-116300,403.95,204.56,290.77,,,341.888
-116200,403.28,204.52,290.75,,,341.89
-116100,402.6,204.48,290.74,,,341.893
-116000,401.92,204.44,290.72,,,341.895
-115900,401.24,204.39,290.71,,,341.898
-115800,400.83,204.43,290.69,,,341.896
-115700,400.42,204.46,290.67,,,341.895
-115600,400.01,204.49,290.66,,,341.893
-115500,399.6,204.52,290.64,,,341.892
-115400,399.18,204.56,290.62,,,341.89
-115300,398.77,204.59,290.61,,,341.888
-115200,398.36,204.62,290.59,,,341.887
-115100,397.95,204.65,290.58,,,341.885
-115000,397.54,204.69,290.56,,,341.884
-114900,397.13,204.72,290.54,,,341.882
-114800,397.03,204.83,290.53,,,341.879
-114700,396.93,204.95,290.52,,,341.877
-114600,396.84,205.06,290.51,,,341.874
-114500,396.74,205.18,290.5,,,341.872
-114400,396.64,205.29,290.48,,,341.869
-114300,396.54,205.41,290.47,,,341.867
-114200,396.45,205.52,290.46,,,341.864
-114100,396.35,205.64,290.45,,,341.862
-114000,396.25,205.75,290.43,,,341.859
-113900,396.16,205.87,290.42,,,341.857
-113800,396.42,206.07,290.42,,,341.859
-113700,396.69,206.27,290.41,,,341.861
-113600,396.96,206.47,290.41,,,341.863
-113500,397.22,206.67,290.4,,,341.864
-113400,397.49,206.87,290.4,,,341.866
-113300,397.76,207.07,290.39,,,341.868
-113200,398.02,207.27,290.39,,,341.87
-113100,398.29,207.47,290.38,,,341.872
-113000,398.55,207.67,290.38,,,341.874
-112900,398.82,207.87,290.37,,,341.876
-112800,399.35,208.11,290.37,,,341.876
-112700,399.89,208.35,290.37,,,341.876
-112600,400.42,208.6,290.37,,,341.876
-112500,400.95,208.84,290.37,,,341.876
-112400,401.48,209.09,290.37,,,341.876
-112300,402.02,209.33,290.37,,,341.876
-112200,402.55,209.57,290.37,,,341.876
-112100,403.08,209.82,290.37,,,341.876
-112000,403.62,210.06,290.37,,,341.876
-111900,404.15,210.31,290.37,,,341.876
-111800,404.95,210.59,290.37,,,341.874
-111700,405.75,210.88,290.37,,,341.872
-111600,406.55,211.17,290.38,,,341.869
-111500,407.34,211.45,290.38,,,341.867
-111400,408.14,211.74,290.38,,,341.865
-111300,408.94,212.03,290.39,,,341.862
-111200,409.74,212.31,290.39,,,341.86
-111100,410.54,212.6,290.39,,,341.858
-111000,411.34,212.89,290.4,,,341.856
-110900,412.14,213.17,290.4,,,341.853
-110800,413.13,213.47,290.41,,,341.853
-110700,414.12,213.77,290.42,,,341.853
-110600,415.12,214.06,290.43,,,341.854
-110500,416.11,214.36,290.44,,,341.854
-110400,417.1,214.66,290.44,,,341.854
-110300,418.1,214.95,290.45,,,341.854
-110200,419.09,215.25,290.46,,,341.854
-110100,420.08,215.55,290.47,,,341.854
-110000,421.07,215.84,290.48,,,341.854
-109900,422.07,216.14,290.49,,,341.854
-109800,423.18,216.42,290.5,,,341.855
-109700,424.3,216.7,290.51,,,341.855
-109600,425.41,216.97,290.53,,,341.855
-109500,426.52,217.25,290.54,,,341.856
-109400,427.64,217.53,290.55,,,341.856
-109300,428.75,217.81,290.57,,,341.856
-109200,429.86,218.09,290.58,,,341.857
-109100,430.98,218.37,290.6,,,341.857
-109000,432.09,218.65,290.61,,,341.857
-108900,433.21,218.92,290.62,,,341.858
-108800,434.37,219.17,290.64,,,341.855
-108700,435.53,219.42,290.65,,,341.852
-108600,436.69,219.67,290.67,,,341.849
-108500,437.86,219.92,290.68,,,341.846
-108400,439.02,220.16,290.7,,,341.843
-108300,440.18,220.41,290.71,,,341.84
-108200,441.34,220.66,290.73,,,341.838
-108100,442.5,220.91,290.74,,,341.835
-108000,443.67,221.16,290.76,,,341.832
-107900,444.83,221.41,290.77,,,341.829
-107800,445.92,221.6,290.79,,,341.827
-107700,447.01,221.79,290.81,,,341.826
-107600,448.1,221.97,290.83,,,341.824
-107500,449.19,222.16,290.85,,,341.823
-107400,450.28,222.35,290.87,,,341.821
-107300,451.37,222.54,290.89,,,341.82
-107200,452.46,222.73,290.91,,,341.818
-107100,453.55,222.92,290.92,,,341.816
-107000,454.64,223.11,290.94,,,341.815
-106900,455.73,223.3,290.96,,,341.813
-106800,456.67,223.43,290.99,,,341.814
-106700,457.62,223.57,291.01,,,341.814
-106600,458.56,223.7,291.03,,,341.815
-106500,459.5,223.83,291.06,,,341.815
-106400,460.45,223.96,291.08,,,341.816
-106300,461.39,224.09,291.11,,,341.816
-106200,462.34,224.22,291.13,,,341.817
-106100,463.28,224.35,291.15,,,341.817
-106000,464.23,224.48,291.18,,,341.817
-105900,465.17,224.61,291.2,,,341.818
-105800,465.87,224.66,291.22,,,341.814
-105700,466.57,224.71,291.24,,,341.811
-105600,467.28,224.76,291.27,,,341.807
-105500,467.98,224.81,291.29,,,341.804
-105400,468.68,224.86,291.31,,,341.8
-105300,469.38,224.9,291.33,,,341.797
-105200,470.09,224.95,291.35,,,341.793
-105100,470.79,225,291.38,,,341.79
-105000,471.49,225.05,291.4,,,341.786
-104900,472.19,225.1,291.42,,,341.783
-104800,472.68,225.08,291.44,,,341.782
-104700,473.16,225.05,291.47,,,341.782
-104600,473.65,225.03,291.5,,,341.782
-104500,474.13,225.01,291.52,,,341.782
-104400,474.61,224.99,291.55,,,341.782
-104300,475.1,224.97,291.57,,,341.782
-104200,475.58,224.94,291.6,,,341.781
-104100,476.07,224.92,291.63,,,341.781
-104000,476.55,224.9,291.65,,,341.781
-103900,477.04,224.88,291.68,,,341.781
-103800,477.18,224.79,291.7,,,341.777
-103700,477.33,224.7,291.73,,,341.774
-103600,477.47,224.6,291.75,,,341.77
-103500,477.62,224.51,291.77,,,341.766
-103400,477.76,224.42,291.8,,,341.763
-103300,477.91,224.33,291.82,,,341.759
-103200,478.05,224.24,291.84,,,341.756
-103100,478.2,224.15,291.87,,,341.752
-103000,478.34,224.06,291.89,,,341.748
-102900,478.49,223.97,291.92,,,341.745
-102800,478.39,223.81,291.94,,,341.745
-102700,478.29,223.65,291.97,,,341.746
-102600,478.2,223.5,291.99,,,341.746
-102500,478.1,223.34,292.02,,,341.747
-102400,478,223.18,292.04,,,341.747
-102300,477.91,223.02,292.07,,,341.748
-102200,477.81,222.87,292.1,,,341.748
-102100,477.71,222.71,292.12,,,341.749
-102000,477.62,222.55,292.15,,,341.749
-101900,477.52,222.39,292.17,,,341.75
-101800,477.16,222.2,292.2,,,341.748
-101700,476.79,222.01,292.22,,,341.747
-101600,476.43,221.82,292.25,,,341.745
-101500,476.07,221.63,292.27,,,341.743
-101400,475.7,221.44,292.3,,,341.742
-101300,475.34,221.24,292.32,,,341.74
-101200,474.98,221.05,292.34,,,341.739
-101100,474.61,220.86,292.37,,,341.737
-101000,474.25,220.67,292.39,,,341.736
-100900,473.89,220.48,292.42,,,341.734
-100800,473.31,220.26,292.44,,,341.732
-100700,472.73,220.05,292.46,,,341.729
-100600,472.14,219.84,292.48,,,341.726
-100500,471.56,219.62,292.5,,,341.724
-100400,470.98,219.41,292.53,,,341.721
-100300,470.4,219.19,292.55,,,341.718
-100200,469.82,218.98,292.57,,,341.716
-100100,469.24,218.77,292.59,,,341.713
-100000,468.66,218.55,292.61,,,341.71
-99900,468.08,218.34,292.64,,,341.708
-99800,467.35,218.12,292.66,,,341.706
-99700,466.62,217.9,292.68,,,341.705
-99600,465.9,217.68,292.7,,,341.704
-99500,465.17,217.46,292.73,,,341.702
-99400,464.44,217.24,292.75,,,341.701
-99300,463.72,217.02,292.77,,,341.7
-99200,462.99,216.8,292.79,,,341.699
-99100,462.26,216.58,292.81,,,341.697
-99000,461.54,216.36,292.84,,,341.696
-98900,460.81,216.14,292.86,,,341.695
-98800,460.01,215.94,292.88,,,341.695
-98700,459.21,215.74,292.9,,,341.695
-98600,458.41,215.54,292.92,,,341.696
-98500,457.62,215.34,292.94,,,341.696
-98400,456.82,215.14,292.96,,,341.696
-98300,456.02,214.94,292.99,,,341.697
-98200,455.22,214.74,293.01,,,341.697
-98100,454.42,214.54,293.03,,,341.697
-98000,453.62,214.34,293.05,,,341.697
-97900,452.82,214.14,293.07,,,341.698
-97800,452.05,213.97,293.08,,,341.691
-97700,451.27,213.8,293.09,,,341.683
-97600,450.5,213.63,293.11,,,341.676
-97500,449.72,213.46,293.12,,,341.669
-97400,448.95,213.29,293.13,,,341.662
-97300,448.17,213.12,293.14,,,341.655
-97200,447.4,212.95,293.16,,,341.648
-97100,446.62,212.79,293.17,,,341.64
-97000,445.85,212.62,293.18,,,341.633
-96900,445.07,212.45,293.19,,,341.626
-96800,444.35,212.33,293.21,,,341.624
-96700,443.62,212.21,293.22,,,341.622
-96600,442.89,212.09,293.23,,,341.621
-96500,442.17,211.97,293.25,,,341.619
-96400,441.44,211.85,293.26,,,341.617
-96300,440.71,211.73,293.27,,,341.615
-96200,439.99,211.61,293.28,,,341.613
-96100,439.26,211.49,293.3,,,341.612
-96000,438.53,211.37,293.31,,,341.61
-95900,437.81,211.26,293.32,,,341.608
-95800,437.23,211.2,293.33,,,341.605
-95700,436.64,211.15,293.34,,,341.602
-95600,436.06,211.09,293.35,,,341.6
-95500,435.48,211.04,293.36,,,341.597
-95400,434.9,210.98,293.37,,,341.594
-95300,434.32,210.93,293.38,,,341.592
-95200,433.74,210.87,293.39,,,341.589
-95100,433.16,210.82,293.4,,,341.586
-95000,432.58,210.77,293.41,,,341.583
-94900,432,210.71,293.42,,,341.581
-94800,431.58,210.71,293.43,,,341.581
-94700,431.17,210.71,293.43,,,341.58
-94600,430.76,210.71,293.44,,,341.58
-94500,430.35,210.71,293.45,,,341.58
-94400,429.94,210.71,293.46,,,341.58
-94300,429.53,210.71,293.46,,,341.579
-94200,429.11,210.71,293.47,,,341.579
-94100,428.7,210.71,293.48,,,341.579
-94000,428.29,210.71,293.49,,,341.579
-93900,427.88,210.71,293.49,,,341.579
-93800,427.66,210.78,293.49,,,341.576
-93700,427.44,210.84,293.5,,,341.574
-93600,427.23,210.91,293.5,,,341.571
-93500,427.01,210.98,293.5,,,341.569
-93400,426.79,211.04,293.5,,,341.566
-93300,426.57,211.11,293.51,,,341.564
-93200,426.35,211.18,293.51,,,341.561
-93100,426.14,211.24,293.51,,,341.559
-93000,425.92,211.31,293.51,,,341.556
-92900,425.7,211.38,293.52,,,341.554
-92800,425.7,211.5,293.51,,,341.551
-92700,425.7,211.62,293.51,,,341.548
-92600,425.7,211.74,293.51,,,341.544
-92500,425.7,211.86,293.51,,,341.541
-92400,425.7,211.98,293.5,,,341.538
-92300,425.7,212.1,293.5,,,341.535
-92200,425.7,212.22,293.5,,,341.532
-92100,425.7,212.35,293.5,,,341.529
-92000,425.7,212.47,293.49,,,341.525
-91900,425.7,212.59,293.49,,,341.522
-91800,425.89,212.76,293.49,,,341.52
-91700,426.09,212.93,293.48,,,341.518
-91600,426.28,213.1,293.48,,,341.516
-91500,426.47,213.27,293.47,,,341.514
-91400,426.67,213.45,293.47,,,341.512
-91300,426.86,213.62,293.46,,,341.51
-91200,427.06,213.79,293.46,,,341.508
-91100,427.25,213.96,293.45,,,341.506
-91000,427.44,214.13,293.45,,,341.504
-90900,427.64,214.3,293.45,,,341.501
-90800,428.02,214.5,293.43,,,341.494
-90700,428.41,214.69,293.42,,,341.486
-90600,428.8,214.89,293.41,,,341.478
-90500,429.19,215.09,293.4,,,341.471
-90400,429.57,215.28,293.38,,,341.463
-90300,429.96,215.48,293.37,,,341.455
-90200,430.35,215.67,293.36,,,341.448
-90100,430.74,215.87,293.35,,,341.44
-90000,431.12,216.06,293.33,,,341.432
-89900,431.51,216.26,293.32,,,341.424
-89800,432.07,216.47,293.31,,,341.426
-89700,432.63,216.69,293.3,,,341.427
-89600,433.18,216.9,293.3,,,341.429
-89500,433.74,217.12,293.29,,,341.43
-89400,434.3,217.33,293.28,,,341.432
-89300,434.85,217.54,293.27,,,341.433
-89200,435.41,217.76,293.26,,,341.434
-89100,435.97,217.97,293.25,,,341.436
-89000,436.52,218.19,293.24,,,341.437
-88900,437.08,218.4,293.24,,,341.439
-88800,437.73,218.6,293.22,,,341.436
-88700,438.39,218.81,293.21,,,341.432
-88600,439.04,219.01,293.19,,,341.429
-88500,439.7,219.21,293.18,,,341.426
-88400,440.35,219.42,293.16,,,341.423
-88300,441,219.62,293.15,,,341.419
-88200,441.66,219.83,293.13,,,341.416
-88100,442.31,220.03,293.12,,,341.413
-88000,442.97,220.23,293.1,,,341.41
-87900,443.62,220.44,293.09,,,341.406
-87800,444.32,220.63,293.07,,,341.406
-87700,445.02,220.82,293.06,,,341.405
-87600,445.73,221.01,293.04,,,341.404
-87500,446.43,221.2,293.03,,,341.404
-87400,447.13,221.39,293.01,,,341.403
-87300,447.83,221.58,293,,,341.402
-87200,448.53,221.77,292.99,,,341.402
-87100,449.24,221.95,292.97,,,341.401
-87000,449.94,222.14,292.96,,,341.4
-86900,450.64,222.33,292.94,,,341.4
-86800,451.32,222.49,292.92,,,341.396
-86700,452,222.64,292.9,,,341.392
-86600,452.68,222.79,292.88,,,341.389
-86500,453.35,222.94,292.86,,,341.385
-86400,454.03,223.09,292.84,,,341.382
-86300,454.71,223.24,292.82,,,341.378
-86200,455.39,223.39,292.8,,,341.375
-86100,456.07,223.54,292.78,,,341.371
-86000,456.74,223.7,292.76,,,341.367
-85900,457.42,223.85,292.74,,,341.364
-85800,458,223.94,292.72,,,341.36
-85700,458.58,224.03,292.7,,,341.356
-85600,459.16,224.13,292.68,,,341.352
-85500,459.75,224.22,292.66,,,341.349
-85400,460.33,224.31,292.63,,,341.345
-85300,460.91,224.4,292.61,,,341.341
-85200,461.49,224.5,292.59,,,341.337
-85100,462.07,224.59,292.57,,,341.333
-85000,462.65,224.68,292.55,,,341.33
-84900,463.23,224.78,292.52,,,341.326
-84800,463.72,224.82,292.5,,,341.322
-84700,464.2,224.86,292.48,,,341.319
-84600,464.69,224.91,292.45,,,341.316
-84500,465.17,224.95,292.43,,,341.312
-84400,465.65,225,292.41,,,341.309
-84300,466.14,225.04,292.38,,,341.306
-84200,466.62,225.09,292.36,,,341.302
-84100,467.11,225.13,292.34,,,341.299
-84000,467.59,225.18,292.31,,,341.296
-83900,468.08,225.22,292.29,,,341.292
-83800,468.37,225.2,292.26,,,341.288
-83700,468.66,225.18,292.24,,,341.284
-83600,468.95,225.15,292.21,,,341.28
-83500,469.24,225.13,292.19,,,341.276
-83400,469.53,225.11,292.16,,,341.271
-83300,469.82,225.09,292.14,,,341.267
-83200,470.11,225.06,292.11,,,341.263
-83100,470.4,225.04,292.08,,,341.259
-83000,470.69,225.02,292.06,,,341.255
-82900,470.98,225,292.03,,,341.25
-82800,471.08,224.92,292.01,,,341.25
-82700,471.18,224.84,291.99,,,341.25
-82600,471.27,224.77,291.96,,,341.249
-82500,471.37,224.69,291.94,,,341.249
-82400,471.47,224.61,291.92,,,341.248
-82300,471.56,224.54,291.89,,,341.248
-82200,471.66,224.46,291.87,,,341.247
-82100,471.76,224.38,291.84,,,341.247
-82000,471.85,224.31,291.82,,,341.246
-81900,471.95,224.23,291.8,,,341.246
-81800,471.83,224.09,291.77,,,341.241
-81700,471.71,223.95,291.74,,,341.237
-81600,471.59,223.81,291.72,,,341.232
-81500,471.47,223.67,291.69,,,341.227
-81400,471.35,223.53,291.66,,,341.223
-81300,471.22,223.4,291.63,,,341.218
-81200,471.1,223.26,291.61,,,341.213
-81100,470.98,223.12,291.58,,,341.209
-81000,470.86,222.98,291.55,,,341.204
-80900,470.74,222.84,291.53,,,341.199
-80800,470.4,222.65,291.5,,,341.196
-80700,470.06,222.47,291.47,,,341.194
-80600,469.72,222.28,291.45,,,341.191
-80500,469.38,222.1,291.42,,,341.188
-80400,469.04,221.91,291.39,,,341.186
-80300,468.71,221.72,291.37,,,341.183
-80200,468.37,221.54,291.34,,,341.18
-80100,468.03,221.35,291.31,,,341.178
-80000,467.69,221.17,291.29,,,341.175
-79900,467.35,220.98,291.26,,,341.172
-79800,466.82,220.77,291.24,,,341.169
-79700,466.28,220.55,291.21,,,341.166
-79600,465.75,220.34,291.18,,,341.163
-79500,465.22,220.13,291.16,,,341.16
-79400,464.69,219.91,291.13,,,341.157
-79300,464.15,219.7,291.1,,,341.154
-79200,463.62,219.48,291.08,,,341.151
-79100,463.09,219.27,291.05,,,341.149
-79000,462.55,219.06,291.02,,,341.146
-78900,462.02,218.84,291,,,341.143
-78800,461.32,218.61,290.97,,,341.141
-78700,460.62,218.37,290.95,,,341.139
-78600,459.92,218.13,290.93,,,341.137
-78500,459.21,217.9,290.9,,,341.135
-78400,458.51,217.66,290.88,,,341.134
-78300,457.81,217.43,290.86,,,341.132
-78200,457.11,217.19,290.83,,,341.13
-78100,456.4,216.95,290.81,,,341.128
-78000,455.7,216.72,290.79,,,341.127
-77900,455,216.48,290.76,,,341.125
-77800,454.23,216.25,290.74,,,341.121
-77700,453.45,216.02,290.71,,,341.118
-77600,452.68,215.79,290.69,,,341.114
-77500,451.9,215.56,290.66,,,341.111
-77400,451.13,215.33,290.64,,,341.107
-77300,450.35,215.1,290.62,,,341.103
-77200,449.58,214.87,290.59,,,341.1
-77100,448.8,214.64,290.57,,,341.096
-77000,448.03,214.41,290.54,,,341.093
-76900,447.25,214.18,290.52,,,341.089
-76800,446.43,213.96,290.5,,,341.084
-76700,445.6,213.74,290.47,,,341.08
-76600,444.78,213.52,290.45,,,341.075
-76500,443.96,213.3,290.43,,,341.07
-76400,443.13,213.08,290.41,,,341.066
-76300,442.31,212.86,290.38,,,341.061
-76200,441.49,212.64,290.36,,,341.056
-76100,440.66,212.42,290.34,,,341.051
-76000,439.84,212.2,290.32,,,341.047
-75900,439.02,211.98,290.3,,,341.042
-75800,438.22,211.8,290.28,,,341.041
-75700,437.42,211.61,290.26,,,341.04
-75600,436.62,211.43,290.24,,,341.039
-75500,435.82,211.25,290.22,,,341.038
-75400,435.02,211.06,290.21,,,341.037
-75300,434.22,210.88,290.19,,,341.037
-75200,433.42,210.7,290.17,,,341.036
-75100,432.63,210.51,290.15,,,341.035
-75000,431.83,210.33,290.13,,,341.034
-74900,431.03,210.15,290.11,,,341.033
-74800,430.3,210,290.1,,,341.032
-74700,429.57,209.85,290.08,,,341.031
-74600,428.85,209.7,290.07,,,341.03
-74500,428.12,209.56,290.05,,,341.029
-74400,427.39,209.41,290.04,,,341.028
-74300,426.67,209.26,290.02,,,341.027
-74200,425.94,209.11,290,,,341.026
-74100,425.22,208.97,289.99,,,341.025
-74000,424.49,208.82,289.97,,,341.024
-73900,423.76,208.67,289.96,,,341.023
-73800,423.16,208.57,289.94,,,341.019
-73700,422.55,208.48,289.93,,,341.014
-73600,421.95,208.38,289.91,,,341.009
-73500,421.34,208.28,289.9,,,341.005
-73400,420.74,208.18,289.88,,,341
-73300,420.13,208.08,289.87,,,340.995
-73200,419.52,207.98,289.85,,,340.991
-73100,418.92,207.88,289.84,,,340.986
-73000,418.31,207.78,289.82,,,340.981
-72900,417.71,207.68,289.81,,,340.976
-72800,417.25,207.64,289.8,,,340.974
-72700,416.79,207.6,289.78,,,340.971
-72600,416.33,207.55,289.77,,,340.968
-72500,415.87,207.51,289.76,,,340.966
-72400,415.41,207.46,289.75,,,340.963
-72300,414.95,207.42,289.74,,,340.961
-72200,414.49,207.37,289.73,,,340.958
-72100,414.03,207.33,289.71,,,340.955
-72000,413.57,207.28,289.7,,,340.953
-71900,413.11,207.24,289.69,,,340.95
-71800,412.82,207.25,289.68,,,340.947
-71700,412.53,207.25,289.67,,,340.944
-71600,412.24,207.26,289.67,,,340.941
-71500,411.95,207.26,289.66,,,340.938
-71400,411.66,207.27,289.65,,,340.935
-71300,411.36,207.28,289.64,,,340.932
-71200,411.07,207.28,289.63,,,340.928
-71100,410.78,207.29,289.63,,,340.925
-71000,410.49,207.29,289.62,,,340.922
-70900,410.2,207.3,289.61,,,340.919
-70800,410.11,207.36,289.61,,,340.916
-70700,410.01,207.41,289.6,,,340.913
-70600,409.91,207.46,289.59,,,340.909
-70500,409.81,207.52,289.59,,,340.906
-70400,409.72,207.57,289.58,,,340.902
-70300,409.62,207.63,289.58,,,340.899
-70200,409.52,207.68,289.57,,,340.896
-70100,409.43,207.74,289.56,,,340.892
-70000,409.33,207.79,289.56,,,340.889
-69900,409.23,207.85,289.55,,,340.886
-69800,409.33,207.95,289.55,,,340.887
-69700,409.43,208.05,289.56,,,340.888
-69600,409.52,208.15,289.56,,,340.889
-69500,409.62,208.25,289.56,,,340.89
-69400,409.72,208.35,289.56,,,340.891
-69300,409.81,208.45,289.56,,,340.892
-69200,409.91,208.55,289.56,,,340.893
-69100,410.01,208.65,289.57,,,340.894
-69000,410.11,208.75,289.57,,,340.895
-68900,410.2,208.85,289.57,,,340.896
-68800,410.47,208.98,289.57,,,340.892
-68700,410.73,209.11,289.57,,,340.889
-68600,411,209.24,289.57,,,340.885
-68500,411.27,209.36,289.58,,,340.882
-68400,411.53,209.49,289.58,,,340.878
-68300,411.8,209.62,289.58,,,340.875
-68200,412.07,209.74,289.58,,,340.871
-68100,412.33,209.87,289.58,,,340.867
-68000,412.6,210,289.58,,,340.864
-67900,412.87,210.13,289.59,,,340.86
-67800,413.28,210.28,289.59,,,340.858
-67700,413.69,210.43,289.6,,,340.856
-67600,414.1,210.58,289.61,,,340.853
-67500,414.51,210.73,289.61,,,340.851
-67400,414.92,210.88,289.62,,,340.849
-67300,415.34,211.03,289.63,,,340.847
-67200,415.75,211.19,289.63,,,340.844
-67100,416.16,211.34,289.64,,,340.842
-67000,416.57,211.49,289.65,,,340.84
-66900,416.98,211.64,289.65,,,340.837
-66800,417.49,211.8,289.66,,,340.835
-66700,418,211.96,289.67,,,340.833
-66600,418.51,212.12,289.68,,,340.831
-66500,419.02,212.28,289.69,,,340.829
-66400,419.52,212.45,289.7,,,340.827
-66300,420.03,212.61,289.71,,,340.825
-66200,420.54,212.77,289.72,,,340.823
-66100,421.05,212.93,289.73,,,340.821
-66000,421.56,213.09,289.74,,,340.819
-65900,422.07,213.25,289.75,,,340.817
-65800,422.67,213.41,289.76,,,340.815
-65700,423.28,213.58,289.78,,,340.813
-65600,423.88,213.74,289.79,,,340.812
-65500,424.49,213.9,289.81,,,340.81
-65400,425.09,214.06,289.82,,,340.808
-65300,425.7,214.22,289.83,,,340.807
-65200,426.31,214.38,289.85,,,340.805
-65100,426.91,214.54,289.86,,,340.803
-65000,427.52,214.71,289.88,,,340.802
-64900,428.12,214.87,289.89,,,340.8
-64800,428.73,215.01,289.91,,,340.798
-64700,429.33,215.16,289.92,,,340.796
-64600,429.94,215.3,289.94,,,340.795
-64500,430.54,215.45,289.95,,,340.793
-64400,431.15,215.59,289.97,,,340.791
-64300,431.75,215.74,289.99,,,340.789
-64200,432.36,215.88,290,,,340.787
-64100,432.96,216.03,290.02,,,340.786
-64000,433.57,216.18,290.04,,,340.784
-63900,434.18,216.32,290.05,,,340.782
-63800,434.8,216.45,290.07,,,340.779
-63700,435.43,216.59,290.09,,,340.776
-63600,436.06,216.72,290.11,,,340.773
-63500,436.69,216.85,290.13,,,340.77
-63400,437.32,216.99,290.15,,,340.767
-63300,437.95,217.12,290.16,,,340.764
-63200,438.58,217.25,290.18,,,340.761
-63100,439.21,217.39,290.2,,,340.758
-63000,439.84,217.52,290.22,,,340.755
-62900,440.47,217.65,290.24,,,340.752
-62800,441.05,217.76,290.26,,,340.749
-62700,441.63,217.87,290.28,,,340.747
-62600,442.21,217.98,290.3,,,340.744
-62500,442.8,218.09,290.32,,,340.741
-62400,443.38,218.2,290.34,,,340.739
-62300,443.96,218.31,290.36,,,340.736
-62200,444.54,218.42,290.38,,,340.733
-62100,445.12,218.52,290.41,,,340.731
-62000,445.7,218.63,290.43,,,340.728
-61900,446.28,218.74,290.45,,,340.726
-61800,446.77,218.81,290.47,,,340.723
-61700,447.25,218.88,290.49,,,340.72
-61600,447.74,218.95,290.51,,,340.717
-61500,448.22,219.02,290.53,,,340.714
-61400,448.7,219.09,290.55,,,340.711
-61300,449.19,219.15,290.58,,,340.708
-61200,449.67,219.22,290.6,,,340.705
-61100,450.16,219.29,290.62,,,340.702
-61000,450.64,219.36,290.64,,,340.699
-60900,451.13,219.43,290.66,,,340.696
-60800,451.56,219.48,290.69,,,340.695
-60700,452,219.53,290.72,,,340.695
-60600,452.43,219.59,290.74,,,340.695
-60500,452.87,219.64,290.77,,,340.695
-60400,453.3,219.69,290.79,,,340.695
-60300,453.74,219.74,290.82,,,340.695
-60200,454.18,219.8,290.85,,,340.694
-60100,454.61,219.85,290.87,,,340.694
-60000,455.05,219.9,290.9,,,340.694
