yearsBP,annual65N,annualGlobal,globalCosWeighted,Title,Source
371100,220.63,292.6,340.462,,
371000,220.63,292.6,340.462,,
370900,220.64,292.59,340.463,,
370800,220.63,292.58,340.463,,
370700,220.62,292.58,340.463,,
370600,220.61,292.57,340.463,,
370500,220.61,292.56,340.463,,
370400,220.6,292.55,340.463,,
370300,220.59,292.54,340.463,,
370200,220.58,292.53,340.463,,
370100,220.57,292.52,340.463,,
370000,220.57,292.51,340.463,,
369900,220.56,292.5,340.463,,
369800,220.51,292.49,340.461,,
369700,220.47,292.48,340.46,,
369600,220.42,292.46,340.458,,
369500,220.37,292.45,340.457,,
369400,220.33,292.44,340.456,,
369300,220.28,292.42,340.454,,
369200,220.23,292.41,340.453,,
369100,220.19,292.4,340.451,,
369000,220.14,292.38,340.45,,
368900,220.09,292.37,340.448,,
368800,220.03,292.35,340.448,,
368700,219.97,292.34,340.448,,
368600,219.9,292.32,340.447,,
368500,219.84,292.31,340.447,,
368400,219.77,292.29,340.446,,
368300,219.71,292.28,340.446,,
368200,219.64,292.26,340.445,,
368100,219.58,292.24,340.445,,
368000,219.51,292.23,340.445,,
367900,219.45,292.21,340.444,,
367800,219.36,292.19,340.447,,
367700,219.27,292.18,340.449,,
367600,219.19,292.16,340.452,,
367500,219.1,292.15,340.455,,
367400,219.01,292.13,340.457,,
367300,218.93,292.11,340.46,,
367200,218.84,292.1,340.462,,
367100,218.75,292.08,340.465,,
367000,218.67,292.06,340.468,,
366900,218.58,292.05,340.47,,
366800,218.48,292.02,340.469,,
366700,218.38,292,340.469,,
366600,218.28,291.98,340.468,,
366500,218.19,291.96,340.467,,
366400,218.09,291.94,340.466,,
366300,217.99,291.91,340.465,,
366200,217.89,291.89,340.464,,
366100,217.79,291.87,340.464,,
366000,217.69,291.85,340.463,,
365900,217.59,291.82,340.462,,
365800,217.49,291.8,340.461,,
365700,217.39,291.78,340.46,,
365600,217.29,291.75,340.458,,
365500,217.19,291.73,340.457,,
365400,217.09,291.7,340.456,,
365300,216.99,291.68,340.455,,
365200,216.89,291.66,340.454,,
365100,216.78,291.63,340.453,,
365000,216.68,291.61,340.452,,
364900,216.58,291.58,340.45,,
364800,216.49,291.56,340.451,,
364700,216.4,291.53,340.452,,
364600,216.3,291.51,340.452,,
364500,216.21,291.48,340.453,,
364400,216.12,291.46,340.454,,
364300,216.03,291.43,340.455,,
364200,215.93,291.41,340.455,,
364100,215.84,291.39,340.456,,
364000,215.75,291.36,340.457,,
363900,215.65,291.34,340.457,,
363800,215.58,291.31,340.457,,
363700,215.51,291.28,340.456,,
363600,215.44,291.25,340.456,,
363500,215.37,291.22,340.455,,
363400,215.3,291.2,340.455,,
363300,215.23,291.17,340.454,,
363200,215.16,291.14,340.454,,
363100,215.09,291.11,340.453,,
363000,215.02,291.09,340.453,,
362900,214.95,291.06,340.452,,
362800,214.89,291.03,340.451,,
362700,214.83,291,340.449,,
362600,214.77,290.97,340.448,,
362500,214.71,290.94,340.447,,
362400,214.66,290.91,340.445,,
362300,214.6,290.88,340.444,,
362200,214.54,290.85,340.443,,
362100,214.48,290.82,340.442,,
362000,214.42,290.79,340.44,,
361900,214.36,290.76,340.439,,
361800,214.34,290.74,340.44,,
361700,214.32,290.71,340.441,,
361600,214.3,290.69,340.442,,
361500,214.28,290.66,340.444,,
361400,214.26,290.64,340.445,,
361300,214.24,290.61,340.446,,
361200,214.22,290.59,340.447,,
361100,214.2,290.56,340.448,,
361000,214.18,290.54,340.449,,
360900,214.16,290.51,340.45,,
360800,214.16,290.49,340.451,,
360700,214.15,290.46,340.451,,
360600,214.15,290.43,340.451,,
360500,214.15,290.4,340.451,,
360400,214.14,290.38,340.451,,
360300,214.14,290.35,340.451,,
360200,214.13,290.32,340.452,,
360100,214.13,290.29,340.452,,
360000,214.13,290.27,340.452,,
359900,214.12,290.24,340.452,,
359800,214.15,290.22,340.455,,
359700,214.17,290.19,340.458,,
359600,214.19,290.17,340.461,,
359500,214.22,290.15,340.465,,
359400,214.24,290.13,340.468,,
359300,214.27,290.11,340.471,,
359200,214.29,290.08,340.474,,
359100,214.31,290.06,340.477,,
359000,214.34,290.04,340.48,,
358900,214.36,290.02,340.483,,
358800,214.4,289.99,340.484,,
358700,214.43,289.97,340.484,,
358600,214.46,289.95,340.484,,
358500,214.49,289.93,340.485,,
358400,214.52,289.9,340.485,,
358300,214.56,289.88,340.486,,
358200,214.59,289.86,340.486,,
358100,214.62,289.83,340.486,,
358000,214.65,289.81,340.487,,
357900,214.69,289.79,340.487,,
357800,214.73,289.77,340.488,,
357700,214.77,289.75,340.49,,
357600,214.81,289.73,340.491,,
357500,214.86,289.71,340.493,,
357400,214.9,289.7,340.494,,
357300,214.94,289.68,340.495,,
357200,214.98,289.66,340.497,,
357100,215.03,289.64,340.498,,
357000,215.07,289.62,340.5,,
356900,215.11,289.61,340.501,,
356800,215.14,289.59,340.503,,
356700,215.17,289.58,340.505,,
356600,215.2,289.56,340.506,,
356500,215.23,289.55,340.508,,
356400,215.26,289.53,340.51,,
356300,215.29,289.52,340.512,,
356200,215.32,289.5,340.514,,
356100,215.35,289.49,340.516,,
356000,215.38,289.47,340.518,,
355900,215.41,289.46,340.519,,
355800,215.42,289.44,340.521,,
355700,215.44,289.43,340.523,,
355600,215.45,289.42,340.525,,
355500,215.46,289.41,340.527,,
355400,215.47,289.39,340.529,,
355300,215.49,289.38,340.531,,
355200,215.5,289.37,340.533,,
355100,215.51,289.35,340.535,,
355000,215.52,289.34,340.537,,
354900,215.53,289.33,340.539,,
354800,215.53,289.32,340.541,,
354700,215.53,289.32,340.543,,
354600,215.53,289.31,340.545,,
354500,215.53,289.3,340.547,,
354400,215.52,289.29,340.549,,
354300,215.52,289.29,340.552,,
354200,215.52,289.28,340.554,,
354100,215.52,289.27,340.556,,
354000,215.52,289.27,340.558,,
353900,215.51,289.26,340.56,,
353800,215.49,289.26,340.562,,
353700,215.46,289.26,340.564,,
353600,215.43,289.25,340.567,,
353500,215.41,289.25,340.569,,
353400,215.38,289.25,340.572,,
353300,215.36,289.25,340.574,,
353200,215.33,289.25,340.576,,
353100,215.3,289.24,340.579,,
353000,215.28,289.24,340.581,,
352900,215.25,289.24,340.584,,
352800,215.19,289.24,340.587,,
352700,215.13,289.25,340.59,,
352600,215.08,289.25,340.593,,
352500,215.02,289.25,340.596,,
352400,214.96,289.25,340.599,,
352300,214.9,289.26,340.602,,
352200,214.84,289.26,340.605,,
352100,214.78,289.26,340.608,,
352000,214.72,289.26,340.612,,
351900,214.67,289.27,340.615,,
351800,214.58,289.27,340.614,,
351700,214.5,289.28,340.614,,
351600,214.41,289.28,340.614,,
351500,214.33,289.29,340.613,,
351400,214.24,289.29,340.613,,
351300,214.16,289.3,340.613,,
351200,214.07,289.3,340.612,,
351100,213.99,289.31,340.612,,
351000,213.9,289.32,340.611,,
350900,213.82,289.32,340.611,,
350800,213.72,289.33,340.617,,
350700,213.62,289.35,340.624,,
350600,213.53,289.36,340.63,,
350500,213.43,289.38,340.636,,
350400,213.33,289.39,340.643,,
350300,213.24,289.4,340.649,,
350200,213.14,289.42,340.655,,
350100,213.04,289.43,340.662,,
350000,212.95,289.44,340.668,,
349900,212.85,289.46,340.674,,
349800,212.74,289.47,340.674,,
349700,212.64,289.49,340.673,,
349600,212.53,289.5,340.672,,
349500,212.42,289.51,340.672,,
349400,212.32,289.53,340.671,,
349300,212.21,289.54,340.67,,
349200,212.1,289.55,340.67,,
349100,211.99,289.57,340.669,,
349000,211.89,289.58,340.668,,
348900,211.78,289.59,340.668,,
348800,211.69,289.62,340.674,,
348700,211.6,289.64,340.68,,
348600,211.51,289.66,340.687,,
348500,211.43,289.69,340.693,,
348400,211.34,289.71,340.7,,
348300,211.25,289.73,340.706,,
348200,211.16,289.76,340.713,,
348100,211.07,289.78,340.719,,
348000,210.98,289.8,340.725,,
347900,210.89,289.83,340.732,,
347800,210.81,289.85,340.734,,
347700,210.72,289.87,340.735,,
347600,210.64,289.89,340.737,,
347500,210.55,289.92,340.738,,
347400,210.47,289.94,340.74,,
347300,210.38,289.96,340.742,,
347200,210.3,289.98,340.743,,
347100,210.21,290.01,340.745,,
347000,210.13,290.03,340.746,,
346900,210.05,290.05,340.748,,
346800,210.01,290.08,340.752,,
346700,209.98,290.11,340.756,,
346600,209.94,290.14,340.76,,
346500,209.91,290.17,340.764,,
346400,209.87,290.19,340.768,,
346300,209.84,290.22,340.772,,
346200,209.8,290.25,340.777,,
346100,209.77,290.28,340.781,,
346000,209.74,290.31,340.785,,
345900,209.7,290.34,340.789,,
345800,209.7,290.36,340.794,,
345700,209.7,290.39,340.798,,
345600,209.7,290.42,340.803,,
345500,209.69,290.45,340.808,,
345400,209.69,290.48,340.813,,
345300,209.69,290.51,340.817,,
345200,209.69,290.54,340.822,,
345100,209.69,290.57,340.827,,
345000,209.68,290.6,340.832,,
344900,209.68,290.62,340.836,,
344800,209.74,290.65,340.839,,
344700,209.8,290.68,340.842,,
344600,209.86,290.71,340.845,,
344500,209.92,290.74,340.847,,
344400,209.97,290.77,340.85,,
344300,210.03,290.8,340.853,,
344200,210.09,290.83,340.856,,
344100,210.15,290.86,340.859,,
344000,210.21,290.89,340.862,,
343900,210.27,290.92,340.864,,
343800,210.39,290.95,340.866,,
343700,210.51,290.98,340.868,,
343600,210.63,291.01,340.87,,
343500,210.75,291.04,340.872,,
343400,210.87,291.07,340.874,,
343300,210.99,291.1,340.875,,
343200,211.11,291.14,340.877,,
343100,211.24,291.17,340.879,,
343000,211.36,291.2,340.881,,
342900,211.48,291.23,340.883,,
342800,211.65,291.26,340.888,,
342700,211.82,291.29,340.892,,
342600,211.99,291.32,340.897,,
342500,212.16,291.35,340.902,,
342400,212.33,291.38,340.907,,
342300,212.49,291.41,340.912,,
342200,212.66,291.44,340.916,,
342100,212.83,291.47,340.921,,
342000,213,291.51,340.926,,
341900,213.17,291.54,340.931,,
341800,213.38,291.57,340.935,,
341700,213.59,291.6,340.939,,
341600,213.8,291.63,340.943,,
341500,214,291.66,340.946,,
341400,214.21,291.69,340.95,,
341300,214.42,291.72,340.954,,
341200,214.63,291.75,340.958,,
341100,214.84,291.78,340.962,,
341000,215.04,291.81,340.966,,
340900,215.25,291.84,340.97,,
340800,215.49,291.87,340.976,,
340700,215.73,291.9,340.983,,
340600,215.97,291.93,340.99,,
340500,216.21,291.96,340.996,,
340400,216.45,291.99,341.003,,
340300,216.69,292.02,341.01,,
340200,216.93,292.05,341.016,,
340100,217.17,292.08,341.023,,
340000,217.41,292.11,341.03,,
339900,217.65,292.14,341.036,,
339800,217.9,292.17,341.041,,
339700,218.15,292.2,341.046,,
339600,218.4,292.22,341.05,,
339500,218.65,292.25,341.055,,
339400,218.9,292.28,341.06,,
339300,219.15,292.3,341.064,,
339200,219.4,292.33,341.069,,
339100,219.65,292.35,341.074,,
339000,219.9,292.38,341.078,,
338900,220.15,292.41,341.083,,
338800,220.4,292.43,341.086,,
338700,220.64,292.45,341.089,,
338600,220.89,292.48,341.092,,
338500,221.13,292.5,341.095,,
338400,221.38,292.53,341.097,,
338300,221.62,292.55,341.1,,
338200,221.86,292.57,341.103,,
338100,222.11,292.6,341.106,,
338000,222.35,292.62,341.109,,
337900,222.6,292.64,341.112,,
337800,222.81,292.66,341.114,,
337700,223.02,292.68,341.116,,
337600,223.24,292.7,341.119,,
337500,223.45,292.72,341.121,,
337400,223.67,292.74,341.123,,
337300,223.88,292.76,341.126,,
337200,224.09,292.78,341.128,,
337100,224.31,292.8,341.131,,
337000,224.52,292.82,341.133,,
336900,224.74,292.84,341.135,,
336800,224.89,292.85,341.141,,
336700,225.05,292.87,341.146,,
336600,225.2,292.89,341.152,,
336500,225.36,292.9,341.157,,
336400,225.51,292.92,341.163,,
336300,225.67,292.94,341.168,,
336200,225.82,292.95,341.174,,
336100,225.98,292.97,341.179,,
336000,226.13,292.99,341.185,,
335900,226.29,293,341.19,,
335800,226.39,293.02,341.194,,
335700,226.49,293.03,341.197,,
335600,226.59,293.04,341.201,,
335500,226.68,293.05,341.204,,
335400,226.78,293.07,341.208,,
335300,226.88,293.08,341.211,,
335200,226.98,293.09,341.215,,
335100,227.08,293.1,341.218,,
335000,227.18,293.11,341.222,,
334900,227.28,293.13,341.225,,
334800,227.3,293.14,341.23,,
334700,227.33,293.14,341.236,,
334600,227.35,293.15,341.241,,
334500,227.37,293.16,341.246,,
334400,227.4,293.17,341.252,,
334300,227.42,293.18,341.257,,
334200,227.45,293.19,341.262,,
334100,227.47,293.2,341.267,,
334000,227.5,293.21,341.273,,
333900,227.52,293.22,341.278,,
333800,227.46,293.22,341.283,,
333700,227.4,293.22,341.288,,
333600,227.34,293.23,341.293,,
333500,227.28,293.23,341.298,,
333400,227.22,293.23,341.304,,
333300,227.16,293.24,341.309,,
333200,227.1,293.24,341.314,,
333100,227.04,293.24,341.319,,
333000,226.98,293.25,341.324,,
332900,226.91,293.25,341.329,,
332800,226.78,293.25,341.332,,
332700,226.64,293.25,341.336,,
332600,226.5,293.25,341.339,,
332500,226.37,293.24,341.343,,
332400,226.23,293.24,341.346,,
332300,226.09,293.24,341.35,,
332200,225.95,293.24,341.353,,
332100,225.82,293.24,341.357,,
332000,225.68,293.23,341.36,,
331900,225.54,293.23,341.364,,
331800,225.34,293.23,341.368,,
331700,225.14,293.22,341.372,,
331600,224.94,293.22,341.376,,
331500,224.74,293.22,341.38,,
331400,224.54,293.21,341.384,,
331300,224.34,293.21,341.388,,
331200,224.14,293.2,341.392,,
331100,223.94,293.2,341.396,,
331000,223.74,293.19,341.4,,
330900,223.54,293.19,341.404,,
330800,223.29,293.18,341.407,,
330700,223.04,293.17,341.41,,
330600,222.78,293.16,341.413,,
330500,222.53,293.15,341.416,,
330400,222.27,293.14,341.419,,
330300,222.02,293.13,341.422,,
330200,221.77,293.12,341.425,,
330100,221.51,293.11,341.428,,
330000,221.26,293.1,341.431,,
329900,221,293.09,341.434,,
329800,220.72,293.08,341.438,,
329700,220.44,293.06,341.443,,
329600,220.15,293.05,341.447,,
329500,219.87,293.04,341.451,,
329400,219.59,293.03,341.455,,
329300,219.31,293.02,341.459,,
329200,219.02,293.01,341.463,,
329100,218.74,292.99,341.467,,
329000,218.46,292.98,341.471,,
328900,218.18,292.97,341.476,,
328800,217.89,292.96,341.48,,
328700,217.6,292.94,341.484,,
328600,217.31,292.93,341.489,,
328500,217.02,292.91,341.493,,
328400,216.73,292.9,341.498,,
328300,216.45,292.88,341.502,,
328200,216.16,292.87,341.507,,
328100,215.87,292.85,341.511,,
328000,215.58,292.84,341.516,,
327900,215.29,292.83,341.52,,
327800,215.02,292.81,341.523,,
327700,214.74,292.79,341.526,,
327600,214.47,292.77,341.529,,
327500,214.19,292.75,341.532,,
327400,213.92,292.73,341.535,,
327300,213.64,292.72,341.537,,
327200,213.37,292.7,341.54,,
327100,213.1,292.68,341.543,,
327000,212.82,292.66,341.546,,
326900,212.55,292.64,341.549,,
326800,212.32,292.62,341.551,,
326700,212.08,292.6,341.553,,
326600,211.85,292.58,341.555,,
326500,211.62,292.56,341.556,,
326400,211.39,292.54,341.558,,
326300,211.15,292.52,341.56,,
326200,210.92,292.49,341.562,,
326100,210.69,292.47,341.564,,
326000,210.46,292.45,341.566,,
325900,210.23,292.43,341.568,,
325800,210.06,292.41,341.57,,
325700,209.89,292.39,341.573,,
325600,209.72,292.37,341.576,,
325500,209.56,292.35,341.578,,
325400,209.39,292.33,341.581,,
325300,209.22,292.3,341.583,,
325200,209.05,292.28,341.586,,
325100,208.89,292.26,341.589,,
325000,208.72,292.24,341.591,,
324900,208.55,292.22,341.594,,
324800,208.46,292.2,341.599,,
324700,208.37,292.18,341.603,,
324600,208.27,292.16,341.608,,
324500,208.18,292.14,341.613,,
324400,208.09,292.11,341.618,,
324300,207.99,292.09,341.622,,
324200,207.9,292.07,341.627,,
324100,207.81,292.05,341.632,,
324000,207.72,292.03,341.637,,
323900,207.62,292.01,341.641,,
323800,207.62,291.99,341.642,,
323700,207.62,291.96,341.642,,
323600,207.61,291.94,341.643,,
323500,207.61,291.91,341.643,,
323400,207.6,291.89,341.643,,
323300,207.6,291.86,341.644,,
323200,207.6,291.84,341.644,,
323100,207.59,291.82,341.645,,
323000,207.59,291.79,341.645,,
322900,207.58,291.77,341.645,,
322800,207.65,291.75,341.65,,
322700,207.71,291.72,341.655,,
322600,207.78,291.7,341.659,,
322500,207.84,291.68,341.664,,
322400,207.91,291.66,341.668,,
322300,207.97,291.64,341.673,,
322200,208.04,291.62,341.677,,
322100,208.1,291.59,341.682,,
322000,208.16,291.57,341.686,,
321900,208.23,291.55,341.691,,
321800,208.38,291.53,341.694,,
321700,208.53,291.51,341.697,,
321600,208.68,291.49,341.7,,
321500,208.83,291.47,341.703,,
321400,208.98,291.45,341.706,,
321300,209.12,291.43,341.709,,
321200,209.27,291.41,341.712,,
321100,209.42,291.38,341.715,,
321000,209.57,291.36,341.718,,
320900,209.72,291.34,341.721,,
320800,209.93,291.32,341.721,,
320700,210.15,291.31,341.721,,
320600,210.36,291.29,341.721,,
320500,210.57,291.27,341.721,,
320400,210.78,291.25,341.721,,
320300,210.99,291.23,341.721,,
320200,211.21,291.21,341.722,,
320100,211.42,291.19,341.722,,
320000,211.63,291.18,341.722,,
319900,211.84,291.16,341.722,,
319800,212.08,291.14,341.723,,
319700,212.31,291.12,341.724,,
319600,212.54,291.1,341.725,,
319500,212.78,291.09,341.726,,
319400,213.01,291.07,341.728,,
319300,213.25,291.05,341.729,,
319200,213.48,291.03,341.73,,
319100,213.71,291.01,341.731,,
319000,213.95,291,341.732,,
318900,214.18,290.98,341.733,,
318800,214.44,290.96,341.734,,
318700,214.7,290.95,341.736,,
318600,214.96,290.94,341.737,,
318500,215.22,290.92,341.738,,
318400,215.48,290.91,341.739,,
318300,215.74,290.9,341.74,,
318200,216,290.89,341.741,,
318100,216.26,290.87,341.742,,
318000,216.52,290.86,341.743,,
317900,216.78,290.85,341.745,,
317800,217.02,290.84,341.747,,
317700,217.26,290.83,341.749,,
317600,217.5,290.82,341.752,,
317500,217.74,290.81,341.754,,
317400,217.98,290.8,341.756,,
317300,218.21,290.79,341.759,,
317200,218.45,290.78,341.761,,
317100,218.69,290.78,341.764,,
317000,218.93,290.77,341.766,,
316900,219.17,290.76,341.768,,
316800,219.37,290.75,341.768,,
316700,219.58,290.75,341.767,,
316600,219.79,290.74,341.766,,
316500,220,290.73,341.765,,
316400,220.21,290.73,341.765,,
316300,220.41,290.72,341.764,,
316200,220.62,290.71,341.763,,
316100,220.83,290.71,341.762,,
316000,221.04,290.7,341.762,,
315900,221.24,290.69,341.761,,
315800,221.4,290.69,341.763,,
315700,221.55,290.69,341.765,,
315600,221.7,290.69,341.768,,
315500,221.86,290.69,341.77,,
315400,222.01,290.69,341.772,,
315300,222.16,290.69,341.774,,
315200,222.32,290.69,341.777,,
315100,222.47,290.69,341.779,,
315000,222.62,290.68,341.781,,
314900,222.78,290.68,341.783,,
314800,222.86,290.68,341.784,,
314700,222.94,290.68,341.784,,
314600,223.01,290.68,341.784,,
314500,223.09,290.68,341.785,,
314400,223.17,290.68,341.785,,
314300,223.25,290.68,341.785,,
314200,223.33,290.68,341.786,,
314100,223.41,290.68,341.786,,
314000,223.49,290.68,341.786,,
313900,223.57,290.68,341.786,,
313800,223.55,290.69,341.788,,
313700,223.54,290.69,341.791,,
313600,223.52,290.7,341.793,,
313500,223.51,290.7,341.795,,
313400,223.49,290.71,341.797,,
313300,223.48,290.71,341.799,,
313200,223.47,290.72,341.801,,
313100,223.45,290.72,341.803,,
313000,223.44,290.72,341.805,,
312900,223.42,290.73,341.807,,
312800,223.34,290.74,341.806,,
312700,223.26,290.74,341.804,,
312600,223.18,290.75,341.803,,
312500,223.1,290.76,341.801,,
312400,223.02,290.77,341.8,,
312300,222.94,290.77,341.799,,
312200,222.86,290.78,341.797,,
312100,222.78,290.79,341.796,,
312000,222.7,290.8,341.794,,
311900,222.62,290.8,341.793,,
311800,222.47,290.81,341.793,,
311700,222.31,290.82,341.792,,
311600,222.16,290.83,341.792,,
311500,222.01,290.84,341.792,,
311400,221.86,290.85,341.791,,
311300,221.71,290.86,341.791,,
311200,221.56,290.87,341.79,,
311100,221.41,290.88,341.79,,
311000,221.25,290.89,341.79,,
310900,221.1,290.9,341.789,,
310800,220.9,290.91,341.787,,
310700,220.7,290.93,341.784,,
310600,220.5,290.94,341.781,,
310500,220.3,290.95,341.779,,
310400,220.1,290.96,341.776,,
310300,219.9,290.97,341.773,,
310200,219.7,290.98,341.771,,
310100,219.5,290.99,341.768,,
310000,219.31,291,341.765,,
309900,219.11,291.02,341.763,,
309800,218.86,291.03,341.759,,
309700,218.62,291.04,341.756,,
309600,218.37,291.05,341.753,,
309500,218.13,291.07,341.75,,
309400,217.88,291.08,341.747,,
309300,217.64,291.09,341.743,,
309200,217.4,291.1,341.74,,
309100,217.15,291.12,341.737,,
309000,216.91,291.13,341.734,,
308900,216.66,291.14,341.73,,
308800,216.42,291.16,341.732,,
308700,216.18,291.18,341.734,,
308600,215.94,291.2,341.735,,
308500,215.7,291.22,341.737,,
308400,215.46,291.24,341.739,,
308300,215.22,291.26,341.74,,
308200,214.98,291.28,341.742,,
308100,214.74,291.3,341.744,,
308000,214.5,291.32,341.745,,
307900,214.26,291.34,341.747,,
307800,214.03,291.35,341.745,,
307700,213.79,291.37,341.743,,
307600,213.56,291.39,341.741,,
307500,213.33,291.41,341.739,,
307400,213.09,291.42,341.737,,
307300,212.86,291.44,341.735,,
307200,212.62,291.46,341.732,,
307100,212.39,291.47,341.73,,
307000,212.16,291.49,341.728,,
306900,211.92,291.51,341.726,,
306800,211.73,291.53,341.728,,
306700,211.54,291.55,341.73,,
306600,211.35,291.57,341.732,,
306500,211.15,291.6,341.733,,
306400,210.96,291.62,341.735,,
306300,210.77,291.64,341.737,,
306200,210.58,291.66,341.739,,
306100,210.39,291.69,341.74,,
306000,210.2,291.71,341.742,,
305900,210,291.73,341.744,,
305800,209.87,291.75,341.74,,
305700,209.73,291.76,341.736,,
305600,209.59,291.78,341.731,,
305500,209.46,291.8,341.727,,
305400,209.32,291.82,341.723,,
305300,209.18,291.83,341.719,,
305200,209.04,291.85,341.715,,
305100,208.91,291.87,341.711,,
305000,208.77,291.88,341.706,,
304900,208.63,291.9,341.702,,
304800,208.56,291.92,341.698,,
304700,208.5,291.94,341.694,,
304600,208.43,291.96,341.69,,
304500,208.36,291.97,341.685,,
304400,208.29,291.99,341.681,,
304300,208.22,292.01,341.677,,
304200,208.15,292.03,341.673,,
304100,208.08,292.05,341.669,,
304000,208.01,292.06,341.664,,
303900,207.95,292.08,341.66,,
303800,207.96,292.1,341.658,,
303700,207.97,292.12,341.656,,
303600,207.98,292.14,341.654,,
303500,207.99,292.15,341.652,,
303400,208,292.17,341.651,,
303300,208.01,292.19,341.649,,
303200,208.02,292.21,341.647,,
303100,208.03,292.23,341.645,,
303000,208.04,292.24,341.643,,
302900,208.05,292.26,341.641,,
302800,208.13,292.28,341.639,,
302700,208.2,292.29,341.637,,
302600,208.28,292.31,341.635,,
302500,208.36,292.33,341.633,,
302400,208.44,292.34,341.631,,
302300,208.52,292.36,341.629,,
302200,208.6,292.38,341.628,,
302100,208.68,292.39,341.626,,
302000,208.76,292.41,341.624,,
301900,208.83,292.42,341.622,,
301800,209,292.44,341.62,,
301700,209.16,292.45,341.619,,
301600,209.32,292.47,341.618,,
301500,209.48,292.48,341.616,,
301400,209.64,292.5,341.615,,
301300,209.8,292.51,341.614,,
301200,209.96,292.53,341.612,,
301100,210.13,292.54,341.611,,
301000,210.29,292.56,341.609,,
300900,210.45,292.57,341.608,,
300800,210.65,292.58,341.604,,
300700,210.86,292.6,341.6,,
300600,211.06,292.61,341.596,,
300500,211.26,292.62,341.593,,
300400,211.47,292.63,341.589,,
300300,211.67,292.64,341.585,,
300200,211.88,292.65,341.581,,
300100,212.08,292.66,341.577,,
300000,212.28,292.67,341.573,,
299900,212.49,292.69,341.57,,
299800,212.73,292.7,341.567,,
299700,212.98,292.71,341.565,,
299600,213.22,292.72,341.562,,
299500,213.46,292.73,341.56,,
299400,213.71,292.74,341.557,,
299300,213.95,292.75,341.555,,
299200,214.2,292.76,341.553,,
299100,214.44,292.77,341.55,,
299000,214.68,292.78,341.548,,
298900,214.93,292.8,341.545,,
298800,215.19,292.8,341.541,,
298700,215.46,292.81,341.536,,
298600,215.73,292.81,341.531,,
298500,215.99,292.82,341.526,,
298400,216.26,292.82,341.521,,
298300,216.53,292.83,341.516,,
298200,216.79,292.84,341.512,,
298100,217.06,292.84,341.507,,
298000,217.33,292.85,341.502,,
297900,217.59,292.85,341.497,,
297800,217.85,292.85,341.491,,
297700,218.12,292.86,341.485,,
297600,218.38,292.86,341.479,,
297500,218.64,292.86,341.473,,
297400,218.9,292.86,341.467,,
297300,219.17,292.87,341.46,,
297200,219.43,292.87,341.454,,
297100,219.69,292.87,341.448,,
297000,219.95,292.87,341.442,,
296900,220.22,292.87,341.436,,
296800,220.45,292.88,341.434,,
296700,220.68,292.88,341.433,,
296600,220.92,292.89,341.431,,
296500,221.15,292.89,341.43,,
296400,221.39,292.9,341.428,,
296300,221.62,292.9,341.427,,
296200,221.85,292.91,341.425,,
296100,222.09,292.91,341.424,,
296000,222.32,292.91,341.422,,
295900,222.56,292.92,341.421,,
295800,222.75,292.92,341.418,,
295700,222.94,292.92,341.415,,
295600,223.13,292.92,341.412,,
295500,223.31,292.92,341.409,,
295400,223.5,292.92,341.406,,
295300,223.69,292.92,341.403,,
295200,223.88,292.92,341.4,,
295100,224.07,292.92,341.397,,
295000,224.26,292.92,341.394,,
294900,224.45,292.92,341.391,,
294800,224.59,292.92,341.386,,
294700,224.73,292.91,341.382,,
294600,224.87,292.91,341.377,,
294500,225.01,292.91,341.372,,
294400,225.15,292.9,341.368,,
294300,225.29,292.9,341.363,,
294200,225.43,292.9,341.359,,
294100,225.57,292.89,341.354,,
294000,225.71,292.89,341.349,,
293900,225.85,292.89,341.345,,
293800,225.92,292.88,341.343,,
293700,225.99,292.88,341.342,,
293600,226.07,292.87,341.34,,
293500,226.14,292.87,341.339,,
293400,226.22,292.87,341.337,,
293300,226.29,292.86,341.335,,
293200,226.37,292.86,341.334,,
293100,226.44,292.85,341.332,,
293000,226.52,292.85,341.331,,
292900,226.59,292.84,341.329,,
292800,226.59,292.83,341.324,,
292700,226.6,292.82,341.319,,
292600,226.6,292.82,341.314,,
292500,226.6,292.81,341.308,,
292400,226.6,292.8,341.303,,
292300,226.6,292.79,341.298,,
292200,226.61,292.78,341.293,,
292100,226.61,292.77,341.287,,
292000,226.61,292.76,341.282,,
291900,226.61,292.75,341.277,,
291800,226.55,292.73,341.272,,
291700,226.5,292.72,341.267,,
291600,226.44,292.71,341.262,,
291500,226.38,292.7,341.258,,
291400,226.32,292.69,341.253,,
291300,226.26,292.67,341.248,,
291200,226.2,292.66,341.243,,
291100,226.14,292.65,341.238,,
291000,226.09,292.64,341.233,,
290900,226.03,292.62,341.228,,
290800,225.9,292.61,341.225,,
290700,225.78,292.6,341.222,,
290600,225.66,292.58,341.219,,
290500,225.53,292.57,341.216,,
290400,225.41,292.56,341.212,,
290300,225.29,292.54,341.209,,
290200,225.17,292.53,341.206,,
290100,225.04,292.52,341.203,,
290000,224.92,292.5,341.2,,
289900,224.8,292.49,341.196,,
289800,224.63,292.48,341.194,,
289700,224.47,292.46,341.192,,
289600,224.31,292.45,341.189,,
289500,224.15,292.43,341.187,,
289400,223.99,292.42,341.184,,
289300,223.83,292.4,341.182,,
289200,223.67,292.39,341.18,,
289100,223.5,292.38,341.177,,
289000,223.34,292.36,341.175,,
288900,223.18,292.35,341.172,,
