yearsBP,annual65N,annualGlobal,globalCosWeighted,Title,Source
109900,216.14,290.49,341.854,,
109800,216.42,290.5,341.855,,
109700,216.7,290.51,341.855,,
109600,216.97,290.53,341.855,,
109500,217.25,290.54,341.856,,
109400,217.53,290.55,341.856,,
109300,217.81,290.57,341.856,,
109200,218.09,290.58,341.857,,
109100,218.37,290.6,341.857,,
109000,218.65,290.61,341.857,,
108900,218.92,290.62,341.858,,
108800,219.17,290.64,341.855,,
108700,219.42,290.65,341.852,,
108600,219.67,290.67,341.849,,
108500,219.92,290.68,341.846,,
108400,220.16,290.7,341.843,,
108300,220.41,290.71,341.84,,
108200,220.66,290.73,341.838,,
108100,220.91,290.74,341.835,,
108000,221.16,290.76,341.832,,
107900,221.41,290.77,341.829,,
107800,221.6,290.79,341.827,,
107700,221.79,290.81,341.826,,
107600,221.97,290.83,341.824,,
107500,222.16,290.85,341.823,,
107400,222.35,290.87,341.821,,
107300,222.54,290.89,341.82,,
107200,222.73,290.91,341.818,,
107100,222.92,290.92,341.816,,
107000,223.11,290.94,341.815,,
106900,223.3,290.96,341.813,,
106800,223.43,290.99,341.814,,
106700,223.57,291.01,341.814,,
106600,223.7,291.03,341.815,,
106500,223.83,291.06,341.815,,
106400,223.96,291.08,341.816,,
106300,224.09,291.11,341.816,,
106200,224.22,291.13,341.817,,
106100,224.35,291.15,341.817,,
106000,224.48,291.18,341.817,,
105900,224.61,291.2,341.818,,
105800,224.66,291.22,341.814,,
105700,224.71,291.24,341.811,,
105600,224.76,291.27,341.807,,
105500,224.81,291.29,341.804,,
105400,224.86,291.31,341.8,,
105300,224.9,291.33,341.797,,
105200,224.95,291.35,341.793,,
105100,225,291.38,341.79,,
105000,225.05,291.4,341.786,,
104900,225.1,291.42,341.783,,
104800,225.08,291.44,341.782,,
104700,225.05,291.47,341.782,,
104600,225.03,291.5,341.782,,
104500,225.01,291.52,341.782,,
104400,224.99,291.55,341.782,,
104300,224.97,291.57,341.782,,
104200,224.94,291.6,341.781,,
104100,224.92,291.63,341.781,,
104000,224.9,291.65,341.781,,
103900,224.88,291.68,341.781,,
103800,224.79,291.7,341.777,,
103700,224.7,291.73,341.774,,
103600,224.6,291.75,341.77,,
103500,224.51,291.77,341.766,,
103400,224.42,291.8,341.763,,
103300,224.33,291.82,341.759,,
103200,224.24,291.84,341.756,,
103100,224.15,291.87,341.752,,
103000,224.06,291.89,341.748,,
102900,223.97,291.92,341.745,,
102800,223.81,291.94,341.745,,
102700,223.65,291.97,341.746,,
102600,223.5,291.99,341.746,,
102500,223.34,292.02,341.747,,
102400,223.18,292.04,341.747,,
102300,223.02,292.07,341.748,,
102200,222.87,292.1,341.748,,
102100,222.71,292.12,341.749,,
102000,222.55,292.15,341.749,,
101900,222.39,292.17,341.75,,
101800,222.2,292.2,341.748,,
101700,222.01,292.22,341.747,,
101600,221.82,292.25,341.745,,
101500,221.63,292.27,341.743,,
101400,221.44,292.3,341.742,,
101300,221.24,292.32,341.74,,
101200,221.05,292.34,341.739,,
101100,220.86,292.37,341.737,,
101000,220.67,292.39,341.736,,
100900,220.48,292.42,341.734,,
100800,220.26,292.44,341.732,,
100700,220.05,292.46,341.729,,
100600,219.84,292.48,341.726,,
100500,219.62,292.5,341.724,,
100400,219.41,292.53,341.721,,
100300,219.19,292.55,341.718,,
100200,218.98,292.57,341.716,,
100100,218.77,292.59,341.713,,
100000,218.55,292.61,341.71,,
99900,218.34,292.64,341.708,,
99800,218.12,292.66,341.706,,
99700,217.9,292.68,341.705,,
99600,217.68,292.7,341.704,,
99500,217.46,292.73,341.702,,
99400,217.24,292.75,341.701,,
99300,217.02,292.77,341.7,,
99200,216.8,292.79,341.699,,
99100,216.58,292.81,341.697,,
99000,216.36,292.84,341.696,,
98900,216.14,292.86,341.695,,
98800,215.94,292.88,341.695,,
98700,215.74,292.9,341.695,,
98600,215.54,292.92,341.696,,
98500,215.34,292.94,341.696,,
98400,215.14,292.96,341.696,,
98300,214.94,292.99,341.697,,
98200,214.74,293.01,341.697,,
98100,214.54,293.03,341.697,,
98000,214.34,293.05,341.697,,
97900,214.14,293.07,341.698,,
97800,213.97,293.08,341.691,,
97700,213.8,293.09,341.683,,
97600,213.63,293.11,341.676,,
97500,213.46,293.12,341.669,,
97400,213.29,293.13,341.662,,
97300,213.12,293.14,341.655,,
97200,212.95,293.16,341.648,,
97100,212.79,293.17,341.64,,
97000,212.62,293.18,341.633,,
96900,212.45,293.19,341.626,,
96800,212.33,293.21,341.624,,
96700,212.21,293.22,341.622,,
96600,212.09,293.23,341.621,,
96500,211.97,293.25,341.619,,
96400,211.85,293.26,341.617,,
96300,211.73,293.27,341.615,,
96200,211.61,293.28,341.613,,
96100,211.49,293.3,341.612,,
96000,211.37,293.31,341.61,,
95900,211.26,293.32,341.608,,
95800,211.2,293.33,341.605,,
95700,211.15,293.34,341.602,,
95600,211.09,293.35,341.6,,
95500,211.04,293.36,341.597,,
95400,210.98,293.37,341.594,,
95300,210.93,293.38,341.592,,
95200,210.87,293.39,341.589,,
95100,210.82,293.4,341.586,,
95000,210.77,293.41,341.583,,
94900,210.71,293.42,341.581,,
94800,210.71,293.43,341.581,,
94700,210.71,293.43,341.58,,
94600,210.71,293.44,341.58,,
94500,210.71,293.45,341.58,,
94400,210.71,293.46,341.58,,
94300,210.71,293.46,341.579,,
94200,210.71,293.47,341.579,,
94100,210.71,293.48,341.579,,
94000,210.71,293.49,341.579,,
93900,210.71,293.49,341.579,,
93800,210.78,293.49,341.576,,
93700,210.84,293.5,341.574,,
93600,210.91,293.5,341.571,,
93500,210.98,293.5,341.569,,
93400,211.04,293.5,341.566,,
93300,211.11,293.51,341.564,,
93200,211.18,293.51,341.561,,
93100,211.24,293.51,341.559,,
93000,211.31,293.51,341.556,,
92900,211.38,293.52,341.554,,
92800,211.5,293.51,341.551,,
92700,211.62,293.51,341.548,,
92600,211.74,293.51,341.544,,
92500,211.86,293.51,341.541,,
92400,211.98,293.5,341.538,,
92300,212.1,293.5,341.535,,
92200,212.22,293.5,341.532,,
92100,212.35,293.5,341.529,,
92000,212.47,293.49,341.525,,
91900,212.59,293.49,341.522,,
91800,212.76,293.49,341.52,,
91700,212.93,293.48,341.518,,
91600,213.1,293.48,341.516,,
91500,213.27,293.47,341.514,,
91400,213.45,293.47,341.512,,
91300,213.62,293.46,341.51,,
91200,213.79,293.46,341.508,,
91100,213.96,293.45,341.506,,
91000,214.13,293.45,341.504,,
90900,214.3,293.45,341.501,,
90800,214.5,293.43,341.494,,
90700,214.69,293.42,341.486,,
90600,214.89,293.41,341.478,,
90500,215.09,293.4,341.471,,
90400,215.28,293.38,341.463,,
90300,215.48,293.37,341.455,,
90200,215.67,293.36,341.448,,
90100,215.87,293.35,341.44,,
90000,216.06,293.33,341.432,,
89900,216.26,293.32,341.424,,
89800,216.47,293.31,341.426,,
89700,216.69,293.3,341.427,,
89600,216.9,293.3,341.429,,
89500,217.12,293.29,341.43,,
89400,217.33,293.28,341.432,,
89300,217.54,293.27,341.433,,
89200,217.76,293.26,341.434,,
89100,217.97,293.25,341.436,,
89000,218.19,293.24,341.437,,
88900,218.4,293.24,341.439,,
88800,218.6,293.22,341.436,,
88700,218.81,293.21,341.432,,
88600,219.01,293.19,341.429,,
88500,219.21,293.18,341.426,,
88400,219.42,293.16,341.423,,
88300,219.62,293.15,341.419,,
88200,219.83,293.13,341.416,,
88100,220.03,293.12,341.413,,
88000,220.23,293.1,341.41,,
87900,220.44,293.09,341.406,,
87800,220.63,293.07,341.406,,
87700,220.82,293.06,341.405,,
87600,221.01,293.04,341.404,,
87500,221.2,293.03,341.404,,
87400,221.39,293.01,341.403,,
87300,221.58,293,341.402,,
87200,221.77,292.99,341.402,,
87100,221.95,292.97,341.401,,
87000,222.14,292.96,341.4,,
86900,222.33,292.94,341.4,,
86800,222.49,292.92,341.396,,
86700,222.64,292.9,341.392,,
86600,222.79,292.88,341.389,,
86500,222.94,292.86,341.385,,
86400,223.09,292.84,341.382,,
86300,223.24,292.82,341.378,,
86200,223.39,292.8,341.375,,
86100,223.54,292.78,341.371,,
86000,223.7,292.76,341.367,,
85900,223.85,292.74,341.364,,
85800,223.94,292.72,341.36,,
85700,224.03,292.7,341.356,,
85600,224.13,292.68,341.352,,
85500,224.22,292.66,341.349,,
85400,224.31,292.63,341.345,,
85300,224.4,292.61,341.341,,
85200,224.5,292.59,341.337,,
85100,224.59,292.57,341.333,,
85000,224.68,292.55,341.33,,
84900,224.78,292.52,341.326,,
84800,224.82,292.5,341.322,,
84700,224.86,292.48,341.319,,
84600,224.91,292.45,341.316,,
84500,224.95,292.43,341.312,,
84400,225,292.41,341.309,,
84300,225.04,292.38,341.306,,
84200,225.09,292.36,341.302,,
84100,225.13,292.34,341.299,,
84000,225.18,292.31,341.296,,
83900,225.22,292.29,341.292,,
83800,225.2,292.26,341.288,,
83700,225.18,292.24,341.284,,
83600,225.15,292.21,341.28,,
83500,225.13,292.19,341.276,,
83400,225.11,292.16,341.271,,
83300,225.09,292.14,341.267,,
83200,225.06,292.11,341.263,,
83100,225.04,292.08,341.259,,
83000,225.02,292.06,341.255,,
82900,225,292.03,341.25,,
82800,224.92,292.01,341.25,,
82700,224.84,291.99,341.25,,
82600,224.77,291.96,341.249,,
82500,224.69,291.94,341.249,,
82400,224.61,291.92,341.248,,
82300,224.54,291.89,341.248,,
82200,224.46,291.87,341.247,,
82100,224.38,291.84,341.247,,
82000,224.31,291.82,341.246,,
81900,224.23,291.8,341.246,,
81800,224.09,291.77,341.241,,
81700,223.95,291.74,341.237,,
81600,223.81,291.72,341.232,,
81500,223.67,291.69,341.227,,
81400,223.53,291.66,341.223,,
81300,223.4,291.63,341.218,,
81200,223.26,291.61,341.213,,
81100,223.12,291.58,341.209,,
81000,222.98,291.55,341.204,,
80900,222.84,291.53,341.199,,
80800,222.65,291.5,341.196,,
80700,222.47,291.47,341.194,,
80600,222.28,291.45,341.191,,
80500,222.1,291.42,341.188,,
80400,221.91,291.39,341.186,,
80300,221.72,291.37,341.183,,
80200,221.54,291.34,341.18,,
80100,221.35,291.31,341.178,,
80000,221.17,291.29,341.175,,
79900,220.98,291.26,341.172,,
79800,220.77,291.24,341.169,,
79700,220.55,291.21,341.166,,
79600,220.34,291.18,341.163,,
79500,220.13,291.16,341.16,,
79400,219.91,291.13,341.157,,
79300,219.7,291.1,341.154,,
79200,219.48,291.08,341.151,,
79100,219.27,291.05,341.149,,
79000,219.06,291.02,341.146,,
78900,218.84,291,341.143,,
78800,218.61,290.97,341.141,,
78700,218.37,290.95,341.139,,
78600,218.13,290.93,341.137,,
78500,217.9,290.9,341.135,,
78400,217.66,290.88,341.134,,
78300,217.43,290.86,341.132,,
78200,217.19,290.83,341.13,,
78100,216.95,290.81,341.128,,
78000,216.72,290.79,341.127,,
77900,216.48,290.76,341.125,,
77800,216.25,290.74,341.121,,
77700,216.02,290.71,341.118,,
77600,215.79,290.69,341.114,,
77500,215.56,290.66,341.111,,
77400,215.33,290.64,341.107,,
77300,215.1,290.62,341.103,,
77200,214.87,290.59,341.1,,
77100,214.64,290.57,341.096,,
77000,214.41,290.54,341.093,,
76900,214.18,290.52,341.089,,
76800,213.96,290.5,341.084,,
76700,213.74,290.47,341.08,,
76600,213.52,290.45,341.075,,
76500,213.3,290.43,341.07,,
76400,213.08,290.41,341.066,,
76300,212.86,290.38,341.061,,
76200,212.64,290.36,341.056,,
76100,212.42,290.34,341.051,,
76000,212.2,290.32,341.047,,
75900,211.98,290.3,341.042,,
75800,211.8,290.28,341.041,,
75700,211.61,290.26,341.04,,
75600,211.43,290.24,341.039,,
75500,211.25,290.22,341.038,,
75400,211.06,290.21,341.037,,
75300,210.88,290.19,341.037,,
75200,210.7,290.17,341.036,,
75100,210.51,290.15,341.035,,
75000,210.33,290.13,341.034,,
74900,210.15,290.11,341.033,,
74800,210,290.1,341.032,,
74700,209.85,290.08,341.031,,
74600,209.7,290.07,341.03,,
74500,209.56,290.05,341.029,,
74400,209.41,290.04,341.028,,
74300,209.26,290.02,341.027,,
74200,209.11,290,341.026,,
74100,208.97,289.99,341.025,,
74000,208.82,289.97,341.024,,
73900,208.67,289.96,341.023,,
73800,208.57,289.94,341.019,,
73700,208.48,289.93,341.014,,
73600,208.38,289.91,341.009,,
73500,208.28,289.9,341.005,,
73400,208.18,289.88,341,,
73300,208.08,289.87,340.995,,
73200,207.98,289.85,340.991,,
73100,207.88,289.84,340.986,,
73000,207.78,289.82,340.981,,
72900,207.68,289.81,340.976,,
72800,207.64,289.8,340.974,,
72700,207.6,289.78,340.971,,
72600,207.55,289.77,340.968,,
72500,207.51,289.76,340.966,,
72400,207.46,289.75,340.963,,
72300,207.42,289.74,340.961,,
72200,207.37,289.73,340.958,,
72100,207.33,289.71,340.955,,
72000,207.28,289.7,340.953,,
71900,207.24,289.69,340.95,,
71800,207.25,289.68,340.947,,
71700,207.25,289.67,340.944,,
71600,207.26,289.67,340.941,,
71500,207.26,289.66,340.938,,
71400,207.27,289.65,340.935,,
71300,207.28,289.64,340.932,,
71200,207.28,289.63,340.928,,
71100,207.29,289.63,340.925,,
71000,207.29,289.62,340.922,,
70900,207.3,289.61,340.919,,
70800,207.36,289.61,340.916,,
70700,207.41,289.6,340.913,,
70600,207.46,289.59,340.909,,
70500,207.52,289.59,340.906,,
70400,207.57,289.58,340.902,,
70300,207.63,289.58,340.899,,
70200,207.68,289.57,340.896,,
70100,207.74,289.56,340.892,,
70000,207.79,289.56,340.889,,
69900,207.85,289.55,340.886,,
69800,207.95,289.55,340.887,,
69700,208.05,289.56,340.888,,
69600,208.15,289.56,340.889,,
69500,208.25,289.56,340.89,,
69400,208.35,289.56,340.891,,
69300,208.45,289.56,340.892,,
69200,208.55,289.56,340.893,,
69100,208.65,289.57,340.894,,
69000,208.75,289.57,340.895,,
68900,208.85,289.57,340.896,,
68800,208.98,289.57,340.892,,
68700,209.11,289.57,340.889,,
68600,209.24,289.57,340.885,,
68500,209.36,289.58,340.882,,
68400,209.49,289.58,340.878,,
68300,209.62,289.58,340.875,,
68200,209.74,289.58,340.871,,
68100,209.87,289.58,340.867,,
68000,210,289.58,340.864,,
67900,210.13,289.59,340.86,,
67800,210.28,289.59,340.858,,
67700,210.43,289.6,340.856,,
67600,210.58,289.61,340.853,,
67500,210.73,289.61,340.851,,
67400,210.88,289.62,340.849,,
67300,211.03,289.63,340.847,,
67200,211.19,289.63,340.844,,
67100,211.34,289.64,340.842,,
67000,211.49,289.65,340.84,,
66900,211.64,289.65,340.837,,
66800,211.8,289.66,340.835,,
66700,211.96,289.67,340.833,,
66600,212.12,289.68,340.831,,
66500,212.28,289.69,340.829,,
66400,212.45,289.7,340.827,,
66300,212.61,289.71,340.825,,
66200,212.77,289.72,340.823,,
66100,212.93,289.73,340.821,,
66000,213.09,289.74,340.819,,
65900,213.25,289.75,340.817,,
65800,213.41,289.76,340.815,,
65700,213.58,289.78,340.813,,
65600,213.74,289.79,340.812,,
65500,213.9,289.81,340.81,,
65400,214.06,289.82,340.808,,
65300,214.22,289.83,340.807,,
65200,214.38,289.85,340.805,,
65100,214.54,289.86,340.803,,
65000,214.71,289.88,340.802,,
64900,214.87,289.89,340.8,,
64800,215.01,289.91,340.798,,
64700,215.16,289.92,340.796,,
64600,215.3,289.94,340.795,,
64500,215.45,289.95,340.793,,
64400,215.59,289.97,340.791,,
64300,215.74,289.99,340.789,,
64200,215.88,290,340.787,,
64100,216.03,290.02,340.786,,
64000,216.18,290.04,340.784,,
63900,216.32,290.05,340.782,,
63800,216.45,290.07,340.779,,
63700,216.59,290.09,340.776,,
63600,216.72,290.11,340.773,,
63500,216.85,290.13,340.77,,
63400,216.99,290.15,340.767,,
63300,217.12,290.16,340.764,,
63200,217.25,290.18,340.761,,
63100,217.39,290.2,340.758,,
63000,217.52,290.22,340.755,,
62900,217.65,290.24,340.752,,
62800,217.76,290.26,340.749,,
62700,217.87,290.28,340.747,,
62600,217.98,290.3,340.744,,
62500,218.09,290.32,340.741,,
62400,218.2,290.34,340.739,,
62300,218.31,290.36,340.736,,
62200,218.42,290.38,340.733,,
62100,218.52,290.41,340.731,,
62000,218.63,290.43,340.728,,
61900,218.74,290.45,340.726,,
61800,218.81,290.47,340.723,,
61700,218.88,290.49,340.72,,
61600,218.95,290.51,340.717,,
61500,219.02,290.53,340.714,,
61400,219.09,290.55,340.711,,
61300,219.15,290.58,340.708,,
61200,219.22,290.6,340.705,,
61100,219.29,290.62,340.702,,
61000,219.36,290.64,340.699,,
60900,219.43,290.66,340.696,,
60800,219.48,290.69,340.695,,
60700,219.53,290.72,340.695,,
60600,219.59,290.74,340.695,,
60500,219.64,290.77,340.695,,
60400,219.69,290.79,340.695,,
60300,219.74,290.82,340.695,,
60200,219.8,290.85,340.694,,
60100,219.85,290.87,340.694,,
60000,219.9,290.9,340.694,,
59900,219.95,290.92,340.694,,
59800,219.99,290.95,340.692,,
59700,220.02,290.98,340.691,,
59600,220.05,291,340.689,,
59500,220.08,291.03,340.688,,
59400,220.11,291.06,340.686,,
59300,220.15,291.08,340.685,,
59200,220.18,291.11,340.683,,
59100,220.21,291.13,340.681,,
59000,220.24,291.16,340.68,,
58900,220.28,291.19,340.678,,
58800,220.27,291.21,340.676,,
58700,220.26,291.24,340.674,,
58600,220.26,291.26,340.672,,
58500,220.25,291.29,340.67,,
58400,220.25,291.31,340.668,,
58300,220.24,291.34,340.666,,
58200,220.23,291.36,340.664,,
58100,220.23,291.39,340.662,,
58000,220.22,291.41,340.66,,
57900,220.22,291.44,340.658,,
57800,220.2,291.46,340.658,,
57700,220.18,291.49,340.659,,
57600,220.17,291.52,340.659,,
57500,220.15,291.54,340.659,,
57400,220.13,291.57,340.659,,
57300,220.12,291.6,340.659,,
57200,220.1,291.62,340.659,,
57100,220.09,291.65,340.659,,
57000,220.07,291.68,340.659,,
56900,220.05,291.7,340.659,,
56800,220.03,291.72,340.654,,
56700,220,291.74,340.649,,
56600,219.97,291.77,340.644,,
56500,219.94,291.79,340.639,,
56400,219.91,291.81,340.634,,
56300,219.88,291.83,340.628,,
56200,219.86,291.85,340.623,,
56100,219.83,291.87,340.618,,
56000,219.8,291.89,340.613,,
55900,219.77,291.92,340.608,,
55800,219.73,291.94,340.607,,
55700,219.69,291.96,340.606,,
55600,219.64,291.98,340.605,,
55500,219.6,292.01,340.604,,
55400,219.56,292.03,340.603,,
55300,219.52,292.05,340.602,,
55200,219.47,292.08,340.601,,
55100,219.43,292.1,340.601,,
55000,219.39,292.12,340.6,,
54900,219.35,292.15,340.599,,
54800,219.31,292.17,340.6,,
54700,219.27,292.19,340.602,,
54600,219.23,292.22,340.603,,
54500,219.19,292.24,340.605,,
54400,219.15,292.26,340.607,,
54300,219.11,292.29,340.608,,
54200,219.07,292.31,340.61,,
54100,219.02,292.33,340.612,,
54000,218.98,292.36,340.613,,
53900,218.94,292.38,340.615,,
53800,218.9,292.4,340.611,,
53700,218.85,292.41,340.608,,
53600,218.8,292.43,340.604,,
53500,218.76,292.44,340.601,,
53400,218.71,292.46,340.597,,
53300,218.67,292.48,340.593,,
53200,218.62,292.49,340.59,,
53100,218.57,292.51,340.586,,
53000,218.53,292.52,340.583,,
52900,218.48,292.54,340.579,,
52800,218.44,292.56,340.58,,
52700,218.39,292.57,340.582,,
52600,218.35,292.59,340.583,,
52500,218.3,292.61,340.584,,
52400,218.26,292.63,340.585,,
52300,218.21,292.64,340.586,,
52200,218.17,292.66,340.587,,
52100,218.12,292.68,340.588,,
52000,218.08,292.69,340.589,,
51900,218.04,292.71,340.591,,
51800,218,292.72,340.59,,
51700,217.96,292.73,340.589,,
51600,217.93,292.75,340.589,,
51500,217.89,292.76,340.588,,
51400,217.85,292.77,340.588,,
51300,217.82,292.78,340.587,,
51200,217.78,292.79,340.587,,
51100,217.75,292.8,340.586,,
51000,217.71,292.82,340.586,,
50900,217.67,292.83,340.585,,
50800,217.64,292.84,340.585,,
50700,217.6,292.84,340.586,,
50600,217.56,292.85,340.586,,
50500,217.53,292.86,340.586,,
50400,217.49,292.87,340.587,,
50300,217.45,292.88,340.587,,
50200,217.42,292.89,340.587,,
50100,217.38,292.9,340.588,,
50000,217.35,292.9,340.588,,
49900,217.31,292.91,340.588,,
49800,217.28,292.92,340.587,,
49700,217.26,292.92,340.587,,
49600,217.23,292.92,340.586,,
49500,217.2,292.93,340.585,,
49400,217.18,292.93,340.584,,
49300,217.15,292.93,340.583,,
49200,217.13,292.94,340.582,,
49100,217.1,292.94,340.582,,
49000,217.07,292.94,340.581,,
48900,217.05,292.95,340.58,,
48800,217.02,292.94,340.576,,
48700,217,292.94,340.573,,
48600,216.98,292.94,340.569,,
48500,216.96,292.94,340.566,,
48400,216.94,292.93,340.562,,
48300,216.91,292.93,340.559,,
48200,216.89,292.93,340.555,,
48100,216.87,292.93,340.552,,
48000,216.85,292.93,340.548,,
47900,216.83,292.92,340.545,,
47800,216.82,292.92,340.546,,
47700,216.81,292.92,340.548,,
47600,216.79,292.91,340.55,,
47500,216.78,292.91,340.552,,
47400,216.77,292.91,340.553,,
47300,216.76,292.9,340.555,,
47200,216.75,292.9,340.557,,
47100,216.74,292.9,340.559,,
47000,216.73,292.89,340.56,,
46900,216.72,292.89,340.562,,
46800,216.71,292.88,340.563,,
46700,216.69,292.87,340.563,,
46600,216.67,292.87,340.564,,
46500,216.65,292.86,340.564,,
46400,216.63,292.85,340.565,,
46300,216.62,292.84,340.565,,
46200,216.6,292.83,340.565,,
46100,216.58,292.82,340.566,,
46000,216.56,292.81,340.566,,
45900,216.54,292.81,340.567,,
45800,216.54,292.79,340.566,,
45700,216.54,292.78,340.565,,
45600,216.54,292.77,340.565,,
45500,216.54,292.76,340.564,,
45400,216.54,292.74,340.563,,
45300,216.54,292.73,340.562,,
45200,216.54,292.72,340.562,,
45100,216.54,292.71,340.561,,
45000,216.54,292.7,340.56,,
44900,216.54,292.68,340.56,,
44800,216.54,292.67,340.56,,
44700,216.53,292.65,340.56,,
44600,216.52,292.63,340.56,,
44500,216.52,292.61,340.56,,
44400,216.51,292.6,340.56,,
44300,216.51,292.58,340.56,,
44200,216.5,292.56,340.56,,
44100,216.49,292.55,340.56,,
44000,216.49,292.53,340.56,,
43900,216.48,292.51,340.56,,
43800,216.49,292.49,340.562,,
43700,216.51,292.47,340.563,,
